"","상품군별","운영형태별","년월","매출액","년도","월"
"934","기타","계","2018_1","227959","2018","1"
"935","기타","Online몰","2018_1","197376","2018","1"
"936","기타","On/Offline몰","2018_1","30583","2018","1"
"937","합계","계","2018_2","8207296","2018","2"
"938","합계","Online몰","2018_2","5322427","2018","2"
"939","합계","On/Offline몰","2018_2","2884869","2018","2"
"940","컴퓨터 및 주변기기","계","2018_2","453408","2018","2"
"941","컴퓨터 및 주변기기","Online몰","2018_2","368709","2018","2"
"942","컴퓨터 및 주변기기","On/Offline몰","2018_2","84699","2018","2"
"943","가전·전자·통신기기","계","2018_2","770401","2018","2"
"944","가전·전자·통신기기","Online몰","2018_2","583883","2018","2"
"945","가전·전자·통신기기","On/Offline몰","2018_2","186518","2018","2"
"946","서적","계","2018_2","147783","2018","2"
"947","서적","Online몰","2018_2","48987","2018","2"
"948","서적","On/Offline몰","2018_2","98796","2018","2"
"949","사무·문구","계","2018_2","71721","2018","2"
"950","사무·문구","Online몰","2018_2","58258","2018","2"
"951","사무·문구","On/Offline몰","2018_2","13464","2018","2"
"952","의복","계","2018_2","825152","2018","2"
"953","의복","Online몰","2018_2","601473","2018","2"
"954","의복","On/Offline몰","2018_2","223679","2018","2"
"955","신발","계","2018_2","124447","2018","2"
"956","신발","Online몰","2018_2","86180","2018","2"
"957","신발","On/Offline몰","2018_2","38267","2018","2"
"958","가방","계","2018_2","178154","2018","2"
"959","가방","Online몰","2018_2","120616","2018","2"
"960","가방","On/Offline몰","2018_2","57538","2018","2"
"961","패션용품 및 액세서리","계","2018_2","178379","2018","2"
"962","패션용품 및 액세서리","Online몰","2018_2","97197","2018","2"
"963","패션용품 및 액세서리","On/Offline몰","2018_2","81182","2018","2"
"964","스포츠·레저용품","계","2018_2","200710","2018","2"
"965","스포츠·레저용품","Online몰","2018_2","155257","2018","2"
"966","스포츠·레저용품","On/Offline몰","2018_2","45453","2018","2"
"967","화장품","계","2018_2","746376","2018","2"
"968","화장품","Online몰","2018_2","251489","2018","2"
"969","화장품","On/Offline몰","2018_2","494887","2018","2"
"970","아동·유아용품","계","2018_2","268618","2018","2"
"971","아동·유아용품","Online몰","2018_2","224924","2018","2"
"972","아동·유아용품","On/Offline몰","2018_2","43694","2018","2"
"973","음·식료품","계","2018_2","814658","2018","2"
"974","음·식료품","Online몰","2018_2","517502","2018","2"
"975","음·식료품","On/Offline몰","2018_2","297156","2018","2"
"976","농축수산물","계","2018_2","289778","2018","2"
"977","농축수산물","Online몰","2018_2","166564","2018","2"
"978","농축수산물","On/Offline몰","2018_2","123214","2018","2"
"979","생활용품","계","2018_2","636039","2018","2"
"980","생활용품","Online몰","2018_2","481744","2018","2"
"981","생활용품","On/Offline몰","2018_2","154295","2018","2"
"982","자동차 및 자동차용품","계","2018_2","65502","2018","2"
"983","자동차 및 자동차용품","Online몰","2018_2","60677","2018","2"
"984","자동차 및 자동차용품","On/Offline몰","2018_2","4825","2018","2"
"985","가구","계","2018_2","241563","2018","2"
"986","가구","Online몰","2018_2","162544","2018","2"
"987","가구","On/Offline몰","2018_2","79019","2018","2"
"988","애완용품","계","2018_2","60944","2018","2"
"989","애완용품","Online몰","2018_2","56426","2018","2"
"990","애완용품","On/Offline몰","2018_2","4518","2018","2"
"991","여행 및 교통서비스","계","2018_2","1246049","2018","2"
"992","여행 및 교통서비스","Online몰","2018_2","516921","2018","2"
"993","여행 및 교통서비스","On/Offline몰","2018_2","729128","2018","2"
"994","문화 및 레저서비스","계","2018_2","151838","2018","2"
"995","문화 및 레저서비스","Online몰","2018_2","98457","2018","2"
"996","문화 및 레저서비스","On/Offline몰","2018_2","53381","2018","2"
"997","e쿠폰서비스","계","2018_2","129231","2018","2"
"998","e쿠폰서비스","Online몰","2018_2","127464","2018","2"
"999","e쿠폰서비스","On/Offline몰","2018_2","1767","2018","2"
"1000","음식서비스","계","2018_2","324245","2018","2"
"1001","음식서비스","Online몰","2018_2","297622","2018","2"
"1002","음식서비스","On/Offline몰","2018_2","26623","2018","2"
"1003","기타서비스","계","2018_2","57680","2018","2"
"1004","기타서비스","Online몰","2018_2","36305","2018","2"
"1005","기타서비스","On/Offline몰","2018_2","21375","2018","2"
"1006","기타","계","2018_2","224621","2018","2"
"1007","기타","Online몰","2018_2","203230","2018","2"
"1008","기타","On/Offline몰","2018_2","21392","2018","2"
"1009","합계","계","2018_3","9375766","2018","3"
"1010","합계","Online몰","2018_3","6154785","2018","3"
"1011","합계","On/Offline몰","2018_3","3220981","2018","3"
"1012","컴퓨터 및 주변기기","계","2018_3","504061","2018","3"
"1013","컴퓨터 및 주변기기","Online몰","2018_3","399562","2018","3"
"1014","컴퓨터 및 주변기기","On/Offline몰","2018_3","104499","2018","3"
"1015","가전·전자·통신기기","계","2018_3","946627","2018","3"
"1016","가전·전자·통신기기","Online몰","2018_3","717191","2018","3"
"1017","가전·전자·통신기기","On/Offline몰","2018_3","229436","2018","3"
"1018","서적","계","2018_3","191597","2018","3"
"1019","서적","Online몰","2018_3","56507","2018","3"
"1020","서적","On/Offline몰","2018_3","135089","2018","3"
"1021","사무·문구","계","2018_3","81900","2018","3"
"1022","사무·문구","Online몰","2018_3","65074","2018","3"
"1023","사무·문구","On/Offline몰","2018_3","16826","2018","3"
"1024","의복","계","2018_3","1163132","2018","3"
"1025","의복","Online몰","2018_3","869541","2018","3"
"1026","의복","On/Offline몰","2018_3","293591","2018","3"
"1027","신발","계","2018_3","169117","2018","3"
"1028","신발","Online몰","2018_3","115643","2018","3"
"1029","신발","On/Offline몰","2018_3","53474","2018","3"
"1030","가방","계","2018_3","194190","2018","3"
"1031","가방","Online몰","2018_3","134767","2018","3"
"1032","가방","On/Offline몰","2018_3","59423","2018","3"
"1033","패션용품 및 액세서리","계","2018_3","210147","2018","3"
"1034","패션용품 및 액세서리","Online몰","2018_3","122241","2018","3"
"1035","패션용품 및 액세서리","On/Offline몰","2018_3","87906","2018","3"
"1036","스포츠·레저용품","계","2018_3","283820","2018","3"
"1037","스포츠·레저용품","Online몰","2018_3","226219","2018","3"
"1038","스포츠·레저용품","On/Offline몰","2018_3","57602","2018","3"
"1039","화장품","계","2018_3","831653","2018","3"
"1040","화장품","Online몰","2018_3","264871","2018","3"
"1041","화장품","On/Offline몰","2018_3","566782","2018","3"
"1042","아동·유아용품","계","2018_3","298883","2018","3"
"1043","아동·유아용품","Online몰","2018_3","248261","2018","3"
"1044","아동·유아용품","On/Offline몰","2018_3","50622","2018","3"
"1045","음·식료품","계","2018_3","826873","2018","3"
"1046","음·식료품","Online몰","2018_3","528716","2018","3"
"1047","음·식료품","On/Offline몰","2018_3","298157","2018","3"
"1048","농축수산물","계","2018_3","228800","2018","3"
"1049","농축수산물","Online몰","2018_3","130558","2018","3"
"1050","농축수산물","On/Offline몰","2018_3","98242","2018","3"
"1051","생활용품","계","2018_3","739338","2018","3"
"1052","생활용품","Online몰","2018_3","569295","2018","3"
"1053","생활용품","On/Offline몰","2018_3","170044","2018","3"
"1054","자동차 및 자동차용품","계","2018_3","83898","2018","3"
"1055","자동차 및 자동차용품","Online몰","2018_3","77469","2018","3"
"1056","자동차 및 자동차용품","On/Offline몰","2018_3","6429","2018","3"
"1057","가구","계","2018_3","277056","2018","3"
"1058","가구","Online몰","2018_3","186992","2018","3"
"1059","가구","On/Offline몰","2018_3","90065","2018","3"
"1060","애완용품","계","2018_3","68634","2018","3"
"1061","애완용품","Online몰","2018_3","63842","2018","3"
"1062","애완용품","On/Offline몰","2018_3","4792","2018","3"
"1063","여행 및 교통서비스","계","2018_3","1264187","2018","3"
"1064","여행 및 교통서비스","Online몰","2018_3","494731","2018","3"
"1065","여행 및 교통서비스","On/Offline몰","2018_3","769457","2018","3"
"1066","문화 및 레저서비스","계","2018_3","171416","2018","3"
"1067","문화 및 레저서비스","Online몰","2018_3","128104","2018","3"
"1068","문화 및 레저서비스","On/Offline몰","2018_3","43312","2018","3"
"1069","e쿠폰서비스","계","2018_3","139594","2018","3"
"1070","e쿠폰서비스","Online몰","2018_3","138109","2018","3"
"1071","e쿠폰서비스","On/Offline몰","2018_3","1485","2018","3"
"1072","음식서비스","계","2018_3","361763","2018","3"
"1073","음식서비스","Online몰","2018_3","334302","2018","3"
"1074","음식서비스","On/Offline몰","2018_3","27461","2018","3"
"1075","기타서비스","계","2018_3","61834","2018","3"
"1076","기타서비스","Online몰","2018_3","31867","2018","3"
"1077","기타서비스","On/Offline몰","2018_3","29966","2018","3"
"1078","기타","계","2018_3","277245","2018","3"
"1079","기타","Online몰","2018_3","250922","2018","3"
"1080","기타","On/Offline몰","2018_3","26323","2018","3"
"1081","합계","계","2018_4","9034274","2018","4"
"1082","합계","Online몰","2018_4","5923578","2018","4"
"1083","합계","On/Offline몰","2018_4","3110695","2018","4"
"1084","컴퓨터 및 주변기기","계","2018_4","409054","2018","4"
"1085","컴퓨터 및 주변기기","Online몰","2018_4","326559","2018","4"
"1086","컴퓨터 및 주변기기","On/Offline몰","2018_4","82495","2018","4"
"1087","가전·전자·통신기기","계","2018_4","945259","2018","4"
"1088","가전·전자·통신기기","Online몰","2018_4","710662","2018","4"
"1089","가전·전자·통신기기","On/Offline몰","2018_4","234597","2018","4"
"1090","서적","계","2018_4","144169","2018","4"
"1091","서적","Online몰","2018_4","44691","2018","4"
"1092","서적","On/Offline몰","2018_4","99479","2018","4"
"1093","사무·문구","계","2018_4","68006","2018","4"
"1094","사무·문구","Online몰","2018_4","54723","2018","4"
"1095","사무·문구","On/Offline몰","2018_4","13283","2018","4"
"1096","의복","계","2018_4","1078268","2018","4"
"1097","의복","Online몰","2018_4","794127","2018","4"
"1098","의복","On/Offline몰","2018_4","284142","2018","4"
"1099","신발","계","2018_4","169439","2018","4"
"1100","신발","Online몰","2018_4","120211","2018","4"
"1101","신발","On/Offline몰","2018_4","49228","2018","4"
"1102","가방","계","2018_4","185469","2018","4"
"1103","가방","Online몰","2018_4","128307","2018","4"
"1104","가방","On/Offline몰","2018_4","57162","2018","4"
"1105","패션용품 및 액세서리","계","2018_4","196288","2018","4"
"1106","패션용품 및 액세서리","Online몰","2018_4","109019","2018","4"
"1107","패션용품 및 액세서리","On/Offline몰","2018_4","87269","2018","4"
"1108","스포츠·레저용품","계","2018_4","298574","2018","4"
"1109","스포츠·레저용품","Online몰","2018_4","242439","2018","4"
"1110","스포츠·레저용품","On/Offline몰","2018_4","56135","2018","4"
"1111","화장품","계","2018_4","802428","2018","4"
"1112","화장품","Online몰","2018_4","262069","2018","4"
"1113","화장품","On/Offline몰","2018_4","540359","2018","4"
"1114","아동·유아용품","계","2018_4","320420","2018","4"
"1115","아동·유아용품","Online몰","2018_4","276157","2018","4"
"1116","아동·유아용품","On/Offline몰","2018_4","44263","2018","4"
"1117","음·식료품","계","2018_4","810015","2018","4"
"1118","음·식료품","Online몰","2018_4","518709","2018","4"
"1119","음·식료품","On/Offline몰","2018_4","291306","2018","4"
"1120","농축수산물","계","2018_4","215400","2018","4"
"1121","농축수산물","Online몰","2018_4","125284","2018","4"
"1122","농축수산물","On/Offline몰","2018_4","90115","2018","4"
"1123","생활용품","계","2018_4","709864","2018","4"
"1124","생활용품","Online몰","2018_4","540632","2018","4"
"1125","생활용품","On/Offline몰","2018_4","169232","2018","4"
"1126","자동차 및 자동차용품","계","2018_4","82601","2018","4"
"1127","자동차 및 자동차용품","Online몰","2018_4","78057","2018","4"
"1128","자동차 및 자동차용품","On/Offline몰","2018_4","4544","2018","4"
"1129","가구","계","2018_4","260782","2018","4"
"1130","가구","Online몰","2018_4","179837","2018","4"
"1131","가구","On/Offline몰","2018_4","80945","2018","4"
"1132","애완용품","계","2018_4","70338","2018","4"
"1133","애완용품","Online몰","2018_4","65935","2018","4"
"1134","애완용품","On/Offline몰","2018_4","4403","2018","4"
"1135","여행 및 교통서비스","계","2018_4","1320458","2018","4"
"1136","여행 및 교통서비스","Online몰","2018_4","552441","2018","4"
"1137","여행 및 교통서비스","On/Offline몰","2018_4","768016","2018","4"
"1138","문화 및 레저서비스","계","2018_4","164965","2018","4"
"1139","문화 및 레저서비스","Online몰","2018_4","95639","2018","4"
"1140","문화 및 레저서비스","On/Offline몰","2018_4","69326","2018","4"
"1141","e쿠폰서비스","계","2018_4","133138","2018","4"
"1142","e쿠폰서비스","Online몰","2018_4","131628","2018","4"
"1143","e쿠폰서비스","On/Offline몰","2018_4","1510","2018","4"
"1144","음식서비스","계","2018_4","365956","2018","4"
"1145","음식서비스","Online몰","2018_4","340432","2018","4"
"1146","음식서비스","On/Offline몰","2018_4","25524","2018","4"
"1147","기타서비스","계","2018_4","62168","2018","4"
"1148","기타서비스","Online몰","2018_4","33938","2018","4"
"1149","기타서비스","On/Offline몰","2018_4","28230","2018","4"
"1150","기타","계","2018_4","221213","2018","4"
"1151","기타","Online몰","2018_4","192081","2018","4"
"1152","기타","On/Offline몰","2018_4","29133","2018","4"
"1153","합계","계","2018_5","9363224","2018","5"
"1154","합계","Online몰","2018_5","6171124","2018","5"
"1155","합계","On/Offline몰","2018_5","3192100","2018","5"
"1156","컴퓨터 및 주변기기","계","2018_5","404235","2018","5"
"1157","컴퓨터 및 주변기기","Online몰","2018_5","324499","2018","5"
"1158","컴퓨터 및 주변기기","On/Offline몰","2018_5","79736","2018","5"
"1159","가전·전자·통신기기","계","2018_5","1026133","2018","5"
"1160","가전·전자·통신기기","Online몰","2018_5","777216","2018","5"
"1161","가전·전자·통신기기","On/Offline몰","2018_5","248917","2018","5"
"1162","서적","계","2018_5","129125","2018","5"
"1163","서적","Online몰","2018_5","44694","2018","5"
"1164","서적","On/Offline몰","2018_5","84431","2018","5"
"1165","사무·문구","계","2018_5","63621","2018","5"
"1166","사무·문구","Online몰","2018_5","50854","2018","5"
"1167","사무·문구","On/Offline몰","2018_5","12767","2018","5"
"1168","의복","계","2018_5","1101406","2018","5"
"1169","의복","Online몰","2018_5","813737","2018","5"
"1170","의복","On/Offline몰","2018_5","287668","2018","5"
"1171","신발","계","2018_5","172582","2018","5"
"1172","신발","Online몰","2018_5","122279","2018","5"
"1173","신발","On/Offline몰","2018_5","50303","2018","5"
"1174","가방","계","2018_5","190609","2018","5"
"1175","가방","Online몰","2018_5","129922","2018","5"
"1176","가방","On/Offline몰","2018_5","60687","2018","5"
"1177","패션용품 및 액세서리","계","2018_5","198073","2018","5"
"1178","패션용품 및 액세서리","Online몰","2018_5","108396","2018","5"
"1179","패션용품 및 액세서리","On/Offline몰","2018_5","89678","2018","5"
"1180","스포츠·레저용품","계","2018_5","330784","2018","5"
"1181","스포츠·레저용품","Online몰","2018_5","272493","2018","5"
"1182","스포츠·레저용품","On/Offline몰","2018_5","58292","2018","5"
"1183","화장품","계","2018_5","818526","2018","5"
"1184","화장품","Online몰","2018_5","263545","2018","5"
"1185","화장품","On/Offline몰","2018_5","554982","2018","5"
"1186","아동·유아용품","계","2018_5","310798","2018","5"
"1187","아동·유아용품","Online몰","2018_5","270330","2018","5"
"1188","아동·유아용품","On/Offline몰","2018_5","40468","2018","5"
"1189","음·식료품","계","2018_5","849044","2018","5"
"1190","음·식료품","Online몰","2018_5","538225","2018","5"
"1191","음·식료품","On/Offline몰","2018_5","310819","2018","5"
"1192","농축수산물","계","2018_5","221735","2018","5"
"1193","농축수산물","Online몰","2018_5","128057","2018","5"
"1194","농축수산물","On/Offline몰","2018_5","93678","2018","5"
"1195","생활용품","계","2018_5","715962","2018","5"
"1196","생활용품","Online몰","2018_5","560332","2018","5"
"1197","생활용품","On/Offline몰","2018_5","155631","2018","5"
"1198","자동차 및 자동차용품","계","2018_5","84011","2018","5"
"1199","자동차 및 자동차용품","Online몰","2018_5","79073","2018","5"
"1200","자동차 및 자동차용품","On/Offline몰","2018_5","4938","2018","5"
"1201","가구","계","2018_5","254665","2018","5"
"1202","가구","Online몰","2018_5","176688","2018","5"
"1203","가구","On/Offline몰","2018_5","77976","2018","5"
"1204","애완용품","계","2018_5","69233","2018","5"
"1205","애완용품","Online몰","2018_5","64531","2018","5"
"1206","애완용품","On/Offline몰","2018_5","4702","2018","5"
"1207","여행 및 교통서비스","계","2018_5","1429210","2018","5"
"1208","여행 및 교통서비스","Online몰","2018_5","602720","2018","5"
"1209","여행 및 교통서비스","On/Offline몰","2018_5","826490","2018","5"
"1210","문화 및 레저서비스","계","2018_5","153740","2018","5"
"1211","문화 및 레저서비스","Online몰","2018_5","90631","2018","5"
"1212","문화 및 레저서비스","On/Offline몰","2018_5","63109","2018","5"
"1213","e쿠폰서비스","계","2018_5","169050","2018","5"
"1214","e쿠폰서비스","Online몰","2018_5","162165","2018","5"
"1215","e쿠폰서비스","On/Offline몰","2018_5","6885","2018","5"
"1216","음식서비스","계","2018_5","389395","2018","5"
"1217","음식서비스","Online몰","2018_5","359688","2018","5"
"1218","음식서비스","On/Offline몰","2018_5","29707","2018","5"
"1219","기타서비스","계","2018_5","58382","2018","5"
"1220","기타서비스","Online몰","2018_5","35593","2018","5"
"1221","기타서비스","On/Offline몰","2018_5","22789","2018","5"
"1222","기타","계","2018_5","222905","2018","5"
"1223","기타","Online몰","2018_5","195456","2018","5"
"1224","기타","On/Offline몰","2018_5","27449","2018","5"
"1225","합계","계","2018_6","8965075","2018","6"
"1226","합계","Online몰","2018_6","5952979","2018","6"
"1227","합계","On/Offline몰","2018_6","3012096","2018","6"
"1228","컴퓨터 및 주변기기","계","2018_6","371844","2018","6"
"1229","컴퓨터 및 주변기기","Online몰","2018_6","297926","2018","6"
"1230","컴퓨터 및 주변기기","On/Offline몰","2018_6","73918","2018","6"
"1231","가전·전자·통신기기","계","2018_6","963674","2018","6"
"1232","가전·전자·통신기기","Online몰","2018_6","738028","2018","6"
"1233","가전·전자·통신기기","On/Offline몰","2018_6","225646","2018","6"
"1234","서적","계","2018_6","117353","2018","6"
"1235","서적","Online몰","2018_6","37802","2018","6"
"1236","서적","On/Offline몰","2018_6","79551","2018","6"
"1237","사무·문구","계","2018_6","59557","2018","6"
"1238","사무·문구","Online몰","2018_6","48285","2018","6"
"1239","사무·문구","On/Offline몰","2018_6","11273","2018","6"
"1240","의복","계","2018_6","1017864","2018","6"
"1241","의복","Online몰","2018_6","748693","2018","6"
"1242","의복","On/Offline몰","2018_6","269170","2018","6"
"1243","신발","계","2018_6","164251","2018","6"
"1244","신발","Online몰","2018_6","114452","2018","6"
"1245","신발","On/Offline몰","2018_6","49799","2018","6"
"1246","가방","계","2018_6","176525","2018","6"
"1247","가방","Online몰","2018_6","123866","2018","6"
"1248","가방","On/Offline몰","2018_6","52659","2018","6"
"1249","패션용품 및 액세서리","계","2018_6","189401","2018","6"
"1250","패션용품 및 액세서리","Online몰","2018_6","107262","2018","6"
"1251","패션용품 및 액세서리","On/Offline몰","2018_6","82138","2018","6"
"1252","스포츠·레저용품","계","2018_6","325017","2018","6"
"1253","스포츠·레저용품","Online몰","2018_6","271200","2018","6"
"1254","스포츠·레저용품","On/Offline몰","2018_6","53818","2018","6"
"1255","화장품","계","2018_6","772505","2018","6"
"1256","화장품","Online몰","2018_6","247784","2018","6"
"1257","화장품","On/Offline몰","2018_6","524721","2018","6"
"1258","아동·유아용품","계","2018_6","271934","2018","6"
"1259","아동·유아용품","Online몰","2018_6","237845","2018","6"
"1260","아동·유아용품","On/Offline몰","2018_6","34089","2018","6"
"1261","음·식료품","계","2018_6","811245","2018","6"
"1262","음·식료품","Online몰","2018_6","515833","2018","6"
"1263","음·식료품","On/Offline몰","2018_6","295413","2018","6"
"1264","농축수산물","계","2018_6","214272","2018","6"
"1265","농축수산물","Online몰","2018_6","121562","2018","6"
"1266","농축수산물","On/Offline몰","2018_6","92710","2018","6"
"1267","생활용품","계","2018_6","687897","2018","6"
"1268","생활용품","Online몰","2018_6","536943","2018","6"
"1269","생활용품","On/Offline몰","2018_6","150955","2018","6"
"1270","자동차 및 자동차용품","계","2018_6","81252","2018","6"
"1271","자동차 및 자동차용품","Online몰","2018_6","75344","2018","6"
"1272","자동차 및 자동차용품","On/Offline몰","2018_6","5908","2018","6"
"1273","가구","계","2018_6","243327","2018","6"
"1274","가구","Online몰","2018_6","169644","2018","6"
"1275","가구","On/Offline몰","2018_6","73684","2018","6"
"1276","애완용품","계","2018_6","75126","2018","6"
"1277","애완용품","Online몰","2018_6","70457","2018","6"
"1278","애완용품","On/Offline몰","2018_6","4669","2018","6"
"1279","여행 및 교통서비스","계","2018_6","1413924","2018","6"
"1280","여행 및 교통서비스","Online몰","2018_6","631698","2018","6"
"1281","여행 및 교통서비스","On/Offline몰","2018_6","782226","2018","6"
"1282","문화 및 레저서비스","계","2018_6","169621","2018","6"
"1283","문화 및 레저서비스","Online몰","2018_6","108088","2018","6"
"1284","문화 및 레저서비스","On/Offline몰","2018_6","61533","2018","6"
"1285","e쿠폰서비스","계","2018_6","165691","2018","6"
"1286","e쿠폰서비스","Online몰","2018_6","159435","2018","6"
"1287","e쿠폰서비스","On/Offline몰","2018_6","6256","2018","6"
"1288","음식서비스","계","2018_6","413053","2018","6"
"1289","음식서비스","Online몰","2018_6","383805","2018","6"
"1290","음식서비스","On/Offline몰","2018_6","29248","2018","6"
"1291","기타서비스","계","2018_6","59336","2018","6"
"1292","기타서비스","Online몰","2018_6","35324","2018","6"
"1293","기타서비스","On/Offline몰","2018_6","24013","2018","6"
"1294","기타","계","2018_6","200405","2018","6"
"1295","기타","Online몰","2018_6","171704","2018","6"
"1296","기타","On/Offline몰","2018_6","28702","2018","6"
"1297","합계","계","2018_7","9653420","2018","7"
"1298","합계","Online몰","2018_7","6481320","2018","7"
"1299","합계","On/Offline몰","2018_7","3172100","2018","7"
"1300","컴퓨터 및 주변기기","계","2018_7","404250","2018","7"
"1301","컴퓨터 및 주변기기","Online몰","2018_7","326899","2018","7"
"1302","컴퓨터 및 주변기기","On/Offline몰","2018_7","77352","2018","7"
"1303","가전·전자·통신기기","계","2018_7","1188194","2018","7"
"1304","가전·전자·통신기기","Online몰","2018_7","929525","2018","7"
"1305","가전·전자·통신기기","On/Offline몰","2018_7","258669","2018","7"
"1306","서적","계","2018_7","148060","2018","7"
"1307","서적","Online몰","2018_7","46130","2018","7"
"1308","서적","On/Offline몰","2018_7","101930","2018","7"
"1309","사무·문구","계","2018_7","62526","2018","7"
"1310","사무·문구","Online몰","2018_7","49095","2018","7"
"1311","사무·문구","On/Offline몰","2018_7","13431","2018","7"
"1312","의복","계","2018_7","992332","2018","7"
"1313","의복","Online몰","2018_7","732933","2018","7"
"1314","의복","On/Offline몰","2018_7","259398","2018","7"
"1315","신발","계","2018_7","157952","2018","7"
"1316","신발","Online몰","2018_7","109649","2018","7"
"1317","신발","On/Offline몰","2018_7","48304","2018","7"
"1318","가방","계","2018_7","192018","2018","7"
"1319","가방","Online몰","2018_7","131431","2018","7"
"1320","가방","On/Offline몰","2018_7","60587","2018","7"
"1321","패션용품 및 액세서리","계","2018_7","209945","2018","7"
"1322","패션용품 및 액세서리","Online몰","2018_7","119536","2018","7"
"1323","패션용품 및 액세서리","On/Offline몰","2018_7","90410","2018","7"
"1324","스포츠·레저용품","계","2018_7","360361","2018","7"
"1325","스포츠·레저용품","Online몰","2018_7","305924","2018","7"
"1326","스포츠·레저용품","On/Offline몰","2018_7","54437","2018","7"
"1327","화장품","계","2018_7","778966","2018","7"
"1328","화장품","Online몰","2018_7","256462","2018","7"
"1329","화장품","On/Offline몰","2018_7","522504","2018","7"
"1330","아동·유아용품","계","2018_7","287390","2018","7"
"1331","아동·유아용품","Online몰","2018_7","251168","2018","7"
"1332","아동·유아용품","On/Offline몰","2018_7","36223","2018","7"
"1333","음·식료품","계","2018_7","866906","2018","7"
"1334","음·식료품","Online몰","2018_7","560335","2018","7"
"1335","음·식료품","On/Offline몰","2018_7","306571","2018","7"
"1336","농축수산물","계","2018_7","224230","2018","7"
"1337","농축수산물","Online몰","2018_7","130152","2018","7"
"1338","농축수산물","On/Offline몰","2018_7","94078","2018","7"
"1339","생활용품","계","2018_7","740180","2018","7"
"1340","생활용품","Online몰","2018_7","575266","2018","7"
"1341","생활용품","On/Offline몰","2018_7","164914","2018","7"
"1342","자동차 및 자동차용품","계","2018_7","91030","2018","7"
"1343","자동차 및 자동차용품","Online몰","2018_7","84817","2018","7"
"1344","자동차 및 자동차용품","On/Offline몰","2018_7","6213","2018","7"
"1345","가구","계","2018_7","247840","2018","7"
"1346","가구","Online몰","2018_7","174299","2018","7"
"1347","가구","On/Offline몰","2018_7","73541","2018","7"
"1348","애완용품","계","2018_7","75847","2018","7"
"1349","애완용품","Online몰","2018_7","71014","2018","7"
"1350","애완용품","On/Offline몰","2018_7","4834","2018","7"
"1351","여행 및 교통서비스","계","2018_7","1568131","2018","7"
"1352","여행 및 교통서비스","Online몰","2018_7","737858","2018","7"
"1353","여행 및 교통서비스","On/Offline몰","2018_7","830274","2018","7"
"1354","문화 및 레저서비스","계","2018_7","164228","2018","7"
"1355","문화 및 레저서비스","Online몰","2018_7","86333","2018","7"
"1356","문화 및 레저서비스","On/Offline몰","2018_7","77895","2018","7"
"1357","e쿠폰서비스","계","2018_7","171906","2018","7"
"1358","e쿠폰서비스","Online몰","2018_7","168883","2018","7"
"1359","e쿠폰서비스","On/Offline몰","2018_7","3023","2018","7"
"1360","음식서비스","계","2018_7","456927","2018","7"
"1361","음식서비스","Online몰","2018_7","425533","2018","7"
"1362","음식서비스","On/Offline몰","2018_7","31394","2018","7"
"1363","기타서비스","계","2018_7","62419","2018","7"
"1364","기타서비스","Online몰","2018_7","36118","2018","7"
"1365","기타서비스","On/Offline몰","2018_7","26301","2018","7"
"1366","기타","계","2018_7","201779","2018","7"
"1367","기타","Online몰","2018_7","171961","2018","7"
"1368","기타","On/Offline몰","2018_7","29818","2018","7"
"1369","합계","계","2018_8","9270381","2018","8"
"1370","합계","Online몰","2018_8","6093461","2018","8"
"1371","합계","On/Offline몰","2018_8","3176920","2018","8"
"1372","컴퓨터 및 주변기기","계","2018_8","418905","2018","8"
"1373","컴퓨터 및 주변기기","Online몰","2018_8","332120","2018","8"
"1374","컴퓨터 및 주변기기","On/Offline몰","2018_8","86785","2018","8"
"1375","가전·전자·통신기기","계","2018_8","960593","2018","8"
"1376","가전·전자·통신기기","Online몰","2018_8","740216","2018","8"
"1377","가전·전자·통신기기","On/Offline몰","2018_8","220377","2018","8"
"1378","서적","계","2018_8","149224","2018","8"
"1379","서적","Online몰","2018_8","51192","2018","8"
"1380","서적","On/Offline몰","2018_8","98032","2018","8"
"1381","사무·문구","계","2018_8","62271","2018","8"
"1382","사무·문구","Online몰","2018_8","47727","2018","8"
"1383","사무·문구","On/Offline몰","2018_8","14543","2018","8"
"1384","의복","계","2018_8","828362","2018","8"
"1385","의복","Online몰","2018_8","600642","2018","8"
"1386","의복","On/Offline몰","2018_8","227720","2018","8"
"1387","신발","계","2018_8","125953","2018","8"
"1388","신발","Online몰","2018_8","82751","2018","8"
"1389","신발","On/Offline몰","2018_8","43202","2018","8"
"1390","가방","계","2018_8","180739","2018","8"
"1391","가방","Online몰","2018_8","123787","2018","8"
"1392","가방","On/Offline몰","2018_8","56952","2018","8"
"1393","패션용품 및 액세서리","계","2018_8","194350","2018","8"
"1394","패션용품 및 액세서리","Online몰","2018_8","104436","2018","8"
"1395","패션용품 및 액세서리","On/Offline몰","2018_8","89914","2018","8"
"1396","스포츠·레저용품","계","2018_8","300229","2018","8"
"1397","스포츠·레저용품","Online몰","2018_8","250025","2018","8"
"1398","스포츠·레저용품","On/Offline몰","2018_8","50204","2018","8"
"1399","화장품","계","2018_8","801984","2018","8"
"1400","화장품","Online몰","2018_8","253105","2018","8"
"1401","화장품","On/Offline몰","2018_8","548879","2018","8"
"1402","아동·유아용품","계","2018_8","275805","2018","8"
"1403","아동·유아용품","Online몰","2018_8","238654","2018","8"
