"","상품군별","운영형태별","년월","매출액","년도","월"
"1702","자동차 및 자동차용품","계","2018_12","94668","2018","12"
"1703","자동차 및 자동차용품","Online몰","2018_12","86266","2018","12"
"1704","자동차 및 자동차용품","On/Offline몰","2018_12","8402","2018","12"
"1705","가구","계","2018_12","280075","2018","12"
"1706","가구","Online몰","2018_12","201937","2018","12"
"1707","가구","On/Offline몰","2018_12","78138","2018","12"
"1708","애완용품","계","2018_12","68077","2018","12"
"1709","애완용품","Online몰","2018_12","63289","2018","12"
"1710","애완용품","On/Offline몰","2018_12","4788","2018","12"
"1711","여행 및 교통서비스","계","2018_12","1396719","2018","12"
"1712","여행 및 교통서비스","Online몰","2018_12","579779","2018","12"
"1713","여행 및 교통서비스","On/Offline몰","2018_12","816940","2018","12"
"1714","문화 및 레저서비스","계","2018_12","196749","2018","12"
"1715","문화 및 레저서비스","Online몰","2018_12","110089","2018","12"
"1716","문화 및 레저서비스","On/Offline몰","2018_12","86660","2018","12"
"1717","e쿠폰서비스","계","2018_12","267753","2018","12"
"1718","e쿠폰서비스","Online몰","2018_12","265231","2018","12"
"1719","e쿠폰서비스","On/Offline몰","2018_12","2522","2018","12"
"1720","음식서비스","계","2018_12","630349","2018","12"
"1721","음식서비스","Online몰","2018_12","592989","2018","12"
"1722","음식서비스","On/Offline몰","2018_12","37360","2018","12"
"1723","기타서비스","계","2018_12","78190","2018","12"
"1724","기타서비스","Online몰","2018_12","50929","2018","12"
"1725","기타서비스","On/Offline몰","2018_12","27261","2018","12"
"1726","기타","계","2018_12","313984","2018","12"
"1727","기타","Online몰","2018_12","279975","2018","12"
"1728","기타","On/Offline몰","2018_12","34009","2018","12"
"1729","합계","계","2019_1","10722987","2019","1"
"1730","합계","Online몰","2019_1","7031694","2019","1"
"1731","합계","On/Offline몰","2019_1","3691293","2019","1"
"1732","컴퓨터 및 주변기기","계","2019_1","558184","2019","1"
"1733","컴퓨터 및 주변기기","Online몰","2019_1","434184","2019","1"
"1734","컴퓨터 및 주변기기","On/Offline몰","2019_1","124000","2019","1"
"1735","가전·전자·통신기기","계","2019_1","1074831","2019","1"
"1736","가전·전자·통신기기","Online몰","2019_1","815497","2019","1"
"1737","가전·전자·통신기기","On/Offline몰","2019_1","259333","2019","1"
"1738","서적","계","2019_1","175198","2019","1"
"1739","서적","Online몰","2019_1","61006","2019","1"
"1740","서적","On/Offline몰","2019_1","114192","2019","1"
"1741","사무·문구","계","2019_1","81304","2019","1"
"1742","사무·문구","Online몰","2019_1","62910","2019","1"
"1743","사무·문구","On/Offline몰","2019_1","18393","2019","1"
"1744","의복","계","2019_1","1083231","2019","1"
"1745","의복","Online몰","2019_1","713306","2019","1"
"1746","의복","On/Offline몰","2019_1","369925","2019","1"
"1747","신발","계","2019_1","142026","2019","1"
"1748","신발","Online몰","2019_1","92636","2019","1"
"1749","신발","On/Offline몰","2019_1","49389","2019","1"
"1750","가방","계","2019_1","197542","2019","1"
"1751","가방","Online몰","2019_1","132091","2019","1"
"1752","가방","On/Offline몰","2019_1","65451","2019","1"
"1753","패션용품 및 액세서리","계","2019_1","189295","2019","1"
"1754","패션용품 및 액세서리","Online몰","2019_1","100986","2019","1"
"1755","패션용품 및 액세서리","On/Offline몰","2019_1","88310","2019","1"
"1756","스포츠·레저용품","계","2019_1","270178","2019","1"
"1757","스포츠·레저용품","Online몰","2019_1","222862","2019","1"
"1758","스포츠·레저용품","On/Offline몰","2019_1","47316","2019","1"
"1759","화장품","계","2019_1","898316","2019","1"
"1760","화장품","Online몰","2019_1","310947","2019","1"
"1761","화장품","On/Offline몰","2019_1","587369","2019","1"
"1762","아동·유아용품","계","2019_1","308962","2019","1"
"1763","아동·유아용품","Online몰","2019_1","261522","2019","1"
"1764","아동·유아용품","On/Offline몰","2019_1","47440","2019","1"
"1765","음·식료품","계","2019_1","1197086","2019","1"
"1766","음·식료품","Online몰","2019_1","801818","2019","1"
"1767","음·식료품","On/Offline몰","2019_1","395268","2019","1"
"1768","농축수산물","계","2019_1","395904","2019","1"
"1769","농축수산물","Online몰","2019_1","232819","2019","1"
"1770","농축수산물","On/Offline몰","2019_1","163085","2019","1"
"1771","생활용품","계","2019_1","812097","2019","1"
"1772","생활용품","Online몰","2019_1","626797","2019","1"
"1773","생활용품","On/Offline몰","2019_1","185299","2019","1"
"1774","자동차 및 자동차용품","계","2019_1","95625","2019","1"
"1775","자동차 및 자동차용품","Online몰","2019_1","89715","2019","1"
"1776","자동차 및 자동차용품","On/Offline몰","2019_1","5910","2019","1"
"1777","가구","계","2019_1","279933","2019","1"
"1778","가구","Online몰","2019_1","204660","2019","1"
"1779","가구","On/Offline몰","2019_1","75273","2019","1"
"1780","애완용품","계","2019_1","71584","2019","1"
"1781","애완용품","Online몰","2019_1","66567","2019","1"
"1782","애완용품","On/Offline몰","2019_1","5017","2019","1"
"1783","여행 및 교통서비스","계","2019_1","1506113","2019","1"
"1784","여행 및 교통서비스","Online몰","2019_1","597649","2019","1"
"1785","여행 및 교통서비스","On/Offline몰","2019_1","908464","2019","1"
"1786","문화 및 레저서비스","계","2019_1","163249","2019","1"
"1787","문화 및 레저서비스","Online몰","2019_1","85382","2019","1"
"1788","문화 및 레저서비스","On/Offline몰","2019_1","77867","2019","1"
"1789","e쿠폰서비스","계","2019_1","236089","2019","1"
"1790","e쿠폰서비스","Online몰","2019_1","232803","2019","1"
"1791","e쿠폰서비스","On/Offline몰","2019_1","3286","2019","1"
"1792","음식서비스","계","2019_1","623920","2019","1"
"1793","음식서비스","Online몰","2019_1","587656","2019","1"
"1794","음식서비스","On/Offline몰","2019_1","36264","2019","1"
"1795","기타서비스","계","2019_1","80302","2019","1"
"1796","기타서비스","Online몰","2019_1","55876","2019","1"
"1797","기타서비스","On/Offline몰","2019_1","24426","2019","1"
"1798","기타","계","2019_1","282020","2019","1"
"1799","기타","Online몰","2019_1","242005","2019","1"
"1800","기타","On/Offline몰","2019_1","40015","2019","1"
"1801","합계","계","2019_2","9607307","2019","2"
"1802","합계","Online몰","2019_2","6312740","2019","2"
"1803","합계","On/Offline몰","2019_2","3294567","2019","2"
"1804","컴퓨터 및 주변기기","계","2019_2","540004","2019","2"
"1805","컴퓨터 및 주변기기","Online몰","2019_2","425513","2019","2"
"1806","컴퓨터 및 주변기기","On/Offline몰","2019_2","114491","2019","2"
"1807","가전·전자·통신기기","계","2019_2","1004697","2019","2"
"1808","가전·전자·통신기기","Online몰","2019_2","777509","2019","2"
"1809","가전·전자·통신기기","On/Offline몰","2019_2","227188","2019","2"
"1810","서적","계","2019_2","155592","2019","2"
"1811","서적","Online몰","2019_2","56830","2019","2"
"1812","서적","On/Offline몰","2019_2","98762","2019","2"
"1813","사무·문구","계","2019_2","72566","2019","2"
"1814","사무·문구","Online몰","2019_2","55921","2019","2"
"1815","사무·문구","On/Offline몰","2019_2","16645","2019","2"
"1816","의복","계","2019_2","941522","2019","2"
"1817","의복","Online몰","2019_2","612760","2019","2"
"1818","의복","On/Offline몰","2019_2","328762","2019","2"
"1819","신발","계","2019_2","139552","2019","2"
"1820","신발","Online몰","2019_2","92828","2019","2"
"1821","신발","On/Offline몰","2019_2","46724","2019","2"
"1822","가방","계","2019_2","206771","2019","2"
"1823","가방","Online몰","2019_2","139085","2019","2"
"1824","가방","On/Offline몰","2019_2","67686","2019","2"
"1825","패션용품 및 액세서리","계","2019_2","183018","2019","2"
"1826","패션용품 및 액세서리","Online몰","2019_2","90280","2019","2"
"1827","패션용품 및 액세서리","On/Offline몰","2019_2","92737","2019","2"
"1828","스포츠·레저용품","계","2019_2","247512","2019","2"
"1829","스포츠·레저용품","Online몰","2019_2","203903","2019","2"
"1830","스포츠·레저용품","On/Offline몰","2019_2","43609","2019","2"
"1831","화장품","계","2019_2","861069","2019","2"
"1832","화장품","Online몰","2019_2","273097","2019","2"
"1833","화장품","On/Offline몰","2019_2","587971","2019","2"
"1834","아동·유아용품","계","2019_2","282611","2019","2"
"1835","아동·유아용품","Online몰","2019_2","241037","2019","2"
"1836","아동·유아용품","On/Offline몰","2019_2","41574","2019","2"
"1837","음·식료품","계","2019_2","867779","2019","2"
"1838","음·식료품","Online몰","2019_2","580801","2019","2"
"1839","음·식료품","On/Offline몰","2019_2","286978","2019","2"
"1840","농축수산물","계","2019_2","221292","2019","2"
"1841","농축수산물","Online몰","2019_2","134933","2019","2"
"1842","농축수산물","On/Offline몰","2019_2","86359","2019","2"
"1843","생활용품","계","2019_2","740664","2019","2"
"1844","생활용품","Online몰","2019_2","559493","2019","2"
"1845","생활용품","On/Offline몰","2019_2","181171","2019","2"
"1846","자동차 및 자동차용품","계","2019_2","78913","2019","2"
"1847","자동차 및 자동차용품","Online몰","2019_2","73389","2019","2"
"1848","자동차 및 자동차용품","On/Offline몰","2019_2","5524","2019","2"
"1849","가구","계","2019_2","269714","2019","2"
"1850","가구","Online몰","2019_2","202400","2019","2"
"1851","가구","On/Offline몰","2019_2","67315","2019","2"
"1852","애완용품","계","2019_2","63859","2019","2"
"1853","애완용품","Online몰","2019_2","58565","2019","2"
"1854","애완용품","On/Offline몰","2019_2","5293","2019","2"
"1855","여행 및 교통서비스","계","2019_2","1381332","2019","2"
"1856","여행 및 교통서비스","Online몰","2019_2","562649","2019","2"
"1857","여행 및 교통서비스","On/Offline몰","2019_2","818683","2019","2"
"1858","문화 및 레저서비스","계","2019_2","174886","2019","2"
"1859","문화 및 레저서비스","Online몰","2019_2","77385","2019","2"
"1860","문화 및 레저서비스","On/Offline몰","2019_2","97501","2019","2"
"1861","e쿠폰서비스","계","2019_2","230314","2019","2"
"1862","e쿠폰서비스","Online몰","2019_2","228349","2019","2"
"1863","e쿠폰서비스","On/Offline몰","2019_2","1965","2019","2"
"1864","음식서비스","계","2019_2","616842","2019","2"
"1865","음식서비스","Online몰","2019_2","584938","2019","2"
"1866","음식서비스","On/Offline몰","2019_2","31904","2019","2"
"1867","기타서비스","계","2019_2","59239","2019","2"
"1868","기타서비스","Online몰","2019_2","38802","2019","2"
"1869","기타서비스","On/Offline몰","2019_2","20438","2019","2"
"1870","기타","계","2019_2","267559","2019","2"
"1871","기타","Online몰","2019_2","242274","2019","2"
"1872","기타","On/Offline몰","2019_2","25285","2019","2"
"1873","합계","계","2019_3","11259178","2019","3"
"1874","합계","Online몰","2019_3","7480854","2019","3"
"1875","합계","On/Offline몰","2019_3","3778325","2019","3"
"1876","컴퓨터 및 주변기기","계","2019_3","530200","2019","3"
"1877","컴퓨터 및 주변기기","Online몰","2019_3","416954","2019","3"
"1878","컴퓨터 및 주변기기","On/Offline몰","2019_3","113246","2019","3"
"1879","가전·전자·통신기기","계","2019_3","1343708","2019","3"
"1880","가전·전자·통신기기","Online몰","2019_3","1020167","2019","3"
"1881","가전·전자·통신기기","On/Offline몰","2019_3","323541","2019","3"
"1882","서적","계","2019_3","198536","2019","3"
"1883","서적","Online몰","2019_3","64719","2019","3"
"1884","서적","On/Offline몰","2019_3","133817","2019","3"
"1885","사무·문구","계","2019_3","83207","2019","3"
"1886","사무·문구","Online몰","2019_3","66139","2019","3"
"1887","사무·문구","On/Offline몰","2019_3","17067","2019","3"
"1888","의복","계","2019_3","1237582","2019","3"
"1889","의복","Online몰","2019_3","796183","2019","3"
"1890","의복","On/Offline몰","2019_3","441400","2019","3"
"1891","신발","계","2019_3","183252","2019","3"
"1892","신발","Online몰","2019_3","125874","2019","3"
"1893","신발","On/Offline몰","2019_3","57378","2019","3"
"1894","가방","계","2019_3","224954","2019","3"
"1895","가방","Online몰","2019_3","154703","2019","3"
"1896","가방","On/Offline몰","2019_3","70251","2019","3"
"1897","패션용품 및 액세서리","계","2019_3","208883","2019","3"
"1898","패션용품 및 액세서리","Online몰","2019_3","108554","2019","3"
"1899","패션용품 및 액세서리","On/Offline몰","2019_3","100329","2019","3"
"1900","스포츠·레저용품","계","2019_3","326128","2019","3"
"1901","스포츠·레저용품","Online몰","2019_3","273262","2019","3"
"1902","스포츠·레저용품","On/Offline몰","2019_3","52866","2019","3"
"1903","화장품","계","2019_3","1023636","2019","3"
"1904","화장품","Online몰","2019_3","298599","2019","3"
"1905","화장품","On/Offline몰","2019_3","725037","2019","3"
"1906","아동·유아용품","계","2019_3","333602","2019","3"
"1907","아동·유아용품","Online몰","2019_3","288753","2019","3"
"1908","아동·유아용품","On/Offline몰","2019_3","44850","2019","3"
"1909","음·식료품","계","2019_3","1026995","2019","3"
"1910","음·식료품","Online몰","2019_3","693392","2019","3"
"1911","음·식료품","On/Offline몰","2019_3","333603","2019","3"
"1912","농축수산물","계","2019_3","265904","2019","3"
"1913","농축수산물","Online몰","2019_3","156942","2019","3"
"1914","농축수산물","On/Offline몰","2019_3","108962","2019","3"
"1915","생활용품","계","2019_3","847601","2019","3"
"1916","생활용품","Online몰","2019_3","667167","2019","3"
"1917","생활용품","On/Offline몰","2019_3","180434","2019","3"
"1918","자동차 및 자동차용품","계","2019_3","105998","2019","3"
"1919","자동차 및 자동차용품","Online몰","2019_3","95897","2019","3"
"1920","자동차 및 자동차용품","On/Offline몰","2019_3","10101","2019","3"
"1921","가구","계","2019_3","305141","2019","3"
"1922","가구","Online몰","2019_3","229595","2019","3"
"1923","가구","On/Offline몰","2019_3","75545","2019","3"
"1924","애완용품","계","2019_3","71619","2019","3"
"1925","애완용품","Online몰","2019_3","66076","2019","3"
"1926","애완용품","On/Offline몰","2019_3","5543","2019","3"
"1927","여행 및 교통서비스","계","2019_3","1345140","2019","3"
"1928","여행 및 교통서비스","Online몰","2019_3","534018","2019","3"
"1929","여행 및 교통서비스","On/Offline몰","2019_3","811122","2019","3"
"1930","문화 및 레저서비스","계","2019_3","181135","2019","3"
"1931","문화 및 레저서비스","Online몰","2019_3","113274","2019","3"
"1932","문화 및 레저서비스","On/Offline몰","2019_3","67861","2019","3"
"1933","e쿠폰서비스","계","2019_3","253530","2019","3"
"1934","e쿠폰서비스","Online몰","2019_3","251343","2019","3"
"1935","e쿠폰서비스","On/Offline몰","2019_3","2187","2019","3"
"1936","음식서비스","계","2019_3","712110","2019","3"
"1937","음식서비스","Online몰","2019_3","664528","2019","3"
"1938","음식서비스","On/Offline몰","2019_3","47582","2019","3"
"1939","기타서비스","계","2019_3","63577","2019","3"
"1940","기타서비스","Online몰","2019_3","38076","2019","3"
"1941","기타서비스","On/Offline몰","2019_3","25500","2019","3"
"1942","기타","계","2019_3","386739","2019","3"
"1943","기타","Online몰","2019_3","356637","2019","3"
"1944","기타","On/Offline몰","2019_3","30102","2019","3"
"1945","합계","계","2019_4","10671636","2019","4"
"1946","합계","Online몰","2019_4","7088095","2019","4"
"1947","합계","On/Offline몰","2019_4","3583541","2019","4"
"1948","컴퓨터 및 주변기기","계","2019_4","466943","2019","4"
"1949","컴퓨터 및 주변기기","Online몰","2019_4","359450","2019","4"
"1950","컴퓨터 및 주변기기","On/Offline몰","2019_4","107494","2019","4"
"1951","가전·전자·통신기기","계","2019_4","1157347","2019","4"
"1952","가전·전자·통신기기","Online몰","2019_4","872620","2019","4"
"1953","가전·전자·통신기기","On/Offline몰","2019_4","284727","2019","4"
"1954","서적","계","2019_4","148837","2019","4"
"1955","서적","Online몰","2019_4","51598","2019","4"
"1956","서적","On/Offline몰","2019_4","97239","2019","4"
"1957","사무·문구","계","2019_4","82392","2019","4"
"1958","사무·문구","Online몰","2019_4","64451","2019","4"
"1959","사무·문구","On/Offline몰","2019_4","17941","2019","4"
"1960","의복","계","2019_4","1195036","2019","4"
"1961","의복","Online몰","2019_4","771924","2019","4"
"1962","의복","On/Offline몰","2019_4","423111","2019","4"
"1963","신발","계","2019_4","181411","2019","4"
"1964","신발","Online몰","2019_4","123485","2019","4"
"1965","신발","On/Offline몰","2019_4","57926","2019","4"
"1966","가방","계","2019_4","213655","2019","4"
"1967","가방","Online몰","2019_4","148691","2019","4"
"1968","가방","On/Offline몰","2019_4","64965","2019","4"
"1969","패션용품 및 액세서리","계","2019_4","210923","2019","4"
"1970","패션용품 및 액세서리","Online몰","2019_4","113203","2019","4"
"1971","패션용품 및 액세서리","On/Offline몰","2019_4","97720","2019","4"
"1972","스포츠·레저용품","계","2019_4","354460","2019","4"
"1973","스포츠·레저용품","Online몰","2019_4","298376","2019","4"
"1974","스포츠·레저용품","On/Offline몰","2019_4","56084","2019","4"
"1975","화장품","계","2019_4","961714","2019","4"
"1976","화장품","Online몰","2019_4","301515","2019","4"
"1977","화장품","On/Offline몰","2019_4","660198","2019","4"
"1978","아동·유아용품","계","2019_4","350290","2019","4"
"1979","아동·유아용품","Online몰","2019_4","305483","2019","4"
"1980","아동·유아용품","On/Offline몰","2019_4","44807","2019","4"
"1981","음·식료품","계","2019_4","1059837","2019","4"
"1982","음·식료품","Online몰","2019_4","716594","2019","4"
"1983","음·식료품","On/Offline몰","2019_4","343243","2019","4"
"1984","농축수산물","계","2019_4","271458","2019","4"
"1985","농축수산물","Online몰","2019_4","164519","2019","4"
"1986","농축수산물","On/Offline몰","2019_4","106939","2019","4"
"1987","생활용품","계","2019_4","800554","2019","4"
"1988","생활용품","Online몰","2019_4","638116","2019","4"
"1989","생활용품","On/Offline몰","2019_4","162439","2019","4"
"1990","자동차 및 자동차용품","계","2019_4","96346","2019","4"
"1991","자동차 및 자동차용품","Online몰","2019_4","91268","2019","4"
"1992","자동차 및 자동차용품","On/Offline몰","2019_4","5078","2019","4"
"1993","가구","계","2019_4","283592","2019","4"
"1994","가구","Online몰","2019_4","212839","2019","4"
"1995","가구","On/Offline몰","2019_4","70753","2019","4"
"1996","애완용품","계","2019_4","74272","2019","4"
"1997","애완용품","Online몰","2019_4","68764","2019","4"
"1998","애완용품","On/Offline몰","2019_4","5508","2019","4"
"1999","여행 및 교통서비스","계","2019_4","1359831","2019","4"
"2000","여행 및 교통서비스","Online몰","2019_4","550916","2019","4"
"2001","여행 및 교통서비스","On/Offline몰","2019_4","808915","2019","4"
"2002","문화 및 레저서비스","계","2019_4","179770","2019","4"
"2003","문화 및 레저서비스","Online몰","2019_4","101658","2019","4"
"2004","문화 및 레저서비스","On/Offline몰","2019_4","78113","2019","4"
"2005","e쿠폰서비스","계","2019_4","222461","2019","4"
"2006","e쿠폰서비스","Online몰","2019_4","220570","2019","4"
"2007","e쿠폰서비스","On/Offline몰","2019_4","1891","2019","4"
"2008","음식서비스","계","2019_4","687613","2019","4"
"2009","음식서비스","Online몰","2019_4","656805","2019","4"
"2010","음식서비스","On/Offline몰","2019_4","30809","2019","4"
"2011","기타서비스","계","2019_4","62386","2019","4"
"2012","기타서비스","Online몰","2019_4","36711","2019","4"
"2013","기타서비스","On/Offline몰","2019_4","25674","2019","4"
"2014","기타","계","2019_4","250508","2019","4"
"2015","기타","Online몰","2019_4","218541","2019","4"
"2016","기타","On/Offline몰","2019_4","31967","2019","4"
"2017","합계","계","2019_5","11253413","2019","5"
"2018","합계","Online몰","2019_5","7625718","2019","5"
"2019","합계","On/Offline몰","2019_5","3627695","2019","5"
"2020","컴퓨터 및 주변기기","계","2019_5","437182","2019","5"
"2021","컴퓨터 및 주변기기","Online몰","2019_5","349242","2019","5"
"2022","컴퓨터 및 주변기기","On/Offline몰","2019_5","87940","2019","5"
"2023","가전·전자·통신기기","계","2019_5","1315707","2019","5"
"2024","가전·전자·통신기기","Online몰","2019_5","1010222","2019","5"
"2025","가전·전자·통신기기","On/Offline몰","2019_5","305485","2019","5"
"2026","서적","계","2019_5","134142","2019","5"
"2027","서적","Online몰","2019_5","50590","2019","5"
"2028","서적","On/Offline몰","2019_5","83552","2019","5"
"2029","사무·문구","계","2019_5","73423","2019","5"
"2030","사무·문구","Online몰","2019_5","57129","2019","5"
"2031","사무·문구","On/Offline몰","2019_5","16294","2019","5"
"2032","의복","계","2019_5","1258478","2019","5"
"2033","의복","Online몰","2019_5","835746","2019","5"
"2034","의복","On/Offline몰","2019_5","422732","2019","5"
"2035","신발","계","2019_5","194146","2019","5"
"2036","신발","Online몰","2019_5","136745","2019","5"
"2037","신발","On/Offline몰","2019_5","57401","2019","5"
"2038","가방","계","2019_5","220088","2019","5"
"2039","가방","Online몰","2019_5","152852","2019","5"
"2040","가방","On/Offline몰","2019_5","67237","2019","5"
"2041","패션용품 및 액세서리","계","2019_5","231013","2019","5"
"2042","패션용품 및 액세서리","Online몰","2019_5","126760","2019","5"
"2043","패션용품 및 액세서리","On/Offline몰","2019_5","104253","2019","5"
"2044","스포츠·레저용품","계","2019_5","401866","2019","5"
"2045","스포츠·레저용품","Online몰","2019_5","339410","2019","5"
"2046","스포츠·레저용품","On/Offline몰","2019_5","62457","2019","5"
"2047","화장품","계","2019_5","989219","2019","5"
"2048","화장품","Online몰","2019_5","308665","2019","5"
"2049","화장품","On/Offline몰","2019_5","680554","2019","5"
"2050","아동·유아용품","계","2019_5","342947","2019","5"
"2051","아동·유아용품","Online몰","2019_5","301063","2019","5"
"2052","아동·유아용품","On/Offline몰","2019_5","41883","2019","5"
"2053","음·식료품","계","2019_5","1108562","2019","5"
"2054","음·식료품","Online몰","2019_5","754382","2019","5"
"2055","음·식료품","On/Offline몰","2019_5","354180","2019","5"
"2056","농축수산물","계","2019_5","269992","2019","5"
"2057","농축수산물","Online몰","2019_5","163589","2019","5"
"2058","농축수산물","On/Offline몰","2019_5","106403","2019","5"
"2059","생활용품","계","2019_5","841121","2019","5"
"2060","생활용품","Online몰","2019_5","678197","2019","5"
"2061","생활용품","On/Offline몰","2019_5","162924","2019","5"
"2062","자동차 및 자동차용품","계","2019_5","105237","2019","5"
"2063","자동차 및 자동차용품","Online몰","2019_5","96325","2019","5"
"2064","자동차 및 자동차용품","On/Offline몰","2019_5","8912","2019","5"
"2065","가구","계","2019_5","284614","2019","5"
"2066","가구","Online몰","2019_5","217143","2019","5"
"2067","가구","On/Offline몰","2019_5","67471","2019","5"
"2068","애완용품","계","2019_5","75834","2019","5"
"2069","애완용품","Online몰","2019_5","70347","2019","5"
"2070","애완용품","On/Offline몰","2019_5","5486","2019","5"
"2071","여행 및 교통서비스","계","2019_5","1452693","2019","5"
"2072","여행 및 교통서비스","Online몰","2019_5","627839","2019","5"
"2073","여행 및 교통서비스","On/Offline몰","2019_5","824854","2019","5"
"2074","문화 및 레저서비스","계","2019_5","174178","2019","5"
"2075","문화 및 레저서비스","Online몰","2019_5","101167","2019","5"
"2076","문화 및 레저서비스","On/Offline몰","2019_5","73011","2019","5"
"2077","e쿠폰서비스","계","2019_5","271802","2019","5"
"2078","e쿠폰서비스","Online몰","2019_5","267852","2019","5"
"2079","e쿠폰서비스","On/Offline몰","2019_5","3950","2019","5"
"2080","음식서비스","계","2019_5","743966","2019","5"
"2081","음식서비스","Online몰","2019_5","710904","2019","5"
"2082","음식서비스","On/Offline몰","2019_5","33062","2019","5"
"2083","기타서비스","계","2019_5","75738","2019","5"
"2084","기타서비스","Online몰","2019_5","45607","2019","5"
"2085","기타서비스","On/Offline몰","2019_5","30131","2019","5"
"2086","기타","계","2019_5","251465","2019","5"
"2087","기타","Online몰","2019_5","223941","2019","5"
"2088","기타","On/Offline몰","2019_5","27524","2019","5"
"2089","합계","계","2019_6","10604209","2019","6"
"2090","합계","Online몰","2019_6","7126640","2019","6"
"2091","합계","On/Offline몰","2019_6","3477569","2019","6"
"2092","컴퓨터 및 주변기기","계","2019_6","386397","2019","6"
"2093","컴퓨터 및 주변기기","Online몰","2019_6","293049","2019","6"
"2094","컴퓨터 및 주변기기","On/Offline몰","2019_6","93348","2019","6"
"2095","가전·전자·통신기기","계","2019_6","1207535","2019","6"
"2096","가전·전자·통신기기","Online몰","2019_6","954464","2019","6"
"2097","가전·전자·통신기기","On/Offline몰","2019_6","253072","2019","6"
"2098","서적","계","2019_6","123125","2019","6"
"2099","서적","Online몰","2019_6","41711","2019","6"
"2100","서적","On/Offline몰","2019_6","81414","2019","6"
"2101","사무·문구","계","2019_6","64636","2019","6"
"2102","사무·문구","Online몰","2019_6","50328","2019","6"
"2103","사무·문구","On/Offline몰","2019_6","14307","2019","6"
"2104","의복","계","2019_6","1104651","2019","6"
"2105","의복","Online몰","2019_6","738814","2019","6"
"2106","의복","On/Offline몰","2019_6","365837","2019","6"
"2107","신발","계","2019_6","183306","2019","6"
"2108","신발","Online몰","2019_6","128610","2019","6"
"2109","신발","On/Offline몰","2019_6","54696","2019","6"
"2110","가방","계","2019_6","205683","2019","6"
"2111","가방","Online몰","2019_6","142669","2019","6"
"2112","가방","On/Offline몰","2019_6","63014","2019","6"
"2113","패션용품 및 액세서리","계","2019_6","212587","2019","6"
"2114","패션용품 및 액세서리","Online몰","2019_6","115519","2019","6"
"2115","패션용품 및 액세서리","On/Offline몰","2019_6","97069","2019","6"
"2116","스포츠·레저용품","계","2019_6","357467","2019","6"
"2117","스포츠·레저용품","Online몰","2019_6","304628","2019","6"
"2118","스포츠·레저용품","On/Offline몰","2019_6","52838","2019","6"
"2119","화장품","계","2019_6","943868","2019","6"
"2120","화장품","Online몰","2019_6","277767","2019","6"
"2121","화장품","On/Offline몰","2019_6","666100","2019","6"
"2122","아동·유아용품","계","2019_6","300768","2019","6"
"2123","아동·유아용품","Online몰","2019_6","264692","2019","6"
"2124","아동·유아용품","On/Offline몰","2019_6","36076","2019","6"
"2125","음·식료품","계","2019_6","1041017","2019","6"
"2126","음·식료품","Online몰","2019_6","701266","2019","6"
"2127","음·식료품","On/Offline몰","2019_6","339751","2019","6"
"2128","농축수산물","계","2019_6","256778","2019","6"
"2129","농축수산물","Online몰","2019_6","155939","2019","6"
"2130","농축수산물","On/Offline몰","2019_6","100839","2019","6"
"2131","생활용품","계","2019_6","792972","2019","6"
"2132","생활용품","Online몰","2019_6","629372","2019","6"
"2133","생활용품","On/Offline몰","2019_6","163600","2019","6"
"2134","자동차 및 자동차용품","계","2019_6","97677","2019","6"
"2135","자동차 및 자동차용품","Online몰","2019_6","88640","2019","6"
"2136","자동차 및 자동차용품","On/Offline몰","2019_6","9037","2019","6"
"2137","가구","계","2019_6","268513","2019","6"
"2138","가구","Online몰","2019_6","200422","2019","6"
"2139","가구","On/Offline몰","2019_6","68091","2019","6"
"2140","애완용품","계","2019_6","76382","2019","6"
"2141","애완용품","Online몰","2019_6","71067","2019","6"
"2142","애완용품","On/Offline몰","2019_6","5315","2019","6"
"2143","여행 및 교통서비스","계","2019_6","1441717","2019","6"
"2144","여행 및 교통서비스","Online몰","2019_6","627751","2019","6"
"2145","여행 및 교통서비스","On/Offline몰","2019_6","813966","2019","6"
"2146","문화 및 레저서비스","계","2019_6","225380","2019","6"
"2147","문화 및 레저서비스","Online몰","2019_6","115318","2019","6"
"2148","문화 및 레저서비스","On/Offline몰","2019_6","110062","2019","6"
"2149","e쿠폰서비스","계","2019_6","256486","2019","6"
"2150","e쿠폰서비스","Online몰","2019_6","252261","2019","6"
"2151","e쿠폰서비스","On/Offline몰","2019_6","4225","2019","6"
"2152","음식서비스","계","2019_6","775346","2019","6"
"2153","음식서비스","Online몰","2019_6","740043","2019","6"
"2154","음식서비스","On/Offline몰","2019_6","35303","2019","6"
"2155","기타서비스","계","2019_6","73099","2019","6"
"2156","기타서비스","Online몰","2019_6","47517","2019","6"
"2157","기타서비스","On/Offline몰","2019_6","25582","2019","6"
"2158","기타","계","2019_6","208820","2019","6"
"2159","기타","Online몰","2019_6","184792","2019","6"
"2160","기타","On/Offline몰","2019_6","24027","2019","6"
"2161","합계","계","2019_7","11197264","2019","7"
"2162","합계","Online몰","2019_7","7525453","2019","7"
"2163","합계","On/Offline몰","2019_7","3671810","2019","7"
"2164","컴퓨터 및 주변기기","계","2019_7","440060","2019","7"
"2165","컴퓨터 및 주변기기","Online몰","2019_7","351168","2019","7"
"2166","컴퓨터 및 주변기기","On/Offline몰","2019_7","88892","2019","7"
