"","상품군별","범위별","년월","매출액","년도","월"
"1830","스포츠·레저용품","전문몰","2018_11","53330","2018","11"
"1831","화장품","계","2018_11","911566","2018","11"
"1832","화장품","종합몰","2018_11","791074","2018","11"
"1833","화장품","전문몰","2018_11","120492","2018","11"
"1834","아동·유아용품","계","2018_11","310073","2018","11"
"1835","아동·유아용품","종합몰","2018_11","275256","2018","11"
"1836","아동·유아용품","전문몰","2018_11","34817","2018","11"
"1837","음·식료품","계","2018_11","927668","2018","11"
"1838","음·식료품","종합몰","2018_11","751072","2018","11"
"1839","음·식료품","전문몰","2018_11","176596","2018","11"
"1840","농축수산물","계","2018_11","256669","2018","11"
"1841","농축수산물","종합몰","2018_11","220090","2018","11"
"1842","농축수산물","전문몰","2018_11","36579","2018","11"
"1843","생활용품","계","2018_11","799848","2018","11"
"1844","생활용품","종합몰","2018_11","698959","2018","11"
"1845","생활용품","전문몰","2018_11","100889","2018","11"
"1846","자동차 및 자동차용품","계","2018_11","98099","2018","11"
"1847","자동차 및 자동차용품","종합몰","2018_11","85205","2018","11"
"1848","자동차 및 자동차용품","전문몰","2018_11","12894","2018","11"
"1849","가구","계","2018_11","295741","2018","11"
"1850","가구","종합몰","2018_11","258019","2018","11"
"1851","가구","전문몰","2018_11","37722","2018","11"
"1852","애완용품","계","2018_11","68301","2018","11"
"1853","애완용품","종합몰","2018_11","55778","2018","11"
"1854","애완용품","전문몰","2018_11","12523","2018","11"
"1855","여행 및 교통서비스","계","2018_11","1296434","2018","11"
"1856","여행 및 교통서비스","종합몰","2018_11","306125","2018","11"
"1857","여행 및 교통서비스","전문몰","2018_11","990309","2018","11"
"1858","문화 및 레저서비스","계","2018_11","187011","2018","11"
"1859","문화 및 레저서비스","종합몰","2018_11","112801","2018","11"
"1860","문화 및 레저서비스","전문몰","2018_11","74210","2018","11"
"1861","e쿠폰서비스","계","2018_11","239185","2018","11"
"1862","e쿠폰서비스","종합몰","2018_11","233031","2018","11"
"1863","e쿠폰서비스","전문몰","2018_11","6154","2018","11"
"1864","음식서비스","계","2018_11","510496","2018","11"
"1865","음식서비스","종합몰","2018_11","7167","2018","11"
"1866","음식서비스","전문몰","2018_11","503329","2018","11"
"1867","기타서비스","계","2018_11","75220","2018","11"
"1868","기타서비스","종합몰","2018_11","41534","2018","11"
"1869","기타서비스","전문몰","2018_11","33686","2018","11"
"1870","기타","계","2018_11","311896","2018","11"
"1871","기타","종합몰","2018_11","256917","2018","11"
"1872","기타","전문몰","2018_11","54979","2018","11"
"1873","합계","계","2018_10","10016442","2018","10"
"1874","합계","종합몰","2018_10","6754249","2018","10"
"1875","합계","전문몰","2018_10","3262193","2018","10"
"1876","컴퓨터 및 주변기기","계","2018_10","419744","2018","10"
"1877","컴퓨터 및 주변기기","종합몰","2018_10","281410","2018","10"
"1878","컴퓨터 및 주변기기","전문몰","2018_10","138334","2018","10"
"1879","가전·전자·통신기기","계","2018_10","989521","2018","10"
"1880","가전·전자·통신기기","종합몰","2018_10","883715","2018","10"
"1881","가전·전자·통신기기","전문몰","2018_10","105806","2018","10"
"1882","서적","계","2018_10","131744","2018","10"
"1883","서적","종합몰","2018_10","42101","2018","10"
"1884","서적","전문몰","2018_10","89643","2018","10"
"1885","사무·문구","계","2018_10","71115","2018","10"
"1886","사무·문구","종합몰","2018_10","48483","2018","10"
"1887","사무·문구","전문몰","2018_10","22632","2018","10"
"1888","의복","계","2018_10","1350908","2018","10"
"1889","의복","종합몰","2018_10","776226","2018","10"
"1890","의복","전문몰","2018_10","574682","2018","10"
"1891","신발","계","2018_10","164235","2018","10"
"1892","신발","종합몰","2018_10","113980","2018","10"
"1893","신발","전문몰","2018_10","50255","2018","10"
"1894","가방","계","2018_10","184737","2018","10"
"1895","가방","종합몰","2018_10","164628","2018","10"
"1896","가방","전문몰","2018_10","20109","2018","10"
"1897","패션용품 및 액세서리","계","2018_10","182647","2018","10"
"1898","패션용품 및 액세서리","종합몰","2018_10","150855","2018","10"
"1899","패션용품 및 액세서리","전문몰","2018_10","31792","2018","10"
"1900","스포츠·레저용품","계","2018_10","389324","2018","10"
"1901","스포츠·레저용품","종합몰","2018_10","325114","2018","10"
"1902","스포츠·레저용품","전문몰","2018_10","64210","2018","10"
"1903","화장품","계","2018_10","894287","2018","10"
"1904","화장품","종합몰","2018_10","781848","2018","10"
"1905","화장품","전문몰","2018_10","112439","2018","10"
"1906","아동·유아용품","계","2018_10","308862","2018","10"
"1907","아동·유아용품","종합몰","2018_10","275656","2018","10"
"1908","아동·유아용품","전문몰","2018_10","33206","2018","10"
"1909","음·식료품","계","2018_10","910407","2018","10"
"1910","음·식료품","종합몰","2018_10","744120","2018","10"
"1911","음·식료품","전문몰","2018_10","166287","2018","10"
"1912","농축수산물","계","2018_10","238060","2018","10"
"1913","농축수산물","종합몰","2018_10","208817","2018","10"
"1914","농축수산물","전문몰","2018_10","29243","2018","10"
"1915","생활용품","계","2018_10","788705","2018","10"
"1916","생활용품","종합몰","2018_10","683002","2018","10"
"1917","생활용품","전문몰","2018_10","105703","2018","10"
"1918","자동차 및 자동차용품","계","2018_10","88244","2018","10"
"1919","자동차 및 자동차용품","종합몰","2018_10","81228","2018","10"
"1920","자동차 및 자동차용품","전문몰","2018_10","7016","2018","10"
"1921","가구","계","2018_10","296675","2018","10"
"1922","가구","종합몰","2018_10","259024","2018","10"
"1923","가구","전문몰","2018_10","37651","2018","10"
"1924","애완용품","계","2018_10","69666","2018","10"
"1925","애완용품","종합몰","2018_10","55620","2018","10"
"1926","애완용품","전문몰","2018_10","14046","2018","10"
"1927","여행 및 교통서비스","계","2018_10","1329206","2018","10"
"1928","여행 및 교통서비스","종합몰","2018_10","322039","2018","10"
"1929","여행 및 교통서비스","전문몰","2018_10","1007167","2018","10"
"1930","문화 및 레저서비스","계","2018_10","186480","2018","10"
"1931","문화 및 레저서비스","종합몰","2018_10","112789","2018","10"
"1932","문화 및 레저서비스","전문몰","2018_10","73691","2018","10"
"1933","e쿠폰서비스","계","2018_10","202733","2018","10"
"1934","e쿠폰서비스","종합몰","2018_10","198137","2018","10"
"1935","e쿠폰서비스","전문몰","2018_10","4596","2018","10"
"1936","음식서비스","계","2018_10","502456","2018","10"
"1937","음식서비스","종합몰","2018_10","6721","2018","10"
"1938","음식서비스","전문몰","2018_10","495735","2018","10"
"1939","기타서비스","계","2018_10","75523","2018","10"
"1940","기타서비스","종합몰","2018_10","37761","2018","10"
"1941","기타서비스","전문몰","2018_10","37762","2018","10"
"1942","기타","계","2018_10","241164","2018","10"
"1943","기타","종합몰","2018_10","200975","2018","10"
"1944","기타","전문몰","2018_10","40189","2018","10"
"1945","합계","계","2018_9","9137279","2018","9"
"1946","합계","종합몰","2018_9","6108059","2018","9"
"1947","합계","전문몰","2018_9","3029220","2018","9"
"1948","컴퓨터 및 주변기기","계","2018_9","382179","2018","9"
"1949","컴퓨터 및 주변기기","종합몰","2018_9","267238","2018","9"
"1950","컴퓨터 및 주변기기","전문몰","2018_9","114941","2018","9"
"1951","가전·전자·통신기기","계","2018_9","792407","2018","9"
"1952","가전·전자·통신기기","종합몰","2018_9","712763","2018","9"
"1953","가전·전자·통신기기","전문몰","2018_9","79644","2018","9"
"1954","서적","계","2018_9","128183","2018","9"
"1955","서적","종합몰","2018_9","39537","2018","9"
"1956","서적","전문몰","2018_9","88646","2018","9"
"1957","사무·문구","계","2018_9","58392","2018","9"
"1958","사무·문구","종합몰","2018_9","39397","2018","9"
"1959","사무·문구","전문몰","2018_9","18995","2018","9"
"1960","의복","계","2018_9","1003952","2018","9"
"1961","의복","종합몰","2018_9","539397","2018","9"
"1962","의복","전문몰","2018_9","464555","2018","9"
"1963","신발","계","2018_9","139473","2018","9"
"1964","신발","종합몰","2018_9","94220","2018","9"
"1965","신발","전문몰","2018_9","45253","2018","9"
"1966","가방","계","2018_9","176869","2018","9"
"1967","가방","종합몰","2018_9","156186","2018","9"
"1968","가방","전문몰","2018_9","20683","2018","9"
"1969","패션용품 및 액세서리","계","2018_9","169357","2018","9"
"1970","패션용품 및 액세서리","종합몰","2018_9","140112","2018","9"
"1971","패션용품 및 액세서리","전문몰","2018_9","29245","2018","9"
"1972","스포츠·레저용품","계","2018_9","304161","2018","9"
"1973","스포츠·레저용품","종합몰","2018_9","252728","2018","9"
"1974","스포츠·레저용품","전문몰","2018_9","51433","2018","9"
"1975","화장품","계","2018_9","849617","2018","9"
"1976","화장품","종합몰","2018_9","755190","2018","9"
"1977","화장품","전문몰","2018_9","94427","2018","9"
"1978","아동·유아용품","계","2018_9","273741","2018","9"
"1979","아동·유아용품","종합몰","2018_9","245866","2018","9"
"1980","아동·유아용품","전문몰","2018_9","27875","2018","9"
"1981","음·식료품","계","2018_9","1000055","2018","9"
"1982","음·식료품","종합몰","2018_9","823791","2018","9"
"1983","음·식료품","전문몰","2018_9","176264","2018","9"
"1984","농축수산물","계","2018_9","310020","2018","9"
"1985","농축수산물","종합몰","2018_9","267997","2018","9"
"1986","농축수산물","전문몰","2018_9","42023","2018","9"
"1987","생활용품","계","2018_9","691804","2018","9"
"1988","생활용품","종합몰","2018_9","600745","2018","9"
"1989","생활용품","전문몰","2018_9","91059","2018","9"
"1990","자동차 및 자동차용품","계","2018_9","78457","2018","9"
"1991","자동차 및 자동차용품","종합몰","2018_9","71232","2018","9"
"1992","자동차 및 자동차용품","전문몰","2018_9","7225","2018","9"
"1993","가구","계","2018_9","242257","2018","9"
"1994","가구","종합몰","2018_9","214698","2018","9"
"1995","가구","전문몰","2018_9","27559","2018","9"
"1996","애완용품","계","2018_9","66227","2018","9"
"1997","애완용품","종합몰","2018_9","54144","2018","9"
"1998","애완용품","전문몰","2018_9","12083","2018","9"
"1999","여행 및 교통서비스","계","2018_9","1265599","2018","9"
"2000","여행 및 교통서비스","종합몰","2018_9","313755","2018","9"
"2001","여행 및 교통서비스","전문몰","2018_9","951844","2018","9"
"2002","문화 및 레저서비스","계","2018_9","183281","2018","9"
"2003","문화 및 레저서비스","종합몰","2018_9","93017","2018","9"
"2004","문화 및 레저서비스","전문몰","2018_9","90264","2018","9"
"2005","e쿠폰서비스","계","2018_9","203876","2018","9"
"2006","e쿠폰서비스","종합몰","2018_9","197932","2018","9"
"2007","e쿠폰서비스","전문몰","2018_9","5944","2018","9"
"2008","음식서비스","계","2018_9","463750","2018","9"
"2009","음식서비스","종합몰","2018_9","5925","2018","9"
"2010","음식서비스","전문몰","2018_9","457825","2018","9"
"2011","기타서비스","계","2018_9","133184","2018","9"
"2012","기타서비스","종합몰","2018_9","39880","2018","9"
"2013","기타서비스","전문몰","2018_9","93304","2018","9"
"2014","기타","계","2018_9","220440","2018","9"
"2015","기타","종합몰","2018_9","182309","2018","9"
"2016","기타","전문몰","2018_9","38131","2018","9"
"2017","합계","계","2018_8","9270381","2018","8"
"2018","합계","종합몰","2018_8","6107050","2018","8"
"2019","합계","전문몰","2018_8","3163331","2018","8"
"2020","컴퓨터 및 주변기기","계","2018_8","418905","2018","8"
"2021","컴퓨터 및 주변기기","종합몰","2018_8","288936","2018","8"
"2022","컴퓨터 및 주변기기","전문몰","2018_8","129969","2018","8"
"2023","가전·전자·통신기기","계","2018_8","960593","2018","8"
"2024","가전·전자·통신기기","종합몰","2018_8","852645","2018","8"
"2025","가전·전자·통신기기","전문몰","2018_8","107948","2018","8"
"2026","서적","계","2018_8","149224","2018","8"
"2027","서적","종합몰","2018_8","46128","2018","8"
"2028","서적","전문몰","2018_8","103096","2018","8"
"2029","사무·문구","계","2018_8","62271","2018","8"
"2030","사무·문구","종합몰","2018_8","41620","2018","8"
"2031","사무·문구","전문몰","2018_8","20651","2018","8"
"2032","의복","계","2018_8","828362","2018","8"
"2033","의복","종합몰","2018_8","458165","2018","8"
"2034","의복","전문몰","2018_8","370197","2018","8"
"2035","신발","계","2018_8","125953","2018","8"
"2036","신발","종합몰","2018_8","84681","2018","8"
"2037","신발","전문몰","2018_8","41272","2018","8"
"2038","가방","계","2018_8","180739","2018","8"
"2039","가방","종합몰","2018_8","159669","2018","8"
"2040","가방","전문몰","2018_8","21070","2018","8"
"2041","패션용품 및 액세서리","계","2018_8","194350","2018","8"
"2042","패션용품 및 액세서리","종합몰","2018_8","158362","2018","8"
"2043","패션용품 및 액세서리","전문몰","2018_8","35988","2018","8"
"2044","스포츠·레저용품","계","2018_8","300229","2018","8"
"2045","스포츠·레저용품","종합몰","2018_8","248371","2018","8"
"2046","스포츠·레저용품","전문몰","2018_8","51858","2018","8"
"2047","화장품","계","2018_8","801984","2018","8"
"2048","화장품","종합몰","2018_8","714885","2018","8"
"2049","화장품","전문몰","2018_8","87099","2018","8"
"2050","아동·유아용품","계","2018_8","275805","2018","8"
"2051","아동·유아용품","종합몰","2018_8","248708","2018","8"
"2052","아동·유아용품","전문몰","2018_8","27097","2018","8"
"2053","음·식료품","계","2018_8","905132","2018","8"
"2054","음·식료품","종합몰","2018_8","742191","2018","8"
"2055","음·식료품","전문몰","2018_8","162941","2018","8"
"2056","농축수산물","계","2018_8","235082","2018","8"
"2057","농축수산물","종합몰","2018_8","203711","2018","8"
"2058","농축수산물","전문몰","2018_8","31371","2018","8"
"2059","생활용품","계","2018_8","714937","2018","8"
"2060","생활용품","종합몰","2018_8","625276","2018","8"
"2061","생활용품","전문몰","2018_8","89661","2018","8"
"2062","자동차 및 자동차용품","계","2018_8","84879","2018","8"
"2063","자동차 및 자동차용품","종합몰","2018_8","77524","2018","8"
"2064","자동차 및 자동차용품","전문몰","2018_8","7355","2018","8"
"2065","가구","계","2018_8","244396","2018","8"
"2066","가구","종합몰","2018_8","215555","2018","8"
"2067","가구","전문몰","2018_8","28841","2018","8"
"2068","애완용품","계","2018_8","71481","2018","8"
"2069","애완용품","종합몰","2018_8","58059","2018","8"
"2070","애완용품","전문몰","2018_8","13422","2018","8"
"2071","여행 및 교통서비스","계","2018_8","1560063","2018","8"
"2072","여행 및 교통서비스","종합몰","2018_8","415017","2018","8"
"2073","여행 및 교통서비스","전문몰","2018_8","1145046","2018","8"
"2074","문화 및 레저서비스","계","2018_8","213527","2018","8"
"2075","문화 및 레저서비스","종합몰","2018_8","83447","2018","8"
"2076","문화 및 레저서비스","전문몰","2018_8","130080","2018","8"
"2077","e쿠폰서비스","계","2018_8","180791","2018","8"
"2078","e쿠폰서비스","종합몰","2018_8","175036","2018","8"
"2079","e쿠폰서비스","전문몰","2018_8","5755","2018","8"
"2080","음식서비스","계","2018_8","496930","2018","8"
"2081","음식서비스","종합몰","2018_8","5994","2018","8"
"2082","음식서비스","전문몰","2018_8","490936","2018","8"
"2083","기타서비스","계","2018_8","62096","2018","8"
"2084","기타서비스","종합몰","2018_8","37691","2018","8"
"2085","기타서비스","전문몰","2018_8","24405","2018","8"
"2086","기타","계","2018_8","202654","2018","8"
"2087","기타","종합몰","2018_8","165379","2018","8"
"2088","기타","전문몰","2018_8","37275","2018","8"
"2089","합계","계","2018_7","9653420","2018","7"
"2090","합계","종합몰","2018_7","6494362","2018","7"
"2091","합계","전문몰","2018_7","3159058","2018","7"
"2092","컴퓨터 및 주변기기","계","2018_7","404250","2018","7"
"2093","컴퓨터 및 주변기기","종합몰","2018_7","281841","2018","7"
"2094","컴퓨터 및 주변기기","전문몰","2018_7","122409","2018","7"
"2095","가전·전자·통신기기","계","2018_7","1188194","2018","7"
"2096","가전·전자·통신기기","종합몰","2018_7","1088967","2018","7"
"2097","가전·전자·통신기기","전문몰","2018_7","99227","2018","7"
"2098","서적","계","2018_7","148060","2018","7"
"2099","서적","종합몰","2018_7","44441","2018","7"
"2100","서적","전문몰","2018_7","103619","2018","7"
"2101","사무·문구","계","2018_7","62526","2018","7"
"2102","사무·문구","종합몰","2018_7","42463","2018","7"
"2103","사무·문구","전문몰","2018_7","20063","2018","7"
"2104","의복","계","2018_7","992332","2018","7"
"2105","의복","종합몰","2018_7","555383","2018","7"
"2106","의복","전문몰","2018_7","436949","2018","7"
"2107","신발","계","2018_7","157952","2018","7"
"2108","신발","종합몰","2018_7","106228","2018","7"
"2109","신발","전문몰","2018_7","51724","2018","7"
"2110","가방","계","2018_7","192018","2018","7"
"2111","가방","종합몰","2018_7","169432","2018","7"
"2112","가방","전문몰","2018_7","22586","2018","7"
"2113","패션용품 및 액세서리","계","2018_7","209945","2018","7"
"2114","패션용품 및 액세서리","종합몰","2018_7","170155","2018","7"
"2115","패션용품 및 액세서리","전문몰","2018_7","39790","2018","7"
"2116","스포츠·레저용품","계","2018_7","360361","2018","7"
"2117","스포츠·레저용품","종합몰","2018_7","307137","2018","7"
"2118","스포츠·레저용품","전문몰","2018_7","53224","2018","7"
"2119","화장품","계","2018_7","778966","2018","7"
"2120","화장품","종합몰","2018_7","683067","2018","7"
"2121","화장품","전문몰","2018_7","95899","2018","7"
"2122","아동·유아용품","계","2018_7","287390","2018","7"
"2123","아동·유아용품","종합몰","2018_7","260921","2018","7"
"2124","아동·유아용품","전문몰","2018_7","26469","2018","7"
"2125","음·식료품","계","2018_7","866906","2018","7"
"2126","음·식료품","종합몰","2018_7","701912","2018","7"
"2127","음·식료품","전문몰","2018_7","164994","2018","7"
"2128","농축수산물","계","2018_7","224230","2018","7"
"2129","농축수산물","종합몰","2018_7","194743","2018","7"
"2130","농축수산물","전문몰","2018_7","29487","2018","7"
"2131","생활용품","계","2018_7","740180","2018","7"
"2132","생활용품","종합몰","2018_7","645162","2018","7"
"2133","생활용품","전문몰","2018_7","95018","2018","7"
"2134","자동차 및 자동차용품","계","2018_7","91030","2018","7"
"2135","자동차 및 자동차용품","종합몰","2018_7","83758","2018","7"
"2136","자동차 및 자동차용품","전문몰","2018_7","7272","2018","7"
"2137","가구","계","2018_7","247840","2018","7"
"2138","가구","종합몰","2018_7","219507","2018","7"
"2139","가구","전문몰","2018_7","28333","2018","7"
"2140","애완용품","계","2018_7","75847","2018","7"
"2141","애완용품","종합몰","2018_7","62196","2018","7"
"2142","애완용품","전문몰","2018_7","13651","2018","7"
"2143","여행 및 교통서비스","계","2018_7","1568131","2018","7"
"2144","여행 및 교통서비스","종합몰","2018_7","431726","2018","7"
"2145","여행 및 교통서비스","전문몰","2018_7","1136405","2018","7"
"2146","문화 및 레저서비스","계","2018_7","164228","2018","7"
"2147","문화 및 레저서비스","종합몰","2018_7","73594","2018","7"
"2148","문화 및 레저서비스","전문몰","2018_7","90634","2018","7"
"2149","e쿠폰서비스","계","2018_7","171906","2018","7"
"2150","e쿠폰서비스","종합몰","2018_7","167406","2018","7"
"2151","e쿠폰서비스","전문몰","2018_7","4500","2018","7"
"2152","음식서비스","계","2018_7","456927","2018","7"
"2153","음식서비스","종합몰","2018_7","5161","2018","7"
"2154","음식서비스","전문몰","2018_7","451766","2018","7"
"2155","기타서비스","계","2018_7","62419","2018","7"
"2156","기타서비스","종합몰","2018_7","37125","2018","7"
"2157","기타서비스","전문몰","2018_7","25294","2018","7"
"2158","기타","계","2018_7","201779","2018","7"
"2159","기타","종합몰","2018_7","162037","2018","7"
"2160","기타","전문몰","2018_7","39742","2018","7"
"2161","합계","계","2018_6","8965075","2018","6"
"2162","합계","종합몰","2018_6","6011523","2018","6"
"2163","합계","전문몰","2018_6","2953552","2018","6"
"2164","컴퓨터 및 주변기기","계","2018_6","371844","2018","6"
"2165","컴퓨터 및 주변기기","종합몰","2018_6","256035","2018","6"
"2166","컴퓨터 및 주변기기","전문몰","2018_6","115809","2018","6"
"2167","가전·전자·통신기기","계","2018_6","963674","2018","6"
"2168","가전·전자·통신기기","종합몰","2018_6","875827","2018","6"
"2169","가전·전자·통신기기","전문몰","2018_6","87847","2018","6"
"2170","서적","계","2018_6","117353","2018","6"
"2171","서적","종합몰","2018_6","36806","2018","6"
"2172","서적","전문몰","2018_6","80547","2018","6"
"2173","사무·문구","계","2018_6","59557","2018","6"
"2174","사무·문구","종합몰","2018_6","38312","2018","6"
"2175","사무·문구","전문몰","2018_6","21245","2018","6"
"2176","의복","계","2018_6","1017864","2018","6"
"2177","의복","종합몰","2018_6","570472","2018","6"
"2178","의복","전문몰","2018_6","447392","2018","6"
"2179","신발","계","2018_6","164251","2018","6"
"2180","신발","종합몰","2018_6","114032","2018","6"
"2181","신발","전문몰","2018_6","50219","2018","6"
"2182","가방","계","2018_6","176525","2018","6"
"2183","가방","종합몰","2018_6","157383","2018","6"
"2184","가방","전문몰","2018_6","19142","2018","6"
"2185","패션용품 및 액세서리","계","2018_6","189401","2018","6"
"2186","패션용품 및 액세서리","종합몰","2018_6","153643","2018","6"
"2187","패션용품 및 액세서리","전문몰","2018_6","35758","2018","6"
"2188","스포츠·레저용품","계","2018_6","325017","2018","6"
"2189","스포츠·레저용품","종합몰","2018_6","272875","2018","6"
"2190","스포츠·레저용품","전문몰","2018_6","52142","2018","6"
"2191","화장품","계","2018_6","772505","2018","6"
"2192","화장품","종합몰","2018_6","678702","2018","6"
"2193","화장품","전문몰","2018_6","93803","2018","6"
"2194","아동·유아용품","계","2018_6","271934","2018","6"
"2195","아동·유아용품","종합몰","2018_6","242982","2018","6"
"2196","아동·유아용품","전문몰","2018_6","28952","2018","6"
"2197","음·식료품","계","2018_6","811245","2018","6"
"2198","음·식료품","종합몰","2018_6","658740","2018","6"
"2199","음·식료품","전문몰","2018_6","152505","2018","6"
"2200","농축수산물","계","2018_6","214272","2018","6"
"2201","농축수산물","종합몰","2018_6","183720","2018","6"
"2202","농축수산물","전문몰","2018_6","30552","2018","6"
"2203","생활용품","계","2018_6","687897","2018","6"
"2204","생활용품","종합몰","2018_6","596753","2018","6"
"2205","생활용품","전문몰","2018_6","91144","2018","6"
"2206","자동차 및 자동차용품","계","2018_6","81252","2018","6"
"2207","자동차 및 자동차용품","종합몰","2018_6","74326","2018","6"
"2208","자동차 및 자동차용품","전문몰","2018_6","6926","2018","6"
"2209","가구","계","2018_6","243327","2018","6"
"2210","가구","종합몰","2018_6","213403","2018","6"
"2211","가구","전문몰","2018_6","29924","2018","6"
"2212","애완용품","계","2018_6","75126","2018","6"
"2213","애완용품","종합몰","2018_6","61497","2018","6"
"2214","애완용품","전문몰","2018_6","13629","2018","6"
"2215","여행 및 교통서비스","계","2018_6","1413924","2018","6"
"2216","여행 및 교통서비스","종합몰","2018_6","372593","2018","6"
"2217","여행 및 교통서비스","전문몰","2018_6","1041331","2018","6"
"2218","문화 및 레저서비스","계","2018_6","169621","2018","6"
"2219","문화 및 레저서비스","종합몰","2018_6","92827","2018","6"
"2220","문화 및 레저서비스","전문몰","2018_6","76794","2018","6"
"2221","e쿠폰서비스","계","2018_6","165691","2018","6"
"2222","e쿠폰서비스","종합몰","2018_6","161475","2018","6"
"2223","e쿠폰서비스","전문몰","2018_6","4216","2018","6"
"2224","음식서비스","계","2018_6","413053","2018","6"
"2225","음식서비스","종합몰","2018_6","4465","2018","6"
"2226","음식서비스","전문몰","2018_6","408588","2018","6"
"2227","기타서비스","계","2018_6","59336","2018","6"
"2228","기타서비스","종합몰","2018_6","35901","2018","6"
"2229","기타서비스","전문몰","2018_6","23435","2018","6"
"2230","기타","계","2018_6","200405","2018","6"
"2231","기타","종합몰","2018_6","158754","2018","6"
"2232","기타","전문몰","2018_6","41651","2018","6"
"2233","합계","계","2018_5","9363224","2018","5"
"2234","합계","종합몰","2018_5","6268453","2018","5"
"2235","합계","전문몰","2018_5","3094771","2018","5"
"2236","컴퓨터 및 주변기기","계","2018_5","404235","2018","5"
"2237","컴퓨터 및 주변기기","종합몰","2018_5","276853","2018","5"
"2238","컴퓨터 및 주변기기","전문몰","2018_5","127382","2018","5"
"2239","가전·전자·통신기기","계","2018_5","1026133","2018","5"
"2240","가전·전자·통신기기","종합몰","2018_5","931725","2018","5"
"2241","가전·전자·통신기기","전문몰","2018_5","94408","2018","5"
"2242","서적","계","2018_5","129125","2018","5"
"2243","서적","종합몰","2018_5","39387","2018","5"
"2244","서적","전문몰","2018_5","89738","2018","5"
"2245","사무·문구","계","2018_5","63621","2018","5"
"2246","사무·문구","종합몰","2018_5","40848","2018","5"
"2247","사무·문구","전문몰","2018_5","22773","2018","5"
"2248","의복","계","2018_5","1101406","2018","5"
"2249","의복","종합몰","2018_5","613756","2018","5"
"2250","의복","전문몰","2018_5","487650","2018","5"
"2251","신발","계","2018_5","172582","2018","5"
"2252","신발","종합몰","2018_5","120019","2018","5"
"2253","신발","전문몰","2018_5","52563","2018","5"
"2254","가방","계","2018_5","190609","2018","5"
"2255","가방","종합몰","2018_5","171139","2018","5"
"2256","가방","전문몰","2018_5","19470","2018","5"
"2257","패션용품 및 액세서리","계","2018_5","198073","2018","5"
"2258","패션용품 및 액세서리","종합몰","2018_5","162931","2018","5"
"2259","패션용품 및 액세서리","전문몰","2018_5","35142","2018","5"
"2260","스포츠·레저용품","계","2018_5","330784","2018","5"
"2261","스포츠·레저용품","종합몰","2018_5","275905","2018","5"
"2262","스포츠·레저용품","전문몰","2018_5","54879","2018","5"
"2263","화장품","계","2018_5","818526","2018","5"
"2264","화장품","종합몰","2018_5","715628","2018","5"
"2265","화장품","전문몰","2018_5","102898","2018","5"
"2266","아동·유아용품","계","2018_5","310798","2018","5"
"2267","아동·유아용품","종합몰","2018_5","275750","2018","5"
"2268","아동·유아용품","전문몰","2018_5","35048","2018","5"
"2269","음·식료품","계","2018_5","849044","2018","5"
"2270","음·식료품","종합몰","2018_5","682086","2018","5"
"2271","음·식료품","전문몰","2018_5","166958","2018","5"
"2272","농축수산물","계","2018_5","221735","2018","5"
"2273","농축수산물","종합몰","2018_5","190454","2018","5"
"2274","농축수산물","전문몰","2018_5","31281","2018","5"
"2275","생활용품","계","2018_5","715962","2018","5"
"2276","생활용품","종합몰","2018_5","617229","2018","5"
"2277","생활용품","전문몰","2018_5","98733","2018","5"
"2278","자동차 및 자동차용품","계","2018_5","84011","2018","5"
"2279","자동차 및 자동차용품","종합몰","2018_5","77780","2018","5"
"2280","자동차 및 자동차용품","전문몰","2018_5","6231","2018","5"
"2281","가구","계","2018_5","254665","2018","5"
"2282","가구","종합몰","2018_5","223364","2018","5"
"2283","가구","전문몰","2018_5","31301","2018","5"
"2284","애완용품","계","2018_5","69233","2018","5"
"2285","애완용품","종합몰","2018_5","55227","2018","5"
"2286","애완용품","전문몰","2018_5","14006","2018","5"
"2287","여행 및 교통서비스","계","2018_5","1429210","2018","5"
"2288","여행 및 교통서비스","종합몰","2018_5","342957","2018","5"
"2289","여행 및 교통서비스","전문몰","2018_5","1086253","2018","5"
"2290","문화 및 레저서비스","계","2018_5","153740","2018","5"
"2291","문화 및 레저서비스","종합몰","2018_5","72724","2018","5"
"2292","문화 및 레저서비스","전문몰","2018_5","81016","2018","5"
"2293","e쿠폰서비스","계","2018_5","169050","2018","5"
"2294","e쿠폰서비스","종합몰","2018_5","163745","2018","5"
"2295","e쿠폰서비스","전문몰","2018_5","5305","2018","5"
"2296","음식서비스","계","2018_5","389395","2018","5"
"2297","음식서비스","종합몰","2018_5","4092","2018","5"
"2298","음식서비스","전문몰","2018_5","385303","2018","5"
"2299","기타서비스","계","2018_5","58382","2018","5"
"2300","기타서비스","종합몰","2018_5","34617","2018","5"
"2301","기타서비스","전문몰","2018_5","23765","2018","5"
"2302","기타","계","2018_5","222905","2018","5"
"2303","기타","종합몰","2018_5","180237","2018","5"
"2304","기타","전문몰","2018_5","42668","2018","5"
"2305","합계","계","2018_4","9034274","2018","4"
"2306","합계","종합몰","2018_4","6039799","2018","4"
"2307","합계","전문몰","2018_4","2994475","2018","4"
"2308","컴퓨터 및 주변기기","계","2018_4","409054","2018","4"
"2309","컴퓨터 및 주변기기","종합몰","2018_4","278377","2018","4"
"2310","컴퓨터 및 주변기기","전문몰","2018_4","130677","2018","4"
"2311","가전·전자·통신기기","계","2018_4","945259","2018","4"
