"","상품군별","범위별","년월","매출액","년도","월"
"744","가방","전문몰","2020_2","31292","2020","2"
"745","패션용품 및 액세서리","계","2020_2","182527","2020","2"
"746","패션용품 및 액세서리","종합몰","2020_2","142731","2020","2"
"747","패션용품 및 액세서리","전문몰","2020_2","39796","2020","2"
"748","스포츠·레저용품","계","2020_2","293888","2020","2"
"749","스포츠·레저용품","종합몰","2020_2","237567","2020","2"
"750","스포츠·레저용품","전문몰","2020_2","56321","2020","2"
"751","화장품","계","2020_2","1049681","2020","2"
"752","화장품","종합몰","2020_2","953382","2020","2"
"753","화장품","전문몰","2020_2","96299","2020","2"
"754","아동·유아용품","계","2020_2","394738","2020","2"
"755","아동·유아용품","종합몰","2020_2","357787","2020","2"
"756","아동·유아용품","전문몰","2020_2","36951","2020","2"
"757","음·식료품","계","2020_2","1481513","2020","2"
"758","음·식료품","종합몰","2020_2","1254414","2020","2"
"759","음·식료품","전문몰","2020_2","227099","2020","2"
"760","농축수산물","계","2020_2","448870","2020","2"
"761","농축수산물","종합몰","2020_2","398419","2020","2"
"762","농축수산물","전문몰","2020_2","50451","2020","2"
"763","생활용품","계","2020_2","1134360","2020","2"
"764","생활용품","종합몰","2020_2","1022984","2020","2"
"765","생활용품","전문몰","2020_2","111376","2020","2"
"766","자동차 및 자동차용품","계","2020_2","160198","2020","2"
"767","자동차 및 자동차용품","종합몰","2020_2","109931","2020","2"
"768","자동차 및 자동차용품","전문몰","2020_2","50267","2020","2"
"769","가구","계","2020_2","364194","2020","2"
"770","가구","종합몰","2020_2","322743","2020","2"
"771","가구","전문몰","2020_2","41451","2020","2"
"772","애완용품","계","2020_2","85229","2020","2"
"773","애완용품","종합몰","2020_2","74071","2020","2"
"774","애완용품","전문몰","2020_2","11158","2020","2"
"775","여행 및 교통서비스","계","2020_2","710501","2020","2"
"776","여행 및 교통서비스","종합몰","2020_2","118380","2020","2"
"777","여행 및 교통서비스","전문몰","2020_2","592121","2020","2"
"778","문화 및 레저서비스","계","2020_2","58635","2020","2"
"779","문화 및 레저서비스","종합몰","2020_2","29168","2020","2"
"780","문화 및 레저서비스","전문몰","2020_2","29467","2020","2"
"781","e쿠폰서비스","계","2020_2","324109","2020","2"
"782","e쿠폰서비스","종합몰","2020_2","318909","2020","2"
"783","e쿠폰서비스","전문몰","2020_2","5200","2020","2"
"784","음식서비스","계","2020_2","1135018","2020","2"
"785","음식서비스","종합몰","2020_2","28619","2020","2"
"786","음식서비스","전문몰","2020_2","1106399","2020","2"
"787","기타서비스","계","2020_2","145624","2020","2"
"788","기타서비스","종합몰","2020_2","116932","2020","2"
"789","기타서비스","전문몰","2020_2","28692","2020","2"
"790","기타","계","2020_2","380936","2020","2"
"791","기타","종합몰","2020_2","329601","2020","2"
"792","기타","전문몰","2020_2","51335","2020","2"
"793","합계","계","2020_1","12304762","2020","1"
"794","합계","종합몰","2020_1","8061340","2020","1"
"795","합계","전문몰","2020_1","4243422","2020","1"
"796","컴퓨터 및 주변기기","계","2020_1","550217","2020","1"
"797","컴퓨터 및 주변기기","종합몰","2020_1","376201","2020","1"
"798","컴퓨터 및 주변기기","전문몰","2020_1","174016","2020","1"
"799","가전·전자·통신기기","계","2020_1","1158549","2020","1"
"800","가전·전자·통신기기","종합몰","2020_1","970848","2020","1"
"801","가전·전자·통신기기","전문몰","2020_1","187701","2020","1"
"802","서적","계","2020_1","172311","2020","1"
"803","서적","종합몰","2020_1","59853","2020","1"
"804","서적","전문몰","2020_1","112458","2020","1"
"805","사무·문구","계","2020_1","82330","2020","1"
"806","사무·문구","종합몰","2020_1","57503","2020","1"
"807","사무·문구","전문몰","2020_1","24827","2020","1"
"808","의복","계","2020_1","1039752","2020","1"
"809","의복","종합몰","2020_1","567458","2020","1"
"810","의복","전문몰","2020_1","472294","2020","1"
"811","신발","계","2020_1","156648","2020","1"
"812","신발","종합몰","2020_1","103762","2020","1"
"813","신발","전문몰","2020_1","52886","2020","1"
"814","가방","계","2020_1","204288","2020","1"
"815","가방","종합몰","2020_1","175700","2020","1"
"816","가방","전문몰","2020_1","28588","2020","1"
"817","패션용품 및 액세서리","계","2020_1","199470","2020","1"
"818","패션용품 및 액세서리","종합몰","2020_1","156406","2020","1"
"819","패션용품 및 액세서리","전문몰","2020_1","43064","2020","1"
"820","스포츠·레저용품","계","2020_1","284183","2020","1"
"821","스포츠·레저용품","종합몰","2020_1","228882","2020","1"
"822","스포츠·레저용품","전문몰","2020_1","55301","2020","1"
"823","화장품","계","2020_1","1127048","2020","1"
"824","화장품","종합몰","2020_1","1031217","2020","1"
"825","화장품","전문몰","2020_1","95831","2020","1"
"826","아동·유아용품","계","2020_1","339323","2020","1"
"827","아동·유아용품","종합몰","2020_1","304634","2020","1"
"828","아동·유아용품","전문몰","2020_1","34689","2020","1"
"829","음·식료품","계","2020_1","1416443","2020","1"
"830","음·식료품","종합몰","2020_1","1201983","2020","1"
"831","음·식료품","전문몰","2020_1","214460","2020","1"
"832","농축수산물","계","2020_1","469190","2020","1"
"833","농축수산물","종합몰","2020_1","389079","2020","1"
"834","농축수산물","전문몰","2020_1","80111","2020","1"
"835","생활용품","계","2020_1","987952","2020","1"
"836","생활용품","종합몰","2020_1","840225","2020","1"
"837","생활용품","전문몰","2020_1","147727","2020","1"
"838","자동차 및 자동차용품","계","2020_1","112578","2020","1"
"839","자동차 및 자동차용품","종합몰","2020_1","91961","2020","1"
"840","자동차 및 자동차용품","전문몰","2020_1","20617","2020","1"
"841","가구","계","2020_1","297049","2020","1"
"842","가구","종합몰","2020_1","260591","2020","1"
"843","가구","전문몰","2020_1","36458","2020","1"
"844","애완용품","계","2020_1","84551","2020","1"
"845","애완용품","종합몰","2020_1","72716","2020","1"
"846","애완용품","전문몰","2020_1","11835","2020","1"
"847","여행 및 교통서비스","계","2020_1","1541603","2020","1"
"848","여행 및 교통서비스","종합몰","2020_1","313068","2020","1"
"849","여행 및 교통서비스","전문몰","2020_1","1228535","2020","1"
"850","문화 및 레저서비스","계","2020_1","159704","2020","1"
"851","문화 및 레저서비스","종합몰","2020_1","78880","2020","1"
"852","문화 및 레저서비스","전문몰","2020_1","80824","2020","1"
"853","e쿠폰서비스","계","2020_1","305722","2020","1"
"854","e쿠폰서비스","종합몰","2020_1","299234","2020","1"
"855","e쿠폰서비스","전문몰","2020_1","6488","2020","1"
"856","음식서비스","계","2020_1","1063876","2020","1"
"857","음식서비스","종합몰","2020_1","22002","2020","1"
"858","음식서비스","전문몰","2020_1","1041874","2020","1"
"859","기타서비스","계","2020_1","157259","2020","1"
"860","기타서비스","종합몰","2020_1","111084","2020","1"
"861","기타서비스","전문몰","2020_1","46175","2020","1"
"862","기타","계","2020_1","394715","2020","1"
"863","기타","종합몰","2020_1","348053","2020","1"
"864","기타","전문몰","2020_1","46662","2020","1"
"865","합계","계","2019_12","12684652","2019","12"
"866","합계","종합몰","2019_12","8264596","2019","12"
"867","합계","전문몰","2019_12","4420056","2019","12"
"868","컴퓨터 및 주변기기","계","2019_12","550826","2019","12"
"869","컴퓨터 및 주변기기","종합몰","2019_12","372962","2019","12"
"870","컴퓨터 및 주변기기","전문몰","2019_12","177864","2019","12"
"871","가전·전자·통신기기","계","2019_12","1247059","2019","12"
"872","가전·전자·통신기기","종합몰","2019_12","1043596","2019","12"
"873","가전·전자·통신기기","전문몰","2019_12","203463","2019","12"
"874","서적","계","2019_12","179658","2019","12"
"875","서적","종합몰","2019_12","62770","2019","12"
"876","서적","전문몰","2019_12","116888","2019","12"
"877","사무·문구","계","2019_12","105177","2019","12"
"878","사무·문구","종합몰","2019_12","74982","2019","12"
"879","사무·문구","전문몰","2019_12","30195","2019","12"
"880","의복","계","2019_12","1421876","2019","12"
"881","의복","종합몰","2019_12","817275","2019","12"
"882","의복","전문몰","2019_12","604601","2019","12"
"883","신발","계","2019_12","193047","2019","12"
"884","신발","종합몰","2019_12","125408","2019","12"
"885","신발","전문몰","2019_12","67639","2019","12"
"886","가방","계","2019_12","238378","2019","12"
"887","가방","종합몰","2019_12","213105","2019","12"
"888","가방","전문몰","2019_12","25273","2019","12"
"889","패션용품 및 액세서리","계","2019_12","239885","2019","12"
"890","패션용품 및 액세서리","종합몰","2019_12","195212","2019","12"
"891","패션용품 및 액세서리","전문몰","2019_12","44673","2019","12"
"892","스포츠·레저용품","계","2019_12","357133","2019","12"
"893","스포츠·레저용품","종합몰","2019_12","294683","2019","12"
"894","스포츠·레저용품","전문몰","2019_12","62450","2019","12"
"895","화장품","계","2019_12","1190553","2019","12"
"896","화장품","종합몰","2019_12","1087393","2019","12"
"897","화장품","전문몰","2019_12","103160","2019","12"
"898","아동·유아용품","계","2019_12","439184","2019","12"
"899","아동·유아용품","종합몰","2019_12","388668","2019","12"
"900","아동·유아용품","전문몰","2019_12","50516","2019","12"
"901","음·식료품","계","2019_12","1212085","2019","12"
"902","음·식료품","종합몰","2019_12","994735","2019","12"
"903","음·식료품","전문몰","2019_12","217350","2019","12"
"904","농축수산물","계","2019_12","318909","2019","12"
"905","농축수산물","종합몰","2019_12","268821","2019","12"
"906","농축수산물","전문몰","2019_12","50088","2019","12"
"907","생활용품","계","2019_12","904528","2019","12"
"908","생활용품","종합몰","2019_12","797093","2019","12"
"909","생활용품","전문몰","2019_12","107435","2019","12"
"910","자동차 및 자동차용품","계","2019_12","114251","2019","12"
"911","자동차 및 자동차용품","종합몰","2019_12","96647","2019","12"
"912","자동차 및 자동차용품","전문몰","2019_12","17604","2019","12"
"913","가구","계","2019_12","318026","2019","12"
"914","가구","종합몰","2019_12","279627","2019","12"
"915","가구","전문몰","2019_12","38399","2019","12"
"916","애완용품","계","2019_12","85215","2019","12"
"917","애완용품","종합몰","2019_12","71387","2019","12"
"918","애완용품","전문몰","2019_12","13828","2019","12"
"919","여행 및 교통서비스","계","2019_12","1568794","2019","12"
"920","여행 및 교통서비스","종합몰","2019_12","322908","2019","12"
"921","여행 및 교통서비스","전문몰","2019_12","1245886","2019","12"
"922","문화 및 레저서비스","계","2019_12","183440","2019","12"
"923","문화 및 레저서비스","종합몰","2019_12","91585","2019","12"
"924","문화 및 레저서비스","전문몰","2019_12","91855","2019","12"
"925","e쿠폰서비스","계","2019_12","338603","2019","12"
"926","e쿠폰서비스","종합몰","2019_12","328039","2019","12"
"927","e쿠폰서비스","전문몰","2019_12","10564","2019","12"
"928","음식서비스","계","2019_12","1051804","2019","12"
"929","음식서비스","종합몰","2019_12","13650","2019","12"
"930","음식서비스","전문몰","2019_12","1038154","2019","12"
"931","기타서비스","계","2019_12","159202","2019","12"
"932","기타서비스","종합몰","2019_12","114148","2019","12"
"933","기타서비스","전문몰","2019_12","45054","2019","12"
"934","기타","계","2019_12","267018","2019","12"
"935","기타","종합몰","2019_12","209902","2019","12"
"936","기타","전문몰","2019_12","57116","2019","12"
"937","합계","계","2019_11","12852096","2019","11"
"938","합계","종합몰","2019_11","8453879","2019","11"
"939","합계","전문몰","2019_11","4398217","2019","11"
"940","컴퓨터 및 주변기기","계","2019_11","524269","2019","11"
"941","컴퓨터 및 주변기기","종합몰","2019_11","371037","2019","11"
"942","컴퓨터 및 주변기기","전문몰","2019_11","153232","2019","11"
"943","가전·전자·통신기기","계","2019_11","1379205","2019","11"
"944","가전·전자·통신기기","종합몰","2019_11","1164991","2019","11"
"945","가전·전자·통신기기","전문몰","2019_11","214214","2019","11"
"946","서적","계","2019_11","148213","2019","11"
"947","서적","종합몰","2019_11","49463","2019","11"
"948","서적","전문몰","2019_11","98750","2019","11"
"949","사무·문구","계","2019_11","86843","2019","11"
"950","사무·문구","종합몰","2019_11","61065","2019","11"
"951","사무·문구","전문몰","2019_11","25778","2019","11"
"952","의복","계","2019_11","1679104","2019","11"
"953","의복","종합몰","2019_11","962370","2019","11"
"954","의복","전문몰","2019_11","716734","2019","11"
"955","신발","계","2019_11","213626","2019","11"
"956","신발","종합몰","2019_11","140600","2019","11"
"957","신발","전문몰","2019_11","73026","2019","11"
"958","가방","계","2019_11","226274","2019","11"
"959","가방","종합몰","2019_11","200451","2019","11"
"960","가방","전문몰","2019_11","25823","2019","11"
"961","패션용품 및 액세서리","계","2019_11","213278","2019","11"
"962","패션용품 및 액세서리","종합몰","2019_11","174742","2019","11"
"963","패션용품 및 액세서리","전문몰","2019_11","38536","2019","11"
"964","스포츠·레저용품","계","2019_11","411942","2019","11"
"965","스포츠·레저용품","종합몰","2019_11","342585","2019","11"
"966","스포츠·레저용품","전문몰","2019_11","69357","2019","11"
"967","화장품","계","2019_11","1234621","2019","11"
"968","화장품","종합몰","2019_11","1087220","2019","11"
"969","화장품","전문몰","2019_11","147401","2019","11"
"970","아동·유아용품","계","2019_11","357694","2019","11"
"971","아동·유아용품","종합몰","2019_11","320494","2019","11"
"972","아동·유아용품","전문몰","2019_11","37200","2019","11"
"973","음·식료품","계","2019_11","1195455","2019","11"
"974","음·식료품","종합몰","2019_11","987778","2019","11"
"975","음·식료품","전문몰","2019_11","207677","2019","11"
"976","농축수산물","계","2019_11","308366","2019","11"
"977","농축수산물","종합몰","2019_11","262435","2019","11"
"978","농축수산물","전문몰","2019_11","45931","2019","11"
"979","생활용품","계","2019_11","908524","2019","11"
"980","생활용품","종합몰","2019_11","802941","2019","11"
"981","생활용품","전문몰","2019_11","105583","2019","11"
"982","자동차 및 자동차용품","계","2019_11","157917","2019","11"
"983","자동차 및 자동차용품","종합몰","2019_11","97226","2019","11"
"984","자동차 및 자동차용품","전문몰","2019_11","60691","2019","11"
"985","가구","계","2019_11","323744","2019","11"
"986","가구","종합몰","2019_11","286499","2019","11"
"987","가구","전문몰","2019_11","37245","2019","11"
"988","애완용품","계","2019_11","84693","2019","11"
"989","애완용품","종합몰","2019_11","71505","2019","11"
"990","애완용품","전문몰","2019_11","13188","2019","11"
"991","여행 및 교통서비스","계","2019_11","1440160","2019","11"
"992","여행 및 교통서비스","종합몰","2019_11","312162","2019","11"
"993","여행 및 교통서비스","전문몰","2019_11","1127998","2019","11"
"994","문화 및 레저서비스","계","2019_11","197167","2019","11"
"995","문화 및 레저서비스","종합몰","2019_11","102442","2019","11"
"996","문화 및 레저서비스","전문몰","2019_11","94725","2019","11"
"997","e쿠폰서비스","계","2019_11","363386","2019","11"
"998","e쿠폰서비스","종합몰","2019_11","356729","2019","11"
"999","e쿠폰서비스","전문몰","2019_11","6657","2019","11"
"1000","음식서비스","계","2019_11","1020524","2019","11"
"1001","음식서비스","종합몰","2019_11","11339","2019","11"
"1002","음식서비스","전문몰","2019_11","1009185","2019","11"
"1003","기타서비스","계","2019_11","118647","2019","11"
"1004","기타서비스","종합몰","2019_11","80985","2019","11"
"1005","기타서비스","전문몰","2019_11","37662","2019","11"
"1006","기타","계","2019_11","258443","2019","11"
"1007","기타","종합몰","2019_11","206820","2019","11"
"1008","기타","전문몰","2019_11","51623","2019","11"
"1009","합계","계","2019_10","11871192","2019","10"
"1010","합계","종합몰","2019_10","7843963","2019","10"
"1011","합계","전문몰","2019_10","4027229","2019","10"
"1012","컴퓨터 및 주변기기","계","2019_10","442244","2019","10"
"1013","컴퓨터 및 주변기기","종합몰","2019_10","298233","2019","10"
"1014","컴퓨터 및 주변기기","전문몰","2019_10","144011","2019","10"
"1015","가전·전자·통신기기","계","2019_10","1231229","2019","10"
"1016","가전·전자·통신기기","종합몰","2019_10","1018376","2019","10"
"1017","가전·전자·통신기기","전문몰","2019_10","212853","2019","10"
"1018","서적","계","2019_10","134624","2019","10"
"1019","서적","종합몰","2019_10","43100","2019","10"
"1020","서적","전문몰","2019_10","91524","2019","10"
"1021","사무·문구","계","2019_10","79759","2019","10"
"1022","사무·문구","종합몰","2019_10","57406","2019","10"
"1023","사무·문구","전문몰","2019_10","22353","2019","10"
"1024","의복","계","2019_10","1394398","2019","10"
"1025","의복","종합몰","2019_10","787950","2019","10"
"1026","의복","전문몰","2019_10","606448","2019","10"
"1027","신발","계","2019_10","184514","2019","10"
"1028","신발","종합몰","2019_10","124775","2019","10"
"1029","신발","전문몰","2019_10","59739","2019","10"
"1030","가방","계","2019_10","229576","2019","10"
"1031","가방","종합몰","2019_10","205499","2019","10"
"1032","가방","전문몰","2019_10","24077","2019","10"
"1033","패션용품 및 액세서리","계","2019_10","203317","2019","10"
"1034","패션용품 및 액세서리","종합몰","2019_10","165767","2019","10"
"1035","패션용품 및 액세서리","전문몰","2019_10","37550","2019","10"
"1036","스포츠·레저용품","계","2019_10","402078","2019","10"
"1037","스포츠·레저용품","종합몰","2019_10","327025","2019","10"
"1038","스포츠·레저용품","전문몰","2019_10","75053","2019","10"
"1039","화장품","계","2019_10","1155470","2019","10"
"1040","화장품","종합몰","2019_10","1056226","2019","10"
"1041","화장품","전문몰","2019_10","99244","2019","10"
"1042","아동·유아용품","계","2019_10","346080","2019","10"
"1043","아동·유아용품","종합몰","2019_10","309815","2019","10"
"1044","아동·유아용품","전문몰","2019_10","36265","2019","10"
"1045","음·식료품","계","2019_10","1185395","2019","10"
"1046","음·식료품","종합몰","2019_10","979059","2019","10"
"1047","음·식료품","전문몰","2019_10","206336","2019","10"
"1048","농축수산물","계","2019_10","295901","2019","10"
"1049","농축수산물","종합몰","2019_10","255148","2019","10"
"1050","농축수산물","전문몰","2019_10","40753","2019","10"
"1051","생활용품","계","2019_10","884044","2019","10"
"1052","생활용품","종합몰","2019_10","779884","2019","10"
"1053","생활용품","전문몰","2019_10","104160","2019","10"
"1054","자동차 및 자동차용품","계","2019_10","105358","2019","10"
"1055","자동차 및 자동차용품","종합몰","2019_10","94623","2019","10"
"1056","자동차 및 자동차용품","전문몰","2019_10","10735","2019","10"
"1057","가구","계","2019_10","319898","2019","10"
"1058","가구","종합몰","2019_10","283242","2019","10"
"1059","가구","전문몰","2019_10","36656","2019","10"
"1060","애완용품","계","2019_10","86880","2019","10"
"1061","애완용품","종합몰","2019_10","72499","2019","10"
"1062","애완용품","전문몰","2019_10","14381","2019","10"
"1063","여행 및 교통서비스","계","2019_10","1433122","2019","10"
"1064","여행 및 교통서비스","종합몰","2019_10","298475","2019","10"
"1065","여행 및 교통서비스","전문몰","2019_10","1134647","2019","10"
"1066","문화 및 레저서비스","계","2019_10","187668","2019","10"
"1067","문화 및 레저서비스","종합몰","2019_10","104300","2019","10"
"1068","문화 및 레저서비스","전문몰","2019_10","83368","2019","10"
"1069","e쿠폰서비스","계","2019_10","296613","2019","10"
"1070","e쿠폰서비스","종합몰","2019_10","291393","2019","10"
"1071","e쿠폰서비스","전문몰","2019_10","5220","2019","10"
"1072","음식서비스","계","2019_10","907731","2019","10"
"1073","음식서비스","종합몰","2019_10","10288","2019","10"
"1074","음식서비스","전문몰","2019_10","897443","2019","10"
"1075","기타서비스","계","2019_10","105421","2019","10"
"1076","기타서비스","종합몰","2019_10","71022","2019","10"
"1077","기타서비스","전문몰","2019_10","34399","2019","10"
"1078","기타","계","2019_10","259873","2019","10"
"1079","기타","종합몰","2019_10","209858","2019","10"
"1080","기타","전문몰","2019_10","50015","2019","10"
"1081","합계","계","2019_9","11261479","2019","9"
"1082","합계","종합몰","2019_9","7450215","2019","9"
"1083","합계","전문몰","2019_9","3811264","2019","9"
"1084","컴퓨터 및 주변기기","계","2019_9","433036","2019","9"
"1085","컴퓨터 및 주변기기","종합몰","2019_9","297539","2019","9"
"1086","컴퓨터 및 주변기기","전문몰","2019_9","135497","2019","9"
"1087","가전·전자·통신기기","계","2019_9","1123198","2019","9"
"1088","가전·전자·통신기기","종합몰","2019_9","969159","2019","9"
"1089","가전·전자·통신기기","전문몰","2019_9","154039","2019","9"
"1090","서적","계","2019_9","148073","2019","9"
"1091","서적","종합몰","2019_9","47704","2019","9"
"1092","서적","전문몰","2019_9","100369","2019","9"
"1093","사무·문구","계","2019_9","70541","2019","9"
"1094","사무·문구","종합몰","2019_9","49054","2019","9"
"1095","사무·문구","전문몰","2019_9","21487","2019","9"
"1096","의복","계","2019_9","1164885","2019","9"
"1097","의복","종합몰","2019_9","606510","2019","9"
"1098","의복","전문몰","2019_9","558375","2019","9"
"1099","신발","계","2019_9","172919","2019","9"
"1100","신발","종합몰","2019_9","115365","2019","9"
"1101","신발","전문몰","2019_9","57554","2019","9"
"1102","가방","계","2019_9","222087","2019","9"
"1103","가방","종합몰","2019_9","197006","2019","9"
"1104","가방","전문몰","2019_9","25081","2019","9"
"1105","패션용품 및 액세서리","계","2019_9","209177","2019","9"
"1106","패션용품 및 액세서리","종합몰","2019_9","166974","2019","9"
"1107","패션용품 및 액세서리","전문몰","2019_9","42203","2019","9"
"1108","스포츠·레저용품","계","2019_9","338907","2019","9"
"1109","스포츠·레저용품","종합몰","2019_9","273329","2019","9"
"1110","스포츠·레저용품","전문몰","2019_9","65578","2019","9"
"1111","화장품","계","2019_9","1101042","2019","9"
"1112","화장품","종합몰","2019_9","1016297","2019","9"
"1113","화장품","전문몰","2019_9","84745","2019","9"
"1114","아동·유아용품","계","2019_9","321548","2019","9"
"1115","아동·유아용품","종합몰","2019_9","287930","2019","9"
"1116","아동·유아용품","전문몰","2019_9","33618","2019","9"
"1117","음·식료품","계","2019_9","1231839","2019","9"
"1118","음·식료품","종합몰","2019_9","1002875","2019","9"
"1119","음·식료품","전문몰","2019_9","228964","2019","9"
"1120","농축수산물","계","2019_9","357299","2019","9"
"1121","농축수산물","종합몰","2019_9","307981","2019","9"
"1122","농축수산물","전문몰","2019_9","49318","2019","9"
"1123","생활용품","계","2019_9","838149","2019","9"
"1124","생활용품","종합몰","2019_9","730526","2019","9"
"1125","생활용품","전문몰","2019_9","107623","2019","9"
"1126","자동차 및 자동차용품","계","2019_9","168561","2019","9"
"1127","자동차 및 자동차용품","종합몰","2019_9","150960","2019","9"
"1128","자동차 및 자동차용품","전문몰","2019_9","17601","2019","9"
"1129","가구","계","2019_9","286636","2019","9"
"1130","가구","종합몰","2019_9","255073","2019","9"
"1131","가구","전문몰","2019_9","31563","2019","9"
"1132","애완용품","계","2019_9","80834","2019","9"
"1133","애완용품","종합몰","2019_9","66638","2019","9"
"1134","애완용품","전문몰","2019_9","14196","2019","9"
"1135","여행 및 교통서비스","계","2019_9","1315828","2019","9"
"1136","여행 및 교통서비스","종합몰","2019_9","285209","2019","9"
"1137","여행 및 교통서비스","전문몰","2019_9","1030619","2019","9"
"1138","문화 및 레저서비스","계","2019_9","153186","2019","9"
"1139","문화 및 레저서비스","종합몰","2019_9","80276","2019","9"
"1140","문화 및 레저서비스","전문몰","2019_9","72910","2019","9"
"1141","e쿠폰서비스","계","2019_9","272024","2019","9"
"1142","e쿠폰서비스","종합몰","2019_9","265897","2019","9"
"1143","e쿠폰서비스","전문몰","2019_9","6127","2019","9"
"1144","음식서비스","계","2019_9","850015","2019","9"
"1145","음식서비스","종합몰","2019_9","8490","2019","9"
"1146","음식서비스","전문몰","2019_9","841525","2019","9"
"1147","기타서비스","계","2019_9","159365","2019","9"
"1148","기타서비스","종합몰","2019_9","67136","2019","9"
"1149","기타서비스","전문몰","2019_9","92229","2019","9"
"1150","기타","계","2019_9","242332","2019","9"
"1151","기타","종합몰","2019_9","202287","2019","9"
"1152","기타","전문몰","2019_9","40045","2019","9"
"1153","합계","계","2019_8","11278634","2019","8"
"1154","합계","종합몰","2019_8","7293814","2019","8"
"1155","합계","전문몰","2019_8","3984820","2019","8"
"1156","컴퓨터 및 주변기기","계","2019_8","444873","2019","8"
"1157","컴퓨터 및 주변기기","종합몰","2019_8","300070","2019","8"
"1158","컴퓨터 및 주변기기","전문몰","2019_8","144803","2019","8"
"1159","가전·전자·통신기기","계","2019_8","1221816","2019","8"
"1160","가전·전자·통신기기","종합몰","2019_8","1033626","2019","8"
"1161","가전·전자·통신기기","전문몰","2019_8","188190","2019","8"
"1162","서적","계","2019_8","155439","2019","8"
"1163","서적","종합몰","2019_8","47733","2019","8"
"1164","서적","전문몰","2019_8","107706","2019","8"
"1165","사무·문구","계","2019_8","70328","2019","8"
"1166","사무·문구","종합몰","2019_8","46389","2019","8"
"1167","사무·문구","전문몰","2019_8","23939","2019","8"
"1168","의복","계","2019_8","892423","2019","8"
"1169","의복","종합몰","2019_8","474475","2019","8"
"1170","의복","전문몰","2019_8","417948","2019","8"
"1171","신발","계","2019_8","149832","2019","8"
"1172","신발","종합몰","2019_8","94716","2019","8"
"1173","신발","전문몰","2019_8","55116","2019","8"
"1174","가방","계","2019_8","217284","2019","8"
"1175","가방","종합몰","2019_8","191498","2019","8"
"1176","가방","전문몰","2019_8","25786","2019","8"
"1177","패션용품 및 액세서리","계","2019_8","209411","2019","8"
"1178","패션용품 및 액세서리","종합몰","2019_8","163081","2019","8"
"1179","패션용품 및 액세서리","전문몰","2019_8","46330","2019","8"
"1180","스포츠·레저용품","계","2019_8","331124","2019","8"
"1181","스포츠·레저용품","종합몰","2019_8","267489","2019","8"
"1182","스포츠·레저용품","전문몰","2019_8","63635","2019","8"
"1183","화장품","계","2019_8","1037824","2019","8"
"1184","화장품","종합몰","2019_8","950578","2019","8"
"1185","화장품","전문몰","2019_8","87246","2019","8"
"1186","아동·유아용품","계","2019_8","305971","2019","8"
"1187","아동·유아용품","종합몰","2019_8","271793","2019","8"
"1188","아동·유아용품","전문몰","2019_8","34178","2019","8"
"1189","음·식료품","계","2019_8","1213010","2019","8"
"1190","음·식료품","종합몰","2019_8","982329","2019","8"
"1191","음·식료품","전문몰","2019_8","230681","2019","8"
"1192","농축수산물","계","2019_8","304892","2019","8"
"1193","농축수산물","종합몰","2019_8","263451","2019","8"
"1194","농축수산물","전문몰","2019_8","41441","2019","8"
"1195","생활용품","계","2019_8","851386","2019","8"
"1196","생활용품","종합몰","2019_8","748215","2019","8"
"1197","생활용품","전문몰","2019_8","103171","2019","8"
"1198","자동차 및 자동차용품","계","2019_8","110450","2019","8"
"1199","자동차 및 자동차용품","종합몰","2019_8","90932","2019","8"
"1200","자동차 및 자동차용품","전문몰","2019_8","19518","2019","8"
"1201","가구","계","2019_8","274217","2019","8"
"1202","가구","종합몰","2019_8","240579","2019","8"
"1203","가구","전문몰","2019_8","33638","2019","8"
"1204","애완용품","계","2019_8","75856","2019","8"
"1205","애완용품","종합몰","2019_8","63557","2019","8"
"1206","애완용품","전문몰","2019_8","12299","2019","8"
"1207","여행 및 교통서비스","계","2019_8","1625159","2019","8"
"1208","여행 및 교통서비스","종합몰","2019_8","370650","2019","8"
"1209","여행 및 교통서비스","전문몰","2019_8","1254509","2019","8"
"1210","문화 및 레저서비스","계","2019_8","197185","2019","8"
"1211","문화 및 레저서비스","종합몰","2019_8","84249","2019","8"
"1212","문화 및 레저서비스","전문몰","2019_8","112936","2019","8"
"1213","e쿠폰서비스","계","2019_8","304146","2019","8"
"1214","e쿠폰서비스","종합몰","2019_8","298896","2019","8"
"1215","e쿠폰서비스","전문몰","2019_8","5250","2019","8"
"1216","음식서비스","계","2019_8","914251","2019","8"
"1217","음식서비스","종합몰","2019_8","8617","2019","8"
"1218","음식서비스","전문몰","2019_8","905634","2019","8"
"1219","기타서비스","계","2019_8","113270","2019","8"
"1220","기타서비스","종합몰","2019_8","86447","2019","8"
"1221","기타서비스","전문몰","2019_8","26823","2019","8"
"1222","기타","계","2019_8","258487","2019","8"
"1223","기타","종합몰","2019_8","214444","2019","8"
"1224","기타","전문몰","2019_8","44043","2019","8"
"1225","합계","계","2019_7","11197264","2019","7"
"1226","합계","종합몰","2019_7","7249561","2019","7"
"1227","합계","전문몰","2019_7","3947703","2019","7"
"1228","컴퓨터 및 주변기기","계","2019_7","440060","2019","7"
"1229","컴퓨터 및 주변기기","종합몰","2019_7","300894","2019","7"
"1230","컴퓨터 및 주변기기","전문몰","2019_7","139166","2019","7"
"1231","가전·전자·통신기기","계","2019_7","1263648","2019","7"
"1232","가전·전자·통신기기","종합몰","2019_7","1084065","2019","7"
