"","년도","월","분기","판매매체별","중분류","상품군별","매출액","전월_대비매출현황","전월대비_증감","season","total_case","경기심리지수","경기심리지수_증감률_2017기준","소비자심리지수","소비자지수_증감률_2017기준","기기별_검색추이","성별","선호_성별_검색추이","선호연령대","선호연령대_성별","선호연령대_검색추이"
"354","2017","9","3Q","모바일","패션잡화","패션용품 및 액세서리",107005,110615,"감소","fall",0,99.1,3,108.2,15.8,46.73995,"f",44.91575,"30","여자",53.69283
"355","2017","9","3Q","인터넷","패션잡화","가방",48352,47640,"증가","fall",0,99.1,3,108.2,15.8,6.55546,"m",65.25739,"30","남자",62.64946
"356","2017","9","3Q","인터넷","패션잡화","신발",49838,40961,"증가","fall",0,99.1,3,108.2,15.8,6.55546,"m",65.25739,"30","남자",62.64946
"357","2017","9","3Q","인터넷","패션잡화","의복",434408,338973,"증가","fall",0,99.1,3,108.2,15.8,6.55546,"m",65.25739,"30","남자",62.64946
"358","2017","9","3Q","인터넷","패션잡화","패션용품 및 액세서리",63340,67589,"감소","fall",0,99.1,3,108.2,15.8,6.55546,"m",65.25739,"30","남자",62.64946
"359","2017","9","3Q","모바일","화장품_미용","화장품",385834,372187,"증가","fall",0,99.1,3,108.2,15.8,44.44398,"f",44.84926,"30","여자",51.16132
"360","2017","9","3Q","인터넷","화장품_미용","화장품",331282,280375,"증가","fall",0,99.1,3,108.2,15.8,7.66291,"f",62.88924,"30","여자",53.52153
"361","2017","10","4Q","모바일","가구_인테리어","가구",137353,135835,"증가","fall",0,102.1,6.1,109.7,17.5,51.203065,"f",49.22024,"30","여자",69.06119
"362","2017","10","4Q","인터넷","가구_인테리어","가구",85731,91966,"감소","fall",0,102.1,6.1,109.7,17.5,12.21947,"m",77.87723,"30","남자",106.66841
"363","2017","10","4Q","모바일","디지털_가전","가전·전자·통신기기",394994,363151,"증가","fall",0,102.1,6.1,109.7,17.5,45.860825,"f",41.37548,"30","여자",49.27553
"364","2017","10","4Q","모바일","디지털_가전","자동차 및 자동차용품",48053,50478,"감소","fall",0,102.1,6.1,109.7,17.5,45.860825,"f",41.37548,"30","여자",49.27553
"365","2017","10","4Q","모바일","디지털_가전","컴퓨터 및 주변기기",118174,128865,"감소","fall",0,102.1,6.1,109.7,17.5,45.860825,"f",41.37548,"30","여자",49.27553
"366","2017","10","4Q","인터넷","디지털_가전","가전·전자·통신기기",333413,343507,"감소","fall",0,102.1,6.1,109.7,17.5,18.38252,"m",106.24451,"30","남자",113.28431
"367","2017","10","4Q","인터넷","디지털_가전","자동차 및 자동차용품",32422,36519,"감소","fall",0,102.1,6.1,109.7,17.5,18.38252,"m",106.24451,"30","남자",113.28431
"368","2017","10","4Q","인터넷","디지털_가전","컴퓨터 및 주변기기",235350,270647,"감소","fall",0,102.1,6.1,109.7,17.5,18.38252,"m",106.24451,"30","남자",113.28431
"369","2017","10","4Q","모바일","생활_건강","사무·문구",18898,20792,"감소","fall",0,102.1,6.1,109.7,17.5,34.54916,"m",38.14955,"30","남자",59.62286
"370","2017","10","4Q","모바일","생활_건강","생활용품",374151,388499,"감소","fall",0,102.1,6.1,109.7,17.5,34.54916,"m",38.14955,"30","남자",59.62286
"371","2017","10","4Q","모바일","생활_건강","서적",41293,47891,"감소","fall",0,102.1,6.1,109.7,17.5,34.54916,"m",38.14955,"30","남자",59.62286
"372","2017","10","4Q","모바일","생활_건강","애완용품",41763,41752,"증가","fall",0,102.1,6.1,109.7,17.5,34.54916,"m",38.14955,"30","남자",59.62286
"373","2017","10","4Q","인터넷","생활_건강","사무·문구",37422,39683,"감소","fall",0,102.1,6.1,109.7,17.5,6.368835,"m",42.76783,"30","남자",24.7864
"374","2017","10","4Q","인터넷","생활_건강","생활용품",227897,265245,"감소","fall",0,102.1,6.1,109.7,17.5,6.368835,"m",42.76783,"30","남자",24.7864
"375","2017","10","4Q","인터넷","생활_건강","서적",72439,88774,"감소","fall",0,102.1,6.1,109.7,17.5,6.368835,"m",42.76783,"30","남자",24.7864
"376","2017","10","4Q","인터넷","생활_건강","애완용품",22728,24325,"감소","fall",0,102.1,6.1,109.7,17.5,6.368835,"m",42.76783,"30","남자",24.7864
"377","2017","10","4Q","모바일","스포츠_레져","스포츠·레저용품",148099,141138,"증가","fall",0,102.1,6.1,109.7,17.5,48.283935,"m",48.63392,"30","남자",58.43349
"378","2017","10","4Q","인터넷","스포츠_레져","스포츠·레저용품",126699,124327,"증가","fall",0,102.1,6.1,109.7,17.5,7.458615,"m",65.68472,"30","남자",75.48521
"379","2017","10","4Q","모바일","식품","농축수산물",107471,166426,"감소","fall",0,102.1,6.1,109.7,17.5,26.331785,"f",24.26308,"30","여자",32.44387
"380","2017","10","4Q","모바일","식품","음·식료품",392399,511044,"감소","fall",0,102.1,6.1,109.7,17.5,26.331785,"f",24.26308,"30","여자",32.44387
"381","2017","10","4Q","인터넷","식품","농축수산물",67310,122538,"감소","fall",0,102.1,6.1,109.7,17.5,5.853625,"m",41.82878,"30","남자",46.44176
"382","2017","10","4Q","인터넷","식품","음·식료품",216216,316807,"감소","fall",0,102.1,6.1,109.7,17.5,5.853625,"m",41.82878,"30","남자",46.44176
"383","2017","10","4Q","모바일","여가_생활편의","e쿠폰서비스",79602,83024,"감소","fall",0,102.1,6.1,109.7,17.5,NA,NA,NA,NA,NA,NA
"384","2017","10","4Q","모바일","여가_생활편의","문화 및 레저서비스",81688,52535,"증가","fall",0,102.1,6.1,109.7,17.5,NA,NA,NA,NA,NA,NA
"385","2017","10","4Q","모바일","여가_생활편의","여행 및 교통서비스",658486,684418,"감소","fall",0,102.1,6.1,109.7,17.5,NA,NA,NA,NA,NA,NA
"386","2017","10","4Q","인터넷","여가_생활편의","e쿠폰서비스",16436,17375,"감소","fall",0,102.1,6.1,109.7,17.5,NA,NA,NA,NA,NA,NA
"387","2017","10","4Q","인터넷","여가_생활편의","문화 및 레저서비스",97818,74496,"증가","fall",0,102.1,6.1,109.7,17.5,NA,NA,NA,NA,NA,NA
"388","2017","10","4Q","인터넷","여가_생활편의","여행 및 교통서비스",549027,538530,"증가","fall",0,102.1,6.1,109.7,17.5,NA,NA,NA,NA,NA,NA
"389","2017","10","4Q","모바일","출산_육아","아동·유아용품",189740,196306,"감소","fall",0,102.1,6.1,109.7,17.5,20.031615,"f",13.87194,"30","여자",26.89741
"390","2017","10","4Q","인터넷","출산_육아","아동·유아용품",70801,75971,"감소","fall",0,102.1,6.1,109.7,17.5,3.62032,"f",30.88532,"30","여자",48.0597
"391","2017","10","4Q","모바일","패션잡화","가방",112662,116864,"감소","fall",0,102.1,6.1,109.7,17.5,50.43437,"f",50.21639,"30","여자",61.62625
"392","2017","10","4Q","모바일","패션잡화","신발",92565,90408,"증가","fall",0,102.1,6.1,109.7,17.5,50.43437,"f",50.21639,"30","여자",61.62625
"393","2017","10","4Q","모바일","패션잡화","의복",595469,525271,"증가","fall",0,102.1,6.1,109.7,17.5,50.43437,"f",50.21639,"30","여자",61.62625
"394","2017","10","4Q","모바일","패션잡화","패션용품 및 액세서리",104244,107005,"감소","fall",0,102.1,6.1,109.7,17.5,50.43437,"f",50.21639,"30","여자",61.62625
"395","2017","10","4Q","인터넷","패션잡화","가방",44345,48352,"감소","fall",0,102.1,6.1,109.7,17.5,8.04243,"m",77.66174,"30","남자",79.59668
"396","2017","10","4Q","인터넷","패션잡화","신발",47801,49838,"감소","fall",0,102.1,6.1,109.7,17.5,8.04243,"m",77.66174,"30","남자",79.59668
"397","2017","10","4Q","인터넷","패션잡화","의복",439236,434408,"증가","fall",0,102.1,6.1,109.7,17.5,8.04243,"m",77.66174,"30","남자",79.59668
"398","2017","10","4Q","인터넷","패션잡화","패션용품 및 액세서리",57204,63340,"감소","fall",0,102.1,6.1,109.7,17.5,8.04243,"m",77.66174,"30","남자",79.59668
"399","2017","10","4Q","모바일","화장품_미용","화장품",366559,385834,"감소","fall",0,102.1,6.1,109.7,17.5,53.115625,"f",52.56306,"30","여자",60.62093
"400","2017","10","4Q","인터넷","화장품_미용","화장품",311318,331282,"감소","fall",0,102.1,6.1,109.7,17.5,10.61949,"f",88.19266,"30","여자",80.3929
"401","2017","11","4Q","모바일","가구_인테리어","가구",145819,137353,"증가","fall",0,102.1,6.1,112.9,20.9,45.551505,"f",42.78351,"30","여자",62.42828
"402","2017","11","4Q","인터넷","가구_인테리어","가구",96351,85731,"증가","fall",0,102.1,6.1,112.9,20.9,10.321855,"m",64.28212,"30","남자",80.78626
"403","2017","11","4Q","모바일","디지털_가전","가전·전자·통신기기",485981,394994,"증가","fall",0,102.1,6.1,112.9,20.9,48.41447,"f",43.38578,"30","여자",53.32393
"404","2017","11","4Q","모바일","디지털_가전","자동차 및 자동차용품",50031,48053,"증가","fall",0,102.1,6.1,112.9,20.9,48.41447,"f",43.38578,"30","여자",53.32393
"405","2017","11","4Q","모바일","디지털_가전","컴퓨터 및 주변기기",157832,118174,"증가","fall",0,102.1,6.1,112.9,20.9,48.41447,"f",43.38578,"30","여자",53.32393
"406","2017","11","4Q","인터넷","디지털_가전","가전·전자·통신기기",462529,333413,"증가","fall",0,102.1,6.1,112.9,20.9,22.233395,"m",131.76974,"30","남자",156.69995
"407","2017","11","4Q","인터넷","디지털_가전","자동차 및 자동차용품",39536,32422,"증가","fall",0,102.1,6.1,112.9,20.9,22.233395,"m",131.76974,"30","남자",156.69995
"408","2017","11","4Q","인터넷","디지털_가전","컴퓨터 및 주변기기",302907,235350,"증가","fall",0,102.1,6.1,112.9,20.9,22.233395,"m",131.76974,"30","남자",156.69995
"409","2017","11","4Q","모바일","생활_건강","사무·문구",23812,18898,"증가","fall",0,102.1,6.1,112.9,20.9,35.419195,"m",37.69615,"30","남자",58.90469
"410","2017","11","4Q","모바일","생활_건강","생활용품",434326,374151,"증가","fall",0,102.1,6.1,112.9,20.9,35.419195,"m",37.69615,"30","남자",58.90469
"411","2017","11","4Q","모바일","생활_건강","서적",44577,41293,"증가","fall",0,102.1,6.1,112.9,20.9,35.419195,"m",37.69615,"30","남자",58.90469
"412","2017","11","4Q","모바일","생활_건강","애완용품",46998,41763,"증가","fall",0,102.1,6.1,112.9,20.9,35.419195,"m",37.69615,"30","남자",58.90469
"413","2017","11","4Q","인터넷","생활_건강","사무·문구",44129,37422,"증가","fall",0,102.1,6.1,112.9,20.9,6.684295,"m",44.08039,"30","남자",29.89157
"414","2017","11","4Q","인터넷","생활_건강","생활용품",274287,227897,"증가","fall",0,102.1,6.1,112.9,20.9,6.684295,"m",44.08039,"30","남자",29.89157
"415","2017","11","4Q","인터넷","생활_건강","서적",87946,72439,"증가","fall",0,102.1,6.1,112.9,20.9,6.684295,"m",44.08039,"30","남자",29.89157
"416","2017","11","4Q","인터넷","생활_건강","애완용품",25677,22728,"증가","fall",0,102.1,6.1,112.9,20.9,6.684295,"m",44.08039,"30","남자",29.89157
"417","2017","11","4Q","모바일","스포츠_레져","스포츠·레저용품",171843,148099,"증가","fall",0,102.1,6.1,112.9,20.9,36.653025,"m",36.58357,"30","남자",45.63169
"418","2017","11","4Q","인터넷","스포츠_레져","스포츠·레저용품",141177,126699,"증가","fall",0,102.1,6.1,112.9,20.9,5.59359,"m",47.84331,"30","남자",55.61826
"419","2017","11","4Q","모바일","식품","농축수산물",132643,107471,"증가","fall",0,102.1,6.1,112.9,20.9,24.553615,"f",24.10033,"30","여자",32.89766
"420","2017","11","4Q","모바일","식품","음·식료품",448282,392399,"증가","fall",0,102.1,6.1,112.9,20.9,24.553615,"f",24.10033,"30","여자",32.89766
"421","2017","11","4Q","인터넷","식품","농축수산물",76101,67310,"증가","fall",0,102.1,6.1,112.9,20.9,5.39072,"m",37.62443,"30","남자",44.05682
"422","2017","11","4Q","인터넷","식품","음·식료품",253308,216216,"증가","fall",0,102.1,6.1,112.9,20.9,5.39072,"m",37.62443,"30","남자",44.05682
"423","2017","11","4Q","모바일","여가_생활편의","e쿠폰서비스",104091,79602,"증가","fall",0,102.1,6.1,112.9,20.9,NA,NA,NA,NA,NA,NA
"424","2017","11","4Q","모바일","여가_생활편의","문화 및 레저서비스",79622,81688,"감소","fall",0,102.1,6.1,112.9,20.9,NA,NA,NA,NA,NA,NA
"425","2017","11","4Q","모바일","여가_생활편의","여행 및 교통서비스",639102,658486,"감소","fall",0,102.1,6.1,112.9,20.9,NA,NA,NA,NA,NA,NA
"426","2017","11","4Q","인터넷","여가_생활편의","e쿠폰서비스",20237,16436,"증가","fall",0,102.1,6.1,112.9,20.9,NA,NA,NA,NA,NA,NA
"427","2017","11","4Q","인터넷","여가_생활편의","문화 및 레저서비스",65460,97818,"감소","fall",0,102.1,6.1,112.9,20.9,NA,NA,NA,NA,NA,NA
"428","2017","11","4Q","인터넷","여가_생활편의","여행 및 교통서비스",518560,549027,"감소","fall",0,102.1,6.1,112.9,20.9,NA,NA,NA,NA,NA,NA
"429","2017","11","4Q","모바일","출산_육아","아동·유아용품",215042,189740,"증가","fall",0,102.1,6.1,112.9,20.9,13.285635,"f",7.15123,"30","여자",20.40079
"430","2017","11","4Q","인터넷","출산_육아","아동·유아용품",84549,70801,"증가","fall",0,102.1,6.1,112.9,20.9,3.188265,"f",28.26796,"30","여자",47.51114
"431","2017","11","4Q","모바일","패션잡화","가방",120428,112662,"증가","fall",0,102.1,6.1,112.9,20.9,47.34666,"f",46.67044,"30","여자",60.48994
"432","2017","11","4Q","모바일","패션잡화","신발",114073,92565,"증가","fall",0,102.1,6.1,112.9,20.9,47.34666,"f",46.67044,"30","여자",60.48994
"433","2017","11","4Q","모바일","패션잡화","의복",857482,595469,"증가","fall",0,102.1,6.1,112.9,20.9,47.34666,"f",46.67044,"30","여자",60.48994
"434","2017","11","4Q","모바일","패션잡화","패션용품 및 액세서리",123504,104244,"증가","fall",0,102.1,6.1,112.9,20.9,47.34666,"f",46.67044,"30","여자",60.48994
"435","2017","11","4Q","인터넷","패션잡화","가방",49080,44345,"증가","fall",0,102.1,6.1,112.9,20.9,7.384755,"m",71.03853,"30","남자",74.30914
"436","2017","11","4Q","인터넷","패션잡화","신발",61475,47801,"증가","fall",0,102.1,6.1,112.9,20.9,7.384755,"m",71.03853,"30","남자",74.30914
"437","2017","11","4Q","인터넷","패션잡화","의복",586462,439236,"증가","fall",0,102.1,6.1,112.9,20.9,7.384755,"m",71.03853,"30","남자",74.30914
"438","2017","11","4Q","인터넷","패션잡화","패션용품 및 액세서리",66076,57204,"증가","fall",0,102.1,6.1,112.9,20.9,7.384755,"m",71.03853,"30","남자",74.30914
"439","2017","11","4Q","모바일","화장품_미용","화장품",434703,366559,"증가","fall",0,102.1,6.1,112.9,20.9,48.46994,"f",49.7394,"30","여자",58.23165
"440","2017","11","4Q","인터넷","화장품_미용","화장품",354520,311318,"증가","fall",0,102.1,6.1,112.9,20.9,9.06141,"f",82.52691,"30","여자",75.37905
"441","2017","12","4Q","모바일","가구_인테리어","가구",132574,145819,"감소","winter",0,101.8,5.8,111.4,19.3,53.547165,"f",51.28601,"30","여자",70.0561
"442","2017","12","4Q","인터넷","가구_인테리어","가구",88111,96351,"감소","winter",0,101.8,5.8,111.4,19.3,9.917675,"m",62.43362,"30","남자",75.84798
"443","2017","12","4Q","모바일","디지털_가전","가전·전자·통신기기",427298,485981,"감소","winter",0,101.8,5.8,111.4,19.3,53.183495,"f",47.09022,"30","여자",54.69663
"444","2017","12","4Q","모바일","디지털_가전","자동차 및 자동차용품",47508,50031,"감소","winter",0,101.8,5.8,111.4,19.3,53.183495,"f",47.09022,"30","여자",54.69663
"445","2017","12","4Q","모바일","디지털_가전","컴퓨터 및 주변기기",155301,157832,"감소","winter",0,101.8,5.8,111.4,19.3,53.183495,"f",47.09022,"30","여자",54.69663
"446","2017","12","4Q","인터넷","디지털_가전","가전·전자·통신기기",387969,462529,"감소","winter",0,101.8,5.8,111.4,19.3,21.96904,"m",131.73992,"30","남자",157.32682
"447","2017","12","4Q","인터넷","디지털_가전","자동차 및 자동차용품",37716,39536,"감소","winter",0,101.8,5.8,111.4,19.3,21.96904,"m",131.73992,"30","남자",157.32682
"448","2017","12","4Q","인터넷","디지털_가전","컴퓨터 및 주변기기",320177,302907,"증가","winter",0,101.8,5.8,111.4,19.3,21.96904,"m",131.73992,"30","남자",157.32682
"449","2017","12","4Q","모바일","생활_건강","사무·문구",27303,23812,"증가","winter",0,101.8,5.8,111.4,19.3,37.653165,"m",40.14054,"30","남자",61.78308
"450","2017","12","4Q","모바일","생활_건강","생활용품",417191,434326,"감소","winter",0,101.8,5.8,111.4,19.3,37.653165,"m",40.14054,"30","남자",61.78308
"451","2017","12","4Q","모바일","생활_건강","서적",58092,44577,"증가","winter",0,101.8,5.8,111.4,19.3,37.653165,"m",40.14054,"30","남자",61.78308
"452","2017","12","4Q","모바일","생활_건강","애완용품",39074,46998,"감소","winter",0,101.8,5.8,111.4,19.3,37.653165,"m",40.14054,"30","남자",61.78308
"453","2017","12","4Q","인터넷","생활_건강","사무·문구",50562,44129,"증가","winter",0,101.8,5.8,111.4,19.3,6.16428,"m",40.91579,"30","남자",25.28436
"454","2017","12","4Q","인터넷","생활_건강","생활용품",264710,274287,"감소","winter",0,101.8,5.8,111.4,19.3,6.16428,"m",40.91579,"30","남자",25.28436
"455","2017","12","4Q","인터넷","생활_건강","서적",103589,87946,"증가","winter",0,101.8,5.8,111.4,19.3,6.16428,"m",40.91579,"30","남자",25.28436
"456","2017","12","4Q","인터넷","생활_건강","애완용품",23206,25677,"감소","winter",0,101.8,5.8,111.4,19.3,6.16428,"m",40.91579,"30","남자",25.28436
"457","2017","12","4Q","모바일","스포츠_레져","스포츠·레저용품",139821,171843,"감소","winter",0,101.8,5.8,111.4,19.3,50.018995,"m",43.04266,"30","남자",50.05656
"458","2017","12","4Q","인터넷","스포츠_레져","스포츠·레저용품",118429,141177,"감소","winter",0,101.8,5.8,111.4,19.3,5.71711,"m",46.90577,"30","남자",53.54539
"459","2017","12","4Q","모바일","식품","농축수산물",146060,132643,"증가","winter",0,101.8,5.8,111.4,19.3,25.406265,"f",24.32051,"30","여자",33.07075
"460","2017","12","4Q","모바일","식품","음·식료품",451629,448282,"증가","winter",0,101.8,5.8,111.4,19.3,25.406265,"f",24.32051,"30","여자",33.07075
"461","2017","12","4Q","인터넷","식품","농축수산물",75792,76101,"감소","winter",0,101.8,5.8,111.4,19.3,4.94578,"m",35.52371,"30","남자",40.2954
"462","2017","12","4Q","인터넷","식품","음·식료품",258055,253308,"증가","winter",0,101.8,5.8,111.4,19.3,4.94578,"m",35.52371,"30","남자",40.2954
"463","2017","12","4Q","모바일","여가_생활편의","e쿠폰서비스",122247,104091,"증가","winter",0,101.8,5.8,111.4,19.3,NA,NA,NA,NA,NA,NA
"464","2017","12","4Q","모바일","여가_생활편의","문화 및 레저서비스",135272,79622,"증가","winter",0,101.8,5.8,111.4,19.3,NA,NA,NA,NA,NA,NA
"465","2017","12","4Q","모바일","여가_생활편의","여행 및 교통서비스",755350,639102,"증가","winter",0,101.8,5.8,111.4,19.3,NA,NA,NA,NA,NA,NA
"466","2017","12","4Q","인터넷","여가_생활편의","e쿠폰서비스",27963,20237,"증가","winter",0,101.8,5.8,111.4,19.3,NA,NA,NA,NA,NA,NA
"467","2017","12","4Q","인터넷","여가_생활편의","문화 및 레저서비스",71778,65460,"증가","winter",0,101.8,5.8,111.4,19.3,NA,NA,NA,NA,NA,NA
"468","2017","12","4Q","인터넷","여가_생활편의","여행 및 교통서비스",522992,518560,"증가","winter",0,101.8,5.8,111.4,19.3,NA,NA,NA,NA,NA,NA
"469","2017","12","4Q","모바일","출산_육아","아동·유아용품",272962,215042,"증가","winter",0,101.8,5.8,111.4,19.3,40.02427,"f",34.33342,"30","여자",51.33405
"470","2017","12","4Q","인터넷","출산_육아","아동·유아용품",104274,84549,"증가","winter",0,101.8,5.8,111.4,19.3,4.61022,"f",47.49969,"30","여자",67.55714
"471","2017","12","4Q","모바일","패션잡화","가방",129802,120428,"증가","winter",0,101.8,5.8,111.4,19.3,62.494875,"f",63.35682,"30","여자",77.07502
"472","2017","12","4Q","모바일","패션잡화","신발",102315,114073,"감소","winter",0,101.8,5.8,111.4,19.3,62.494875,"f",63.35682,"30","여자",77.07502
"473","2017","12","4Q","모바일","패션잡화","의복",737601,857482,"감소","winter",0,101.8,5.8,111.4,19.3,62.494875,"f",63.35682,"30","여자",77.07502
"474","2017","12","4Q","모바일","패션잡화","패션용품 및 액세서리",136433,123504,"증가","winter",0,101.8,5.8,111.4,19.3,62.494875,"f",63.35682,"30","여자",77.07502
"475","2017","12","4Q","인터넷","패션잡화","가방",51051,49080,"증가","winter",0,101.8,5.8,111.4,19.3,7.648845,"m",73.68848,"30","남자",72.8018
"476","2017","12","4Q","인터넷","패션잡화","신발",52613,61475,"감소","winter",0,101.8,5.8,111.4,19.3,7.648845,"m",73.68848,"30","남자",72.8018
"477","2017","12","4Q","인터넷","패션잡화","의복",458290,586462,"감소","winter",0,101.8,5.8,111.4,19.3,7.648845,"m",73.68848,"30","남자",72.8018
"478","2017","12","4Q","인터넷","패션잡화","패션용품 및 액세서리",69667,66076,"증가","winter",0,101.8,5.8,111.4,19.3,7.648845,"m",73.68848,"30","남자",72.8018
"479","2017","12","4Q","모바일","화장품_미용","화장품",412990,434703,"감소","winter",0,101.8,5.8,111.4,19.3,56.21484,"f",57.2991,"30","여자",67.79801
"480","2017","12","4Q","인터넷","화장품_미용","화장품",290554,354520,"감소","winter",0,101.8,5.8,111.4,19.3,9.15623,"f",75.46515,"30","여자",68.72228
"481","2018","1","1Q","모바일","가구_인테리어","가구",159155,132574,"증가","winter",0,99.6,3.5,110.7,18.5,57.98528,"f",58.45834,"30","여자",74.81505
"482","2018","1","1Q","인터넷","가구_인테리어","가구",92737,88111,"증가","winter",0,99.6,3.5,110.7,18.5,10.22651,"m",64.55799,"30","남자",76.17206
"483","2018","1","1Q","모바일","디지털_가전","가전·전자·통신기기",459257,427298,"증가","winter",0,99.6,3.5,110.7,18.5,61.38275,"f",55.96724,"30","여자",62.05204
"484","2018","1","1Q","모바일","디지털_가전","자동차 및 자동차용품",45677,47508,"감소","winter",0,99.6,3.5,110.7,18.5,61.38275,"f",55.96724,"30","여자",62.05204
"485","2018","1","1Q","모바일","디지털_가전","컴퓨터 및 주변기기",187441,155301,"증가","winter",0,99.6,3.5,110.7,18.5,61.38275,"f",55.96724,"30","여자",62.05204
"486","2018","1","1Q","인터넷","디지털_가전","가전·전자·통신기기",398999,387969,"증가","winter",0,99.6,3.5,110.7,18.5,12.66544,"m",67.66657,"30","남자",43.75949
"487","2018","1","1Q","인터넷","디지털_가전","자동차 및 자동차용품",31543,37716,"감소","winter",0,99.6,3.5,110.7,18.5,12.66544,"m",67.66657,"30","남자",43.75949
"488","2018","1","1Q","인터넷","디지털_가전","컴퓨터 및 주변기기",324233,320177,"증가","winter",0,99.6,3.5,110.7,18.5,12.66544,"m",67.66657,"30","남자",43.75949
"489","2018","1","1Q","모바일","생활_건강","사무·문구",26473,27303,"감소","winter",0,99.6,3.5,110.7,18.5,50.242285,"m",53.70481,"30","남자",70.39744
"490","2018","1","1Q","모바일","생활_건강","생활용품",449370,417191,"증가","winter",0,99.6,3.5,110.7,18.5,50.242285,"m",53.70481,"30","남자",70.39744
"491","2018","1","1Q","모바일","생활_건강","서적",64132,58092,"증가","winter",0,99.6,3.5,110.7,18.5,50.242285,"m",53.70481,"30","남자",70.39744
"492","2018","1","1Q","모바일","생활_건강","애완용품",47640,39074,"증가","winter",0,99.6,3.5,110.7,18.5,50.242285,"m",53.70481,"30","남자",70.39744
"493","2018","1","1Q","인터넷","생활_건강","사무·문구",46397,50562,"감소","winter",0,99.6,3.5,110.7,18.5,8.686095,"m",64.38558,"30","남자",60.30064
"494","2018","1","1Q","인터넷","생활_건강","생활용품",261059,264710,"감소","winter",0,99.6,3.5,110.7,18.5,8.686095,"m",64.38558,"30","남자",60.30064
"495","2018","1","1Q","인터넷","생활_건강","서적",107123,103589,"증가","winter",0,99.6,3.5,110.7,18.5,8.686095,"m",64.38558,"30","남자",60.30064
"496","2018","1","1Q","인터넷","생활_건강","애완용품",24538,23206,"증가","winter",0,99.6,3.5,110.7,18.5,8.686095,"m",64.38558,"30","남자",60.30064
"497","2018","1","1Q","모바일","스포츠_레져","스포츠·레저용품",126246,139821,"감소","winter",0,99.6,3.5,110.7,18.5,42.791025,"m",39.3253,"30","남자",39.19095
"498","2018","1","1Q","인터넷","스포츠_레져","스포츠·레저용품",104533,118429,"감소","winter",0,99.6,3.5,110.7,18.5,5.3035,"m",44.63748,"30","남자",45.08096
"499","2018","1","1Q","모바일","식품","농축수산물",168319,146060,"증가","winter",0,99.6,3.5,110.7,18.5,42.504575,"f",42.38814,"30","여자",50.54563
"500","2018","1","1Q","모바일","식품","음·식료품",560272,451629,"증가","winter",0,99.6,3.5,110.7,18.5,42.504575,"f",42.38814,"30","여자",50.54563
"501","2018","1","1Q","인터넷","식품","농축수산물",83591,75792,"증가","winter",0,99.6,3.5,110.7,18.5,7.156125,"m",50.7708,"30","남자",57.0009
"502","2018","1","1Q","인터넷","식품","음·식료품",286550,258055,"증가","winter",0,99.6,3.5,110.7,18.5,7.156125,"m",50.7708,"30","남자",57.0009
"503","2018","1","1Q","모바일","여가_생활편의","e쿠폰서비스",85532,122247,"감소","winter",0,99.6,3.5,110.7,18.5,NA,NA,NA,NA,NA,NA
"504","2018","1","1Q","모바일","여가_생활편의","문화 및 레저서비스",118365,135272,"감소","winter",0,99.6,3.5,110.7,18.5,NA,NA,NA,NA,NA,NA
"505","2018","1","1Q","모바일","여가_생활편의","여행 및 교통서비스",805804,755350,"증가","winter",0,99.6,3.5,110.7,18.5,NA,NA,NA,NA,NA,NA
"506","2018","1","1Q","인터넷","여가_생활편의","e쿠폰서비스",20062,27963,"감소","winter",0,99.6,3.5,110.7,18.5,NA,NA,NA,NA,NA,NA
"507","2018","1","1Q","인터넷","여가_생활편의","문화 및 레저서비스",64022,71778,"감소","winter",0,99.6,3.5,110.7,18.5,NA,NA,NA,NA,NA,NA
"508","2018","1","1Q","인터넷","여가_생활편의","여행 및 교통서비스",685630,522992,"증가","winter",0,99.6,3.5,110.7,18.5,NA,NA,NA,NA,NA,NA
"509","2018","1","1Q","모바일","출산_육아","아동·유아용품",219323,272962,"감소","winter",0,99.6,3.5,110.7,18.5,50.29034,"f",50.58235,"30","여자",58.33469
"510","2018","1","1Q","인터넷","출산_육아","아동·유아용품",75872,104274,"감소","winter",0,99.6,3.5,110.7,18.5,4.96499,"f",58.09959,"30","여자",66.97556
"511","2018","1","1Q","모바일","패션잡화","가방",135151,129802,"증가","winter",0,99.6,3.5,110.7,18.5,67.923705,"f",69.2648,"30","여자",72.1694
"512","2018","1","1Q","모바일","패션잡화","신발",85859,102315,"감소","winter",0,99.6,3.5,110.7,18.5,67.923705,"f",69.2648,"30","여자",72.1694
"513","2018","1","1Q","모바일","패션잡화","의복",571852,737601,"감소","winter",0,99.6,3.5,110.7,18.5,67.923705,"f",69.2648,"30","여자",72.1694
"514","2018","1","1Q","모바일","패션잡화","패션용품 및 액세서리",128067,136433,"감소","winter",0,99.6,3.5,110.7,18.5,67.923705,"f",69.2648,"30","여자",72.1694
"515","2018","1","1Q","인터넷","패션잡화","가방",51391,51051,"증가","winter",0,99.6,3.5,110.7,18.5,7.74323,"m",75.85364,"30","남자",81.17325
"516","2018","1","1Q","인터넷","패션잡화","신발",45709,52613,"감소","winter",0,99.6,3.5,110.7,18.5,7.74323,"m",75.85364,"30","남자",81.17325
"517","2018","1","1Q","인터넷","패션잡화","의복",392385,458290,"감소","winter",0,99.6,3.5,110.7,18.5,7.74323,"m",75.85364,"30","남자",81.17325
