"","period","ratio","group","카테고리명","검색기기","년도","월"
"405","2018-11-01",54.16969,"f","가구_인테리어","mobile","2018","11"
"406","2018-11-01",18.77836,"m","가구_인테리어","mobile","2018","11"
"407","2018-12-01",58.17306,"f","가구_인테리어","mobile","2018","12"
"408","2018-12-01",20.04382,"m","가구_인테리어","mobile","2018","12"
"409","2019-01-01",58.44799,"f","가구_인테리어","mobile","2019","1"
"410","2019-01-01",19.88662,"m","가구_인테리어","mobile","2019","1"
"411","2019-02-01",53.42292,"f","가구_인테리어","mobile","2019","2"
"412","2019-02-01",18.7308,"m","가구_인테리어","mobile","2019","2"
"413","2019-03-01",54.11154,"f","가구_인테리어","mobile","2019","3"
"414","2019-03-01",19.85897,"m","가구_인테리어","mobile","2019","3"
"415","2019-04-01",44.93406,"f","가구_인테리어","mobile","2019","4"
"416","2019-04-01",16.64498,"m","가구_인테리어","mobile","2019","4"
"417","2019-05-01",48.07769,"f","가구_인테리어","mobile","2019","5"
"418","2019-05-01",17.66326,"m","가구_인테리어","mobile","2019","5"
"419","2019-06-01",51.5421,"f","가구_인테리어","mobile","2019","6"
"420","2019-06-01",18.53204,"m","가구_인테리어","mobile","2019","6"
"421","2019-07-01",55.62427,"f","가구_인테리어","mobile","2019","7"
"422","2019-07-01",20.05788,"m","가구_인테리어","mobile","2019","7"
"423","2019-08-01",59.80714,"f","가구_인테리어","mobile","2019","8"
"424","2019-08-01",21.03794,"m","가구_인테리어","mobile","2019","8"
"425","2019-09-01",61.36298,"f","가구_인테리어","mobile","2019","9"
"426","2019-09-01",21.3721,"m","가구_인테리어","mobile","2019","9"
"427","2019-10-01",65.44644,"f","가구_인테리어","mobile","2019","10"
"428","2019-10-01",22.58027,"m","가구_인테리어","mobile","2019","10"
"429","2019-11-01",65.55587,"f","가구_인테리어","mobile","2019","11"
"430","2019-11-01",22.18686,"m","가구_인테리어","mobile","2019","11"
"431","2019-12-01",65.06011,"f","가구_인테리어","mobile","2019","12"
"432","2019-12-01",22.33568,"m","가구_인테리어","mobile","2019","12"
"433","2020-01-01",61.64626,"f","가구_인테리어","mobile","2020","1"
"434","2020-01-01",21.68321,"m","가구_인테리어","mobile","2020","1"
"435","2020-02-01",73.16502,"f","가구_인테리어","mobile","2020","2"
"436","2020-02-01",24.10696,"m","가구_인테리어","mobile","2020","2"
"437","2020-03-01",94.10751,"f","가구_인테리어","mobile","2020","3"
"438","2020-03-01",29.31281,"m","가구_인테리어","mobile","2020","3"
"439","2020-04-01",88.10588,"f","가구_인테리어","mobile","2020","4"
"440","2020-04-01",28.32723,"m","가구_인테리어","mobile","2020","4"
"441","2020-05-01",84.25381,"f","가구_인테리어","mobile","2020","5"
"442","2020-05-01",28.43931,"m","가구_인테리어","mobile","2020","5"
"443","2020-06-01",76.12237,"f","가구_인테리어","mobile","2020","6"
"444","2020-06-01",25.44745,"m","가구_인테리어","mobile","2020","6"
"445","2020-07-01",71.6059,"f","가구_인테리어","mobile","2020","7"
"446","2020-07-01",24.01269,"m","가구_인테리어","mobile","2020","7"
"447","2020-08-01",78.82446,"f","가구_인테리어","mobile","2020","8"
"448","2020-08-01",25.63953,"m","가구_인테리어","mobile","2020","8"
"449","2020-09-01",86.04547,"f","가구_인테리어","mobile","2020","9"
"450","2020-09-01",26.82638,"m","가구_인테리어","mobile","2020","9"
"451","2020-10-01",81.63673,"f","가구_인테리어","mobile","2020","10"
"452","2020-10-01",27.25426,"m","가구_인테리어","mobile","2020","10"
"453","2020-11-01",78.54674,"f","가구_인테리어","mobile","2020","11"
"454","2020-11-01",26.32608,"m","가구_인테리어","mobile","2020","11"
"455","2020-12-01",100,"f","가구_인테리어","mobile","2020","12"
"456","2020-12-01",31.8088,"m","가구_인테리어","mobile","2020","12"
"457","2018-01-01",55.96724,"f","디지털_가전","mobile","2018","1"
"458","2018-01-01",61.94533,"m","디지털_가전","mobile","2018","1"
"459","2018-02-01",50.78136,"f","디지털_가전","mobile","2018","2"
"460","2018-02-01",56.886,"m","디지털_가전","mobile","2018","2"
"461","2018-03-01",55.42852,"f","디지털_가전","mobile","2018","3"
"462","2018-03-01",62.11465,"m","디지털_가전","mobile","2018","3"
"463","2018-04-01",50.14415,"f","디지털_가전","mobile","2018","4"
"464","2018-04-01",55.44312,"m","디지털_가전","mobile","2018","4"
"465","2018-05-01",52.65908,"f","디지털_가전","mobile","2018","5"
"466","2018-05-01",57.94247,"m","디지털_가전","mobile","2018","5"
"467","2018-06-01",50.26724,"f","디지털_가전","mobile","2018","6"
"468","2018-06-01",54.71608,"m","디지털_가전","mobile","2018","6"
"469","2018-07-01",58.38566,"f","디지털_가전","mobile","2018","7"
"470","2018-07-01",64.42072,"m","디지털_가전","mobile","2018","7"
"471","2018-08-01",51.99399,"f","디지털_가전","mobile","2018","8"
"472","2018-08-01",59.9807,"m","디지털_가전","mobile","2018","8"
"473","2018-09-01",45.69808,"f","디지털_가전","mobile","2018","9"
"474","2018-09-01",53.81781,"m","디지털_가전","mobile","2018","9"
"475","2018-10-01",51.7312,"f","디지털_가전","mobile","2018","10"
"476","2018-10-01",57.17491,"m","디지털_가전","mobile","2018","10"
"477","2018-11-01",54.13621,"f","디지털_가전","mobile","2018","11"
"478","2018-11-01",59.62075,"m","디지털_가전","mobile","2018","11"
"479","2018-12-01",55.22222,"f","디지털_가전","mobile","2018","12"
"480","2018-12-01",61.92568,"m","디지털_가전","mobile","2018","12"
"481","2019-01-01",58.96555,"f","디지털_가전","mobile","2019","1"
"482","2019-01-01",65.28921,"m","디지털_가전","mobile","2019","1"
"483","2019-02-01",53.83991,"f","디지털_가전","mobile","2019","2"
"484","2019-02-01",61.64438,"m","디지털_가전","mobile","2019","2"
"485","2019-03-01",60.95927,"f","디지털_가전","mobile","2019","3"
"486","2019-03-01",67.4864,"m","디지털_가전","mobile","2019","3"
"487","2019-04-01",47.59979,"f","디지털_가전","mobile","2019","4"
"488","2019-04-01",54.12922,"m","디지털_가전","mobile","2019","4"
"489","2019-05-01",52.9618,"f","디지털_가전","mobile","2019","5"
"490","2019-05-01",58.4368,"m","디지털_가전","mobile","2019","5"
"491","2019-06-01",54.38959,"f","디지털_가전","mobile","2019","6"
"492","2019-06-01",60.37724,"m","디지털_가전","mobile","2019","6"
"493","2019-07-01",60.69556,"f","디지털_가전","mobile","2019","7"
"494","2019-07-01",67.0332,"m","디지털_가전","mobile","2019","7"
"495","2019-08-01",62.76466,"f","디지털_가전","mobile","2019","8"
"496","2019-08-01",69.67409,"m","디지털_가전","mobile","2019","8"
"497","2019-09-01",61.57311,"f","디지털_가전","mobile","2019","9"
"498","2019-09-01",69.03992,"m","디지털_가전","mobile","2019","9"
"499","2019-10-01",62.08692,"f","디지털_가전","mobile","2019","10"
"500","2019-10-01",67.66132,"m","디지털_가전","mobile","2019","10"
"501","2019-11-01",64.88664,"f","디지털_가전","mobile","2019","11"
"502","2019-11-01",69.68102,"m","디지털_가전","mobile","2019","11"
"503","2019-12-01",63.35422,"f","디지털_가전","mobile","2019","12"
"504","2019-12-01",68.8811,"m","디지털_가전","mobile","2019","12"
"505","2020-01-01",64.28894,"f","디지털_가전","mobile","2020","1"
"506","2020-01-01",70.56345,"m","디지털_가전","mobile","2020","1"
"507","2020-02-01",72.52571,"f","디지털_가전","mobile","2020","2"
"508","2020-02-01",72.91038,"m","디지털_가전","mobile","2020","2"
"509","2020-03-01",92.52141,"f","디지털_가전","mobile","2020","3"
"510","2020-03-01",87.47961,"m","디지털_가전","mobile","2020","3"
"511","2020-04-01",86.4383,"f","디지털_가전","mobile","2020","4"
"512","2020-04-01",84.33784,"m","디지털_가전","mobile","2020","4"
"513","2020-05-01",84.32912,"f","디지털_가전","mobile","2020","5"
"514","2020-05-01",83.25764,"m","디지털_가전","mobile","2020","5"
"515","2020-06-01",80.53727,"f","디지털_가전","mobile","2020","6"
"516","2020-06-01",76.82003,"m","디지털_가전","mobile","2020","6"
"517","2020-07-01",73.183,"f","디지털_가전","mobile","2020","7"
"518","2020-07-01",70.78799,"m","디지털_가전","mobile","2020","7"
"519","2020-08-01",87.15313,"f","디지털_가전","mobile","2020","8"
"520","2020-08-01",83.13326,"m","디지털_가전","mobile","2020","8"
"521","2020-09-01",78.4972,"f","디지털_가전","mobile","2020","9"
"522","2020-09-01",75.91532,"m","디지털_가전","mobile","2020","9"
"523","2020-10-01",79.02258,"f","디지털_가전","mobile","2020","10"
"524","2020-10-01",76.08426,"m","디지털_가전","mobile","2020","10"
"525","2020-11-01",80.68442,"f","디지털_가전","mobile","2020","11"
"526","2020-11-01",77.83286,"m","디지털_가전","mobile","2020","11"
"527","2020-12-01",100,"f","디지털_가전","mobile","2020","12"
"528","2020-12-01",92.73494,"m","디지털_가전","mobile","2020","12"
"529","2018-01-01",11.69327,"f","생활_건강","mobile","2018","1"
"530","2018-01-01",53.70481,"m","생활_건강","mobile","2018","1"
"531","2018-02-01",10.27043,"f","생활_건강","mobile","2018","2"
"532","2018-02-01",49.55014,"m","생활_건강","mobile","2018","2"
"533","2018-03-01",13.0087,"f","생활_건강","mobile","2018","3"
"534","2018-03-01",58.67376,"m","생활_건강","mobile","2018","3"
"535","2018-04-01",12.99365,"f","생활_건강","mobile","2018","4"
"536","2018-04-01",56.11054,"m","생활_건강","mobile","2018","4"
"537","2018-05-01",13.25372,"f","생활_건강","mobile","2018","5"
"538","2018-05-01",56.93068,"m","생활_건강","mobile","2018","5"
"539","2018-06-01",12.84833,"f","생활_건강","mobile","2018","6"
"540","2018-06-01",52.9487,"m","생활_건강","mobile","2018","6"
"541","2018-07-01",14.20929,"f","생활_건강","mobile","2018","7"
"542","2018-07-01",55.01456,"m","생활_건강","mobile","2018","7"
"543","2018-08-01",13.89473,"f","생활_건강","mobile","2018","8"
"544","2018-08-01",56.19172,"m","생활_건강","mobile","2018","8"
"545","2018-09-01",11.11718,"f","생활_건강","mobile","2018","9"
"546","2018-09-01",51.11635,"m","생활_건강","mobile","2018","9"
"547","2018-10-01",11.55876,"f","생활_건강","mobile","2018","10"
"548","2018-10-01",53.43381,"m","생활_건강","mobile","2018","10"
"549","2018-11-01",11.68855,"f","생활_건강","mobile","2018","11"
"550","2018-11-01",52.57195,"m","생활_건강","mobile","2018","11"
"551","2018-12-01",12.07597,"f","생활_건강","mobile","2018","12"
"552","2018-12-01",54.19585,"m","생활_건강","mobile","2018","12"
"553","2019-01-01",11.9626,"f","생활_건강","mobile","2019","1"
"554","2019-01-01",52.92697,"m","생활_건강","mobile","2019","1"
"555","2019-02-01",11.06028,"f","생활_건강","mobile","2019","2"
"556","2019-02-01",50.07143,"m","생활_건강","mobile","2019","2"
"557","2019-03-01",16.3309,"f","생활_건강","mobile","2019","3"
"558","2019-03-01",62.71752,"m","생활_건강","mobile","2019","3"
"559","2019-04-01",11.81712,"f","생활_건강","mobile","2019","4"
"560","2019-04-01",50.65405,"m","생활_건강","mobile","2019","4"
"561","2019-05-01",14.92678,"f","생활_건강","mobile","2019","5"
"562","2019-05-01",59.76222,"m","생활_건강","mobile","2019","5"
"563","2019-06-01",15.97409,"f","생활_건강","mobile","2019","6"
"564","2019-06-01",64.35764,"m","생활_건강","mobile","2019","6"
"565","2019-07-01",16.41199,"f","생활_건강","mobile","2019","7"
"566","2019-07-01",66.17682,"m","생활_건강","mobile","2019","7"
"567","2019-08-01",16.79105,"f","생활_건강","mobile","2019","8"
"568","2019-08-01",66.53058,"m","생활_건강","mobile","2019","8"
"569","2019-09-01",15.18791,"f","생활_건강","mobile","2019","9"
"570","2019-09-01",65.21167,"m","생활_건강","mobile","2019","9"
"571","2019-10-01",15.38143,"f","생활_건강","mobile","2019","10"
"572","2019-10-01",68.71807,"m","생활_건강","mobile","2019","10"
"573","2019-11-01",15.09273,"f","생활_건강","mobile","2019","11"
"574","2019-11-01",67.44775,"m","생활_건강","mobile","2019","11"
"575","2019-12-01",15.36174,"f","생활_건강","mobile","2019","12"
"576","2019-12-01",68.25116,"m","생활_건강","mobile","2019","12"
"577","2020-01-01",14.15967,"f","생활_건강","mobile","2020","1"
"578","2020-01-01",66.79204,"m","생활_건강","mobile","2020","1"
"579","2020-02-01",14.48271,"f","생활_건강","mobile","2020","2"
"580","2020-02-01",67.18835,"m","생활_건강","mobile","2020","2"
"581","2020-03-01",17.81392,"f","생활_건강","mobile","2020","3"
"582","2020-03-01",82.06755,"m","생활_건강","mobile","2020","3"
"583","2020-04-01",20.64997,"f","생활_건강","mobile","2020","4"
"584","2020-04-01",88.16396,"m","생활_건강","mobile","2020","4"
"585","2020-05-01",23.92186,"f","생활_건강","mobile","2020","5"
"586","2020-05-01",94.89685,"m","생활_건강","mobile","2020","5"
"587","2020-06-01",24.93053,"f","생활_건강","mobile","2020","6"
"588","2020-06-01",90.45003,"m","생활_건강","mobile","2020","6"
"589","2020-07-01",23.5827,"f","생활_건강","mobile","2020","7"
"590","2020-07-01",88.15631,"m","생활_건강","mobile","2020","7"
"591","2020-08-01",22.12807,"f","생활_건강","mobile","2020","8"
"592","2020-08-01",83.59084,"m","생활_건강","mobile","2020","8"
"593","2020-09-01",22.25118,"f","생활_건강","mobile","2020","9"
"594","2020-09-01",87.73376,"m","생활_건강","mobile","2020","9"
"595","2020-10-01",23.27818,"f","생활_건강","mobile","2020","10"
"596","2020-10-01",94.32482,"m","생활_건강","mobile","2020","10"
"597","2020-11-01",22.49383,"f","생활_건강","mobile","2020","11"
"598","2020-11-01",90.72171,"m","생활_건강","mobile","2020","11"
"599","2020-12-01",24.99643,"f","생활_건강","mobile","2020","12"
"600","2020-12-01",100,"m","생활_건강","mobile","2020","12"
"601","2018-01-01",30.62307,"f","스포츠_레져","mobile","2018","1"
"602","2018-01-01",39.3253,"m","스포츠_레져","mobile","2018","1"
"603","2018-02-01",22.93542,"f","스포츠_레져","mobile","2018","2"
"604","2018-02-01",33.30795,"m","스포츠_레져","mobile","2018","2"
"605","2018-03-01",27.52003,"f","스포츠_레져","mobile","2018","3"
"606","2018-03-01",43.48262,"m","스포츠_레져","mobile","2018","3"
"607","2018-04-01",29.79585,"f","스포츠_레져","mobile","2018","4"
"608","2018-04-01",44.46182,"m","스포츠_레져","mobile","2018","4"
"609","2018-05-01",34.56067,"f","스포츠_레져","mobile","2018","5"
"610","2018-05-01",50.99068,"m","스포츠_레져","mobile","2018","5"
"611","2018-06-01",38.50925,"f","스포츠_레져","mobile","2018","6"
"612","2018-06-01",52.34492,"m","스포츠_레져","mobile","2018","6"
"613","2018-07-01",47.83838,"f","스포츠_레져","mobile","2018","7"
"614","2018-07-01",55.14277,"m","스포츠_레져","mobile","2018","7"
"615","2018-08-01",39.5305,"f","스포츠_레져","mobile","2018","8"
"616","2018-08-01",49.72971,"m","스포츠_레져","mobile","2018","8"
"617","2018-09-01",29.76719,"f","스포츠_레져","mobile","2018","9"
"618","2018-09-01",49.66637,"m","스포츠_레져","mobile","2018","9"
"619","2018-10-01",40.70546,"f","스포츠_레져","mobile","2018","10"
"620","2018-10-01",60.76749,"m","스포츠_레져","mobile","2018","10"
"621","2018-11-01",39.5378,"f","스포츠_레져","mobile","2018","11"
"622","2018-11-01",53.80748,"m","스포츠_레져","mobile","2018","11"
"623","2018-12-01",41.56373,"f","스포츠_레져","mobile","2018","12"
"624","2018-12-01",50.69166,"m","스포츠_레져","mobile","2018","12"
"625","2019-01-01",30.16913,"f","스포츠_레져","mobile","2019","1"
"626","2019-01-01",40.4574,"m","스포츠_레져","mobile","2019","1"
"627","2019-02-01",23.20968,"f","스포츠_레져","mobile","2019","2"
"628","2019-02-01",35.17296,"m","스포츠_레져","mobile","2019","2"
"629","2019-03-01",27.49483,"f","스포츠_레져","mobile","2019","3"
"630","2019-03-01",44.32255,"m","스포츠_레져","mobile","2019","3"
"631","2019-04-01",29.8637,"f","스포츠_레져","mobile","2019","4"
"632","2019-04-01",45.79059,"m","스포츠_레져","mobile","2019","4"
"633","2019-05-01",37.23811,"f","스포츠_레져","mobile","2019","5"
"634","2019-05-01",55.41757,"m","스포츠_레져","mobile","2019","5"
"635","2019-06-01",41.46659,"f","스포츠_레져","mobile","2019","6"
"636","2019-06-01",60.21433,"m","스포츠_레져","mobile","2019","6"
"637","2019-07-01",52.77781,"f","스포츠_레져","mobile","2019","7"
"638","2019-07-01",67.0084,"m","스포츠_레져","mobile","2019","7"
"639","2019-08-01",49.60594,"f","스포츠_레져","mobile","2019","8"
"640","2019-08-01",63.70714,"m","스포츠_레져","mobile","2019","8"
"641","2019-09-01",42.58681,"f","스포츠_레져","mobile","2019","9"
"642","2019-09-01",65.51807,"m","스포츠_레져","mobile","2019","9"
"643","2019-10-01",49.67749,"f","스포츠_레져","mobile","2019","10"
"644","2019-10-01",72.90106,"m","스포츠_레져","mobile","2019","10"
"645","2019-11-01",54.76444,"f","스포츠_레져","mobile","2019","11"
"646","2019-11-01",71.03139,"m","스포츠_레져","mobile","2019","11"
"647","2019-12-01",45.39519,"f","스포츠_레져","mobile","2019","12"
"648","2019-12-01",58.34066,"m","스포츠_레져","mobile","2019","12"
"649","2020-01-01",33.52327,"f","스포츠_레져","mobile","2020","1"
"650","2020-01-01",48.03465,"m","스포츠_레져","mobile","2020","1"
"651","2020-02-01",29.43865,"f","스포츠_레져","mobile","2020","2"
"652","2020-02-01",48.38632,"m","스포츠_레져","mobile","2020","2"
"653","2020-03-01",37.3429,"f","스포츠_레져","mobile","2020","3"
"654","2020-03-01",66.14358,"m","스포츠_레져","mobile","2020","3"
"655","2020-04-01",49.08116,"f","스포츠_레져","mobile","2020","4"
"656","2020-04-01",82.95002,"m","스포츠_레져","mobile","2020","4"
"657","2020-05-01",59.56286,"f","스포츠_레져","mobile","2020","5"
"658","2020-05-01",97.49421,"m","스포츠_레져","mobile","2020","5"
"659","2020-06-01",57.08764,"f","스포츠_레져","mobile","2020","6"
"660","2020-06-01",92.14445,"m","스포츠_레져","mobile","2020","6"
"661","2020-07-01",58.20279,"f","스포츠_레져","mobile","2020","7"
"662","2020-07-01",89.31806,"m","스포츠_레져","mobile","2020","7"
"663","2020-08-01",48.74828,"f","스포츠_레져","mobile","2020","8"
"664","2020-08-01",76.05669,"m","스포츠_레져","mobile","2020","8"
"665","2020-09-01",47.86017,"f","스포츠_레져","mobile","2020","9"
"666","2020-09-01",83.93865,"m","스포츠_레져","mobile","2020","9"
"667","2020-10-01",66.20238,"f","스포츠_레져","mobile","2020","10"
"668","2020-10-01",100,"m","스포츠_레져","mobile","2020","10"
"669","2020-11-01",61.05852,"f","스포츠_레져","mobile","2020","11"
"670","2020-11-01",83.84302,"m","스포츠_레져","mobile","2020","11"
"671","2020-12-01",53.19086,"f","스포츠_레져","mobile","2020","12"
"672","2020-12-01",77.35525,"m","스포츠_레져","mobile","2020","12"
"673","2018-01-01",42.38814,"f","식품","mobile","2018","1"
"674","2018-01-01",15.53945,"m","식품","mobile","2018","1"
"675","2018-02-01",39.07484,"f","식품","mobile","2018","2"
"676","2018-02-01",14.69815,"m","식품","mobile","2018","2"
"677","2018-03-01",37.56205,"f","식품","mobile","2018","3"
"678","2018-03-01",14.91154,"m","식품","mobile","2018","3"
"679","2018-04-01",37.82265,"f","식품","mobile","2018","4"
"680","2018-04-01",14.38956,"m","식품","mobile","2018","4"
"681","2018-05-01",38.62135,"f","식품","mobile","2018","5"
"682","2018-05-01",14.95855,"m","식품","mobile","2018","5"
"683","2018-06-01",37.82665,"f","식품","mobile","2018","6"
"684","2018-06-01",14.52775,"m","식품","mobile","2018","6"
"685","2018-07-01",37.53359,"f","식품","mobile","2018","7"
"686","2018-07-01",15.1973,"m","식품","mobile","2018","7"
"687","2018-08-01",40.68563,"f","식품","mobile","2018","8"
"688","2018-08-01",15.90078,"m","식품","mobile","2018","8"
"689","2018-09-01",42.6686,"f","식품","mobile","2018","9"
"690","2018-09-01",17.69152,"m","식품","mobile","2018","9"
"691","2018-10-01",40.99985,"f","식품","mobile","2018","10"
"692","2018-10-01",16.71799,"m","식품","mobile","2018","10"
"693","2018-11-01",40.27335,"f","식품","mobile","2018","11"
"694","2018-11-01",16.38434,"m","식품","mobile","2018","11"
"695","2018-12-01",40.71334,"f","식품","mobile","2018","12"
"696","2018-12-01",16.7451,"m","식품","mobile","2018","12"
"697","2019-01-01",53.11879,"f","식품","mobile","2019","1"
"698","2019-01-01",21.3614,"m","식품","mobile","2019","1"
"699","2019-02-01",43.00021,"f","식품","mobile","2019","2"
"700","2019-02-01",17.27962,"m","식품","mobile","2019","2"
"701","2019-03-01",46.87019,"f","식품","mobile","2019","3"
"702","2019-03-01",19.71986,"m","식품","mobile","2019","3"
"703","2019-04-01",43.0678,"f","식품","mobile","2019","4"
"704","2019-04-01",17.70988,"m","식품","mobile","2019","4"
"705","2019-05-01",46.56573,"f","식품","mobile","2019","5"
"706","2019-05-01",19.21335,"m","식품","mobile","2019","5"
"707","2019-06-01",50.9165,"f","식품","mobile","2019","6"
"708","2019-06-01",20.6151,"m","식품","mobile","2019","6"
"709","2019-07-01",50.84515,"f","식품","mobile","2019","7"
"710","2019-07-01",21.0975,"m","식품","mobile","2019","7"
"711","2019-08-01",54.33755,"f","식품","mobile","2019","8"
"712","2019-08-01",21.85289,"m","식품","mobile","2019","8"
"713","2019-09-01",57.35672,"f","식품","mobile","2019","9"
"714","2019-09-01",23.57333,"m","식품","mobile","2019","9"
"715","2019-10-01",57.73662,"f","식품","mobile","2019","10"
"716","2019-10-01",23.08127,"m","식품","mobile","2019","10"
"717","2019-11-01",56.44637,"f","식품","mobile","2019","11"
"718","2019-11-01",23.65126,"m","식품","mobile","2019","11"
"719","2019-12-01",57.10617,"f","식품","mobile","2019","12"
"720","2019-12-01",23.83132,"m","식품","mobile","2019","12"
"721","2020-01-01",66.39504,"f","식품","mobile","2020","1"
"722","2020-01-01",27.05502,"m","식품","mobile","2020","1"
"723","2020-02-01",75.30169,"f","식품","mobile","2020","2"
"724","2020-02-01",26.69392,"m","식품","mobile","2020","2"
"725","2020-03-01",94.73661,"f","식품","mobile","2020","3"
"726","2020-03-01",32.94014,"m","식품","mobile","2020","3"
"727","2020-04-01",84.51852,"f","식품","mobile","2020","4"
"728","2020-04-01",30.34581,"m","식품","mobile","2020","4"
"729","2020-05-01",73.53901,"f","식품","mobile","2020","5"
"730","2020-05-01",28.53985,"m","식품","mobile","2020","5"
"731","2020-06-01",70.32573,"f","식품","mobile","2020","6"
"732","2020-06-01",27.27317,"m","식품","mobile","2020","6"
"733","2020-07-01",71.44202,"f","식품","mobile","2020","7"
"734","2020-07-01",27.62191,"m","식품","mobile","2020","7"
"735","2020-08-01",76.73178,"f","식품","mobile","2020","8"
"736","2020-08-01",28.17202,"m","식품","mobile","2020","8"
"737","2020-09-01",93.91819,"f","식품","mobile","2020","9"
"738","2020-09-01",34.26364,"m","식품","mobile","2020","9"
"739","2020-10-01",78.13639,"f","식품","mobile","2020","10"
"740","2020-10-01",30.0714,"m","식품","mobile","2020","10"
"741","2020-11-01",78.73236,"f","식품","mobile","2020","11"
"742","2020-11-01",30.2216,"m","식품","mobile","2020","11"
"743","2020-12-01",100,"f","식품","mobile","2020","12"
"744","2020-12-01",36.45961,"m","식품","mobile","2020","12"
"745","2020-02-01",11.61302,"f","여가_생활편의","mobile","2020","2"
"746","2020-02-01",6.73955,"m","여가_생활편의","mobile","2020","2"
"747","2020-03-01",32.98014,"f","여가_생활편의","mobile","2020","3"
"748","2020-03-01",17.45548,"m","여가_생활편의","mobile","2020","3"
"749","2020-04-01",42.24157,"f","여가_생활편의","mobile","2020","4"
"750","2020-04-01",21.48957,"m","여가_생활편의","mobile","2020","4"
"751","2020-05-01",45.86452,"f","여가_생활편의","mobile","2020","5"
"752","2020-05-01",23.40781,"m","여가_생활편의","mobile","2020","5"
"753","2020-06-01",56.68064,"f","여가_생활편의","mobile","2020","6"
"754","2020-06-01",27.23368,"m","여가_생활편의","mobile","2020","6"
"755","2020-07-01",100,"f","여가_생활편의","mobile","2020","7"
"756","2020-07-01",42.60826,"m","여가_생활편의","mobile","2020","7"
"757","2020-08-01",88.57404,"f","여가_생활편의","mobile","2020","8"
"758","2020-08-01",40.17025,"m","여가_생활편의","mobile","2020","8"
"759","2020-09-01",37.73316,"f","여가_생활편의","mobile","2020","9"
"760","2020-09-01",19.54891,"m","여가_생활편의","mobile","2020","9"
"761","2020-10-01",58.84147,"f","여가_생활편의","mobile","2020","10"
"762","2020-10-01",27.66883,"m","여가_생활편의","mobile","2020","10"
"763","2020-11-01",54.20595,"f","여가_생활편의","mobile","2020","11"
"764","2020-11-01",25.3921,"m","여가_생활편의","mobile","2020","11"
"765","2020-12-01",31.01417,"f","여가_생활편의","mobile","2020","12"
"766","2020-12-01",18.45772,"m","여가_생활편의","mobile","2020","12"
"767","2018-01-01",50.58235,"f","출산_육아","mobile","2018","1"
"768","2018-01-01",9.89145,"m","출산_육아","mobile","2018","1"
"769","2018-02-01",46.11276,"f","출산_육아","mobile","2018","2"
"770","2018-02-01",9.39137,"m","출산_육아","mobile","2018","2"
"771","2018-03-01",55.15208,"f","출산_육아","mobile","2018","3"
"772","2018-03-01",10.44871,"m","출산_육아","mobile","2018","3"
"773","2018-04-01",51.81232,"f","출산_육아","mobile","2018","4"
"774","2018-04-01",9.99927,"m","출산_육아","mobile","2018","4"
"775","2018-05-01",51.26017,"f","출산_육아","mobile","2018","5"
"776","2018-05-01",10.18497,"m","출산_육아","mobile","2018","5"
"777","2018-06-01",47.66476,"f","출산_육아","mobile","2018","6"
"778","2018-06-01",8.86638,"m","출산_육아","mobile","2018","6"
"779","2018-07-01",48.34995,"f","출산_육아","mobile","2018","7"
"780","2018-07-01",9.55753,"m","출산_육아","mobile","2018","7"
"781","2018-08-01",42.86317,"f","출산_육아","mobile","2018","8"
"782","2018-08-01",8.99795,"m","출산_육아","mobile","2018","8"
"783","2018-09-01",42.52434,"f","출산_육아","mobile","2018","9"
"784","2018-09-01",8.83684,"m","출산_육아","mobile","2018","9"
"785","2018-10-01",47.06666,"f","출산_육아","mobile","2018","10"
"786","2018-10-01",8.95087,"m","출산_육아","mobile","2018","10"
"787","2018-11-01",47.27149,"f","출산_육아","mobile","2018","11"
"788","2018-11-01",8.66457,"m","출산_육아","mobile","2018","11"
"789","2018-12-01",63.21913,"f","출산_육아","mobile","2018","12"
"790","2018-12-01",12.77463,"m","출산_육아","mobile","2018","12"
"791","2019-01-01",47.72316,"f","출산_육아","mobile","2019","1"
"792","2019-01-01",9.52077,"m","출산_육아","mobile","2019","1"
"793","2019-02-01",45.40515,"f","출산_육아","mobile","2019","2"
"794","2019-02-01",9.26921,"m","출산_육아","mobile","2019","2"
"795","2019-03-01",62.92311,"f","출산_육아","mobile","2019","3"
"796","2019-03-01",10.963,"m","출산_육아","mobile","2019","3"
"797","2019-04-01",62.00848,"f","출산_육아","mobile","2019","4"
"798","2019-04-01",10.85032,"m","출산_육아","mobile","2019","4"
"799","2019-05-01",64.06339,"f","출산_육아","mobile","2019","5"
"800","2019-05-01",11.17255,"m","출산_육아","mobile","2019","5"
"801","2019-06-01",58.88129,"f","출산_육아","mobile","2019","6"
"802","2019-06-01",10.3323,"m","출산_육아","mobile","2019","6"
"803","2019-07-01",62.74349,"f","출산_육아","mobile","2019","7"
"804","2019-07-01",11.21042,"m","출산_육아","mobile","2019","7"
"805","2019-08-01",62.20295,"f","출산_육아","mobile","2019","8"
"806","2019-08-01",11.19059,"m","출산_육아","mobile","2019","8"
"807","2019-09-01",72.12693,"f","출산_육아","mobile","2019","9"
"808","2019-09-01",12.00595,"m","출산_육아","mobile","2019","9"
"809","2019-10-01",80.26138,"f","출산_육아","mobile","2019","10"
"810","2019-10-01",12.72018,"m","출산_육아","mobile","2019","10"
"811","2019-11-01",87.39175,"f","출산_육아","mobile","2019","11"
