"","년도","월","분기","판매매체별","중분류","상품군별","매출액","전월_대비매출현황","전월대비_증감","season","total_case","경기심리지수","경기심리지수_증감률_2017기준","소비자심리지수","소비자지수_증감률_2017기준"
"388","2017","10","4Q","인터넷","여가_생활편의","여행 및 교통서비스",549027,538530,"증가","fall",0,102.1,6.1,109.7,17.5
"389","2017","10","4Q","모바일","출산_육아","아동·유아용품",189740,196306,"감소","fall",0,102.1,6.1,109.7,17.5
"390","2017","10","4Q","인터넷","출산_육아","아동·유아용품",70801,75971,"감소","fall",0,102.1,6.1,109.7,17.5
"391","2017","10","4Q","모바일","패션잡화","가방",112662,116864,"감소","fall",0,102.1,6.1,109.7,17.5
"392","2017","10","4Q","모바일","패션잡화","신발",92565,90408,"증가","fall",0,102.1,6.1,109.7,17.5
"393","2017","10","4Q","모바일","패션잡화","의복",595469,525271,"증가","fall",0,102.1,6.1,109.7,17.5
"394","2017","10","4Q","모바일","패션잡화","패션용품 및 액세서리",104244,107005,"감소","fall",0,102.1,6.1,109.7,17.5
"395","2017","10","4Q","인터넷","패션잡화","가방",44345,48352,"감소","fall",0,102.1,6.1,109.7,17.5
"396","2017","10","4Q","인터넷","패션잡화","신발",47801,49838,"감소","fall",0,102.1,6.1,109.7,17.5
"397","2017","10","4Q","인터넷","패션잡화","의복",439236,434408,"증가","fall",0,102.1,6.1,109.7,17.5
"398","2017","10","4Q","인터넷","패션잡화","패션용품 및 액세서리",57204,63340,"감소","fall",0,102.1,6.1,109.7,17.5
"399","2017","10","4Q","모바일","화장품_미용","화장품",366559,385834,"감소","fall",0,102.1,6.1,109.7,17.5
"400","2017","10","4Q","인터넷","화장품_미용","화장품",311318,331282,"감소","fall",0,102.1,6.1,109.7,17.5
"401","2017","11","4Q","모바일","가구_인테리어","가구",145819,137353,"증가","fall",0,102.1,6.1,112.9,20.9
"402","2017","11","4Q","인터넷","가구_인테리어","가구",96351,85731,"증가","fall",0,102.1,6.1,112.9,20.9
"403","2017","11","4Q","모바일","디지털_가전","가전·전자·통신기기",485981,394994,"증가","fall",0,102.1,6.1,112.9,20.9
"404","2017","11","4Q","모바일","디지털_가전","자동차 및 자동차용품",50031,48053,"증가","fall",0,102.1,6.1,112.9,20.9
"405","2017","11","4Q","모바일","디지털_가전","컴퓨터 및 주변기기",157832,118174,"증가","fall",0,102.1,6.1,112.9,20.9
"406","2017","11","4Q","인터넷","디지털_가전","가전·전자·통신기기",462529,333413,"증가","fall",0,102.1,6.1,112.9,20.9
"407","2017","11","4Q","인터넷","디지털_가전","자동차 및 자동차용품",39536,32422,"증가","fall",0,102.1,6.1,112.9,20.9
"408","2017","11","4Q","인터넷","디지털_가전","컴퓨터 및 주변기기",302907,235350,"증가","fall",0,102.1,6.1,112.9,20.9
"409","2017","11","4Q","모바일","생활_건강","사무·문구",23812,18898,"증가","fall",0,102.1,6.1,112.9,20.9
"410","2017","11","4Q","모바일","생활_건강","생활용품",434326,374151,"증가","fall",0,102.1,6.1,112.9,20.9
"411","2017","11","4Q","모바일","생활_건강","서적",44577,41293,"증가","fall",0,102.1,6.1,112.9,20.9
"412","2017","11","4Q","모바일","생활_건강","애완용품",46998,41763,"증가","fall",0,102.1,6.1,112.9,20.9
"413","2017","11","4Q","인터넷","생활_건강","사무·문구",44129,37422,"증가","fall",0,102.1,6.1,112.9,20.9
"414","2017","11","4Q","인터넷","생활_건강","생활용품",274287,227897,"증가","fall",0,102.1,6.1,112.9,20.9
"415","2017","11","4Q","인터넷","생활_건강","서적",87946,72439,"증가","fall",0,102.1,6.1,112.9,20.9
"416","2017","11","4Q","인터넷","생활_건강","애완용품",25677,22728,"증가","fall",0,102.1,6.1,112.9,20.9
"417","2017","11","4Q","모바일","스포츠_레져","스포츠·레저용품",171843,148099,"증가","fall",0,102.1,6.1,112.9,20.9
"418","2017","11","4Q","인터넷","스포츠_레져","스포츠·레저용품",141177,126699,"증가","fall",0,102.1,6.1,112.9,20.9
"419","2017","11","4Q","모바일","식품","농축수산물",132643,107471,"증가","fall",0,102.1,6.1,112.9,20.9
"420","2017","11","4Q","모바일","식품","음·식료품",448282,392399,"증가","fall",0,102.1,6.1,112.9,20.9
"421","2017","11","4Q","인터넷","식품","농축수산물",76101,67310,"증가","fall",0,102.1,6.1,112.9,20.9
"422","2017","11","4Q","인터넷","식품","음·식료품",253308,216216,"증가","fall",0,102.1,6.1,112.9,20.9
"423","2017","11","4Q","모바일","여가_생활편의","e쿠폰서비스",104091,79602,"증가","fall",0,102.1,6.1,112.9,20.9
"424","2017","11","4Q","모바일","여가_생활편의","문화 및 레저서비스",79622,81688,"감소","fall",0,102.1,6.1,112.9,20.9
"425","2017","11","4Q","모바일","여가_생활편의","여행 및 교통서비스",639102,658486,"감소","fall",0,102.1,6.1,112.9,20.9
"426","2017","11","4Q","인터넷","여가_생활편의","e쿠폰서비스",20237,16436,"증가","fall",0,102.1,6.1,112.9,20.9
"427","2017","11","4Q","인터넷","여가_생활편의","문화 및 레저서비스",65460,97818,"감소","fall",0,102.1,6.1,112.9,20.9
"428","2017","11","4Q","인터넷","여가_생활편의","여행 및 교통서비스",518560,549027,"감소","fall",0,102.1,6.1,112.9,20.9
"429","2017","11","4Q","모바일","출산_육아","아동·유아용품",215042,189740,"증가","fall",0,102.1,6.1,112.9,20.9
"430","2017","11","4Q","인터넷","출산_육아","아동·유아용품",84549,70801,"증가","fall",0,102.1,6.1,112.9,20.9
"431","2017","11","4Q","모바일","패션잡화","가방",120428,112662,"증가","fall",0,102.1,6.1,112.9,20.9
"432","2017","11","4Q","모바일","패션잡화","신발",114073,92565,"증가","fall",0,102.1,6.1,112.9,20.9
"433","2017","11","4Q","모바일","패션잡화","의복",857482,595469,"증가","fall",0,102.1,6.1,112.9,20.9
"434","2017","11","4Q","모바일","패션잡화","패션용품 및 액세서리",123504,104244,"증가","fall",0,102.1,6.1,112.9,20.9
"435","2017","11","4Q","인터넷","패션잡화","가방",49080,44345,"증가","fall",0,102.1,6.1,112.9,20.9
"436","2017","11","4Q","인터넷","패션잡화","신발",61475,47801,"증가","fall",0,102.1,6.1,112.9,20.9
"437","2017","11","4Q","인터넷","패션잡화","의복",586462,439236,"증가","fall",0,102.1,6.1,112.9,20.9
"438","2017","11","4Q","인터넷","패션잡화","패션용품 및 액세서리",66076,57204,"증가","fall",0,102.1,6.1,112.9,20.9
"439","2017","11","4Q","모바일","화장품_미용","화장품",434703,366559,"증가","fall",0,102.1,6.1,112.9,20.9
"440","2017","11","4Q","인터넷","화장품_미용","화장품",354520,311318,"증가","fall",0,102.1,6.1,112.9,20.9
"441","2017","12","4Q","모바일","가구_인테리어","가구",132574,145819,"감소","winter",0,101.8,5.8,111.4,19.3
"442","2017","12","4Q","인터넷","가구_인테리어","가구",88111,96351,"감소","winter",0,101.8,5.8,111.4,19.3
"443","2017","12","4Q","모바일","디지털_가전","가전·전자·통신기기",427298,485981,"감소","winter",0,101.8,5.8,111.4,19.3
"444","2017","12","4Q","모바일","디지털_가전","자동차 및 자동차용품",47508,50031,"감소","winter",0,101.8,5.8,111.4,19.3
"445","2017","12","4Q","모바일","디지털_가전","컴퓨터 및 주변기기",155301,157832,"감소","winter",0,101.8,5.8,111.4,19.3
"446","2017","12","4Q","인터넷","디지털_가전","가전·전자·통신기기",387969,462529,"감소","winter",0,101.8,5.8,111.4,19.3
"447","2017","12","4Q","인터넷","디지털_가전","자동차 및 자동차용품",37716,39536,"감소","winter",0,101.8,5.8,111.4,19.3
"448","2017","12","4Q","인터넷","디지털_가전","컴퓨터 및 주변기기",320177,302907,"증가","winter",0,101.8,5.8,111.4,19.3
"449","2017","12","4Q","모바일","생활_건강","사무·문구",27303,23812,"증가","winter",0,101.8,5.8,111.4,19.3
"450","2017","12","4Q","모바일","생활_건강","생활용품",417191,434326,"감소","winter",0,101.8,5.8,111.4,19.3
"451","2017","12","4Q","모바일","생활_건강","서적",58092,44577,"증가","winter",0,101.8,5.8,111.4,19.3
"452","2017","12","4Q","모바일","생활_건강","애완용품",39074,46998,"감소","winter",0,101.8,5.8,111.4,19.3
"453","2017","12","4Q","인터넷","생활_건강","사무·문구",50562,44129,"증가","winter",0,101.8,5.8,111.4,19.3
"454","2017","12","4Q","인터넷","생활_건강","생활용품",264710,274287,"감소","winter",0,101.8,5.8,111.4,19.3
"455","2017","12","4Q","인터넷","생활_건강","서적",103589,87946,"증가","winter",0,101.8,5.8,111.4,19.3
"456","2017","12","4Q","인터넷","생활_건강","애완용품",23206,25677,"감소","winter",0,101.8,5.8,111.4,19.3
"457","2017","12","4Q","모바일","스포츠_레져","스포츠·레저용품",139821,171843,"감소","winter",0,101.8,5.8,111.4,19.3
"458","2017","12","4Q","인터넷","스포츠_레져","스포츠·레저용품",118429,141177,"감소","winter",0,101.8,5.8,111.4,19.3
"459","2017","12","4Q","모바일","식품","농축수산물",146060,132643,"증가","winter",0,101.8,5.8,111.4,19.3
"460","2017","12","4Q","모바일","식품","음·식료품",451629,448282,"증가","winter",0,101.8,5.8,111.4,19.3
"461","2017","12","4Q","인터넷","식품","농축수산물",75792,76101,"감소","winter",0,101.8,5.8,111.4,19.3
"462","2017","12","4Q","인터넷","식품","음·식료품",258055,253308,"증가","winter",0,101.8,5.8,111.4,19.3
"463","2017","12","4Q","모바일","여가_생활편의","e쿠폰서비스",122247,104091,"증가","winter",0,101.8,5.8,111.4,19.3
"464","2017","12","4Q","모바일","여가_생활편의","문화 및 레저서비스",135272,79622,"증가","winter",0,101.8,5.8,111.4,19.3
"465","2017","12","4Q","모바일","여가_생활편의","여행 및 교통서비스",755350,639102,"증가","winter",0,101.8,5.8,111.4,19.3
"466","2017","12","4Q","인터넷","여가_생활편의","e쿠폰서비스",27963,20237,"증가","winter",0,101.8,5.8,111.4,19.3
"467","2017","12","4Q","인터넷","여가_생활편의","문화 및 레저서비스",71778,65460,"증가","winter",0,101.8,5.8,111.4,19.3
"468","2017","12","4Q","인터넷","여가_생활편의","여행 및 교통서비스",522992,518560,"증가","winter",0,101.8,5.8,111.4,19.3
"469","2017","12","4Q","모바일","출산_육아","아동·유아용품",272962,215042,"증가","winter",0,101.8,5.8,111.4,19.3
"470","2017","12","4Q","인터넷","출산_육아","아동·유아용품",104274,84549,"증가","winter",0,101.8,5.8,111.4,19.3
"471","2017","12","4Q","모바일","패션잡화","가방",129802,120428,"증가","winter",0,101.8,5.8,111.4,19.3
"472","2017","12","4Q","모바일","패션잡화","신발",102315,114073,"감소","winter",0,101.8,5.8,111.4,19.3
"473","2017","12","4Q","모바일","패션잡화","의복",737601,857482,"감소","winter",0,101.8,5.8,111.4,19.3
"474","2017","12","4Q","모바일","패션잡화","패션용품 및 액세서리",136433,123504,"증가","winter",0,101.8,5.8,111.4,19.3
"475","2017","12","4Q","인터넷","패션잡화","가방",51051,49080,"증가","winter",0,101.8,5.8,111.4,19.3
"476","2017","12","4Q","인터넷","패션잡화","신발",52613,61475,"감소","winter",0,101.8,5.8,111.4,19.3
"477","2017","12","4Q","인터넷","패션잡화","의복",458290,586462,"감소","winter",0,101.8,5.8,111.4,19.3
"478","2017","12","4Q","인터넷","패션잡화","패션용품 및 액세서리",69667,66076,"증가","winter",0,101.8,5.8,111.4,19.3
"479","2017","12","4Q","모바일","화장품_미용","화장품",412990,434703,"감소","winter",0,101.8,5.8,111.4,19.3
"480","2017","12","4Q","인터넷","화장품_미용","화장품",290554,354520,"감소","winter",0,101.8,5.8,111.4,19.3
"481","2018","1","1Q","모바일","가구_인테리어","가구",159155,132574,"증가","winter",0,99.6,3.5,110.7,18.5
"482","2018","1","1Q","인터넷","가구_인테리어","가구",92737,88111,"증가","winter",0,99.6,3.5,110.7,18.5
"483","2018","1","1Q","모바일","디지털_가전","가전·전자·통신기기",459257,427298,"증가","winter",0,99.6,3.5,110.7,18.5
"484","2018","1","1Q","모바일","디지털_가전","자동차 및 자동차용품",45677,47508,"감소","winter",0,99.6,3.5,110.7,18.5
"485","2018","1","1Q","모바일","디지털_가전","컴퓨터 및 주변기기",187441,155301,"증가","winter",0,99.6,3.5,110.7,18.5
"486","2018","1","1Q","인터넷","디지털_가전","가전·전자·통신기기",398999,387969,"증가","winter",0,99.6,3.5,110.7,18.5
"487","2018","1","1Q","인터넷","디지털_가전","자동차 및 자동차용품",31543,37716,"감소","winter",0,99.6,3.5,110.7,18.5
"488","2018","1","1Q","인터넷","디지털_가전","컴퓨터 및 주변기기",324233,320177,"증가","winter",0,99.6,3.5,110.7,18.5
"489","2018","1","1Q","모바일","생활_건강","사무·문구",26473,27303,"감소","winter",0,99.6,3.5,110.7,18.5
"490","2018","1","1Q","모바일","생활_건강","생활용품",449370,417191,"증가","winter",0,99.6,3.5,110.7,18.5
"491","2018","1","1Q","모바일","생활_건강","서적",64132,58092,"증가","winter",0,99.6,3.5,110.7,18.5
"492","2018","1","1Q","모바일","생활_건강","애완용품",47640,39074,"증가","winter",0,99.6,3.5,110.7,18.5
"493","2018","1","1Q","인터넷","생활_건강","사무·문구",46397,50562,"감소","winter",0,99.6,3.5,110.7,18.5
"494","2018","1","1Q","인터넷","생활_건강","생활용품",261059,264710,"감소","winter",0,99.6,3.5,110.7,18.5
"495","2018","1","1Q","인터넷","생활_건강","서적",107123,103589,"증가","winter",0,99.6,3.5,110.7,18.5
"496","2018","1","1Q","인터넷","생활_건강","애완용품",24538,23206,"증가","winter",0,99.6,3.5,110.7,18.5
"497","2018","1","1Q","모바일","스포츠_레져","스포츠·레저용품",126246,139821,"감소","winter",0,99.6,3.5,110.7,18.5
"498","2018","1","1Q","인터넷","스포츠_레져","스포츠·레저용품",104533,118429,"감소","winter",0,99.6,3.5,110.7,18.5
"499","2018","1","1Q","모바일","식품","농축수산물",168319,146060,"증가","winter",0,99.6,3.5,110.7,18.5
"500","2018","1","1Q","모바일","식품","음·식료품",560272,451629,"증가","winter",0,99.6,3.5,110.7,18.5
"501","2018","1","1Q","인터넷","식품","농축수산물",83591,75792,"증가","winter",0,99.6,3.5,110.7,18.5
"502","2018","1","1Q","인터넷","식품","음·식료품",286550,258055,"증가","winter",0,99.6,3.5,110.7,18.5
"503","2018","1","1Q","모바일","여가_생활편의","e쿠폰서비스",85532,122247,"감소","winter",0,99.6,3.5,110.7,18.5
"504","2018","1","1Q","모바일","여가_생활편의","문화 및 레저서비스",118365,135272,"감소","winter",0,99.6,3.5,110.7,18.5
"505","2018","1","1Q","모바일","여가_생활편의","여행 및 교통서비스",805804,755350,"증가","winter",0,99.6,3.5,110.7,18.5
"506","2018","1","1Q","인터넷","여가_생활편의","e쿠폰서비스",20062,27963,"감소","winter",0,99.6,3.5,110.7,18.5
"507","2018","1","1Q","인터넷","여가_생활편의","문화 및 레저서비스",64022,71778,"감소","winter",0,99.6,3.5,110.7,18.5
"508","2018","1","1Q","인터넷","여가_생활편의","여행 및 교통서비스",685630,522992,"증가","winter",0,99.6,3.5,110.7,18.5
"509","2018","1","1Q","모바일","출산_육아","아동·유아용품",219323,272962,"감소","winter",0,99.6,3.5,110.7,18.5
"510","2018","1","1Q","인터넷","출산_육아","아동·유아용품",75872,104274,"감소","winter",0,99.6,3.5,110.7,18.5
"511","2018","1","1Q","모바일","패션잡화","가방",135151,129802,"증가","winter",0,99.6,3.5,110.7,18.5
"512","2018","1","1Q","모바일","패션잡화","신발",85859,102315,"감소","winter",0,99.6,3.5,110.7,18.5
"513","2018","1","1Q","모바일","패션잡화","의복",571852,737601,"감소","winter",0,99.6,3.5,110.7,18.5
"514","2018","1","1Q","모바일","패션잡화","패션용품 및 액세서리",128067,136433,"감소","winter",0,99.6,3.5,110.7,18.5
"515","2018","1","1Q","인터넷","패션잡화","가방",51391,51051,"증가","winter",0,99.6,3.5,110.7,18.5
"516","2018","1","1Q","인터넷","패션잡화","신발",45709,52613,"감소","winter",0,99.6,3.5,110.7,18.5
"517","2018","1","1Q","인터넷","패션잡화","의복",392385,458290,"감소","winter",0,99.6,3.5,110.7,18.5
"518","2018","1","1Q","인터넷","패션잡화","패션용품 및 액세서리",67231,69667,"감소","winter",0,99.6,3.5,110.7,18.5
"519","2018","1","1Q","모바일","화장품_미용","화장품",434948,412990,"증가","winter",0,99.6,3.5,110.7,18.5
"520","2018","1","1Q","인터넷","화장품_미용","화장품",335960,290554,"증가","winter",0,99.6,3.5,110.7,18.5
"521","2018","2","1Q","모바일","가구_인테리어","가구",152372,159155,"감소","winter",0,101.1,5.1,109,16.7
"522","2018","2","1Q","인터넷","가구_인테리어","가구",89192,92737,"감소","winter",0,101.1,5.1,109,16.7
"523","2018","2","1Q","모바일","디지털_가전","가전·전자·통신기기",418685,459257,"감소","winter",0,101.1,5.1,109,16.7
"524","2018","2","1Q","모바일","디지털_가전","자동차 및 자동차용품",39074,45677,"감소","winter",0,101.1,5.1,109,16.7
"525","2018","2","1Q","모바일","디지털_가전","컴퓨터 및 주변기기",177621,187441,"감소","winter",0,101.1,5.1,109,16.7
"526","2018","2","1Q","인터넷","디지털_가전","가전·전자·통신기기",351716,398999,"감소","winter",0,101.1,5.1,109,16.7
"527","2018","2","1Q","인터넷","디지털_가전","자동차 및 자동차용품",26428,31543,"감소","winter",0,101.1,5.1,109,16.7
"528","2018","2","1Q","인터넷","디지털_가전","컴퓨터 및 주변기기",275786,324233,"감소","winter",0,101.1,5.1,109,16.7
"529","2018","2","1Q","모바일","생활_건강","사무·문구",25271,26473,"감소","winter",0,101.1,5.1,109,16.7
"530","2018","2","1Q","모바일","생활_건강","생활용품",401715,449370,"감소","winter",0,101.1,5.1,109,16.7
"531","2018","2","1Q","모바일","생활_건강","서적",54689,64132,"감소","winter",0,101.1,5.1,109,16.7
"532","2018","2","1Q","모바일","생활_건강","애완용품",40717,47640,"감소","winter",0,101.1,5.1,109,16.7
"533","2018","2","1Q","인터넷","생활_건강","사무·문구",46450,46397,"증가","winter",0,101.1,5.1,109,16.7
"534","2018","2","1Q","인터넷","생활_건강","생활용품",234324,261059,"감소","winter",0,101.1,5.1,109,16.7
"535","2018","2","1Q","인터넷","생활_건강","서적",93094,107123,"감소","winter",0,101.1,5.1,109,16.7
"536","2018","2","1Q","인터넷","생활_건강","애완용품",20227,24538,"감소","winter",0,101.1,5.1,109,16.7
"537","2018","2","1Q","모바일","스포츠_레져","스포츠·레저용품",109501,126246,"감소","winter",0,101.1,5.1,109,16.7
"538","2018","2","1Q","인터넷","스포츠_레져","스포츠·레저용품",91209,104533,"감소","winter",0,101.1,5.1,109,16.7
"539","2018","2","1Q","모바일","식품","농축수산물",172972,168319,"증가","winter",0,101.1,5.1,109,16.7
"540","2018","2","1Q","모바일","식품","음·식료품",518213,560272,"감소","winter",0,101.1,5.1,109,16.7
"541","2018","2","1Q","인터넷","식품","농축수산물",116806,83591,"증가","winter",0,101.1,5.1,109,16.7
"542","2018","2","1Q","인터넷","식품","음·식료품",296445,286550,"증가","winter",0,101.1,5.1,109,16.7
"543","2018","2","1Q","모바일","여가_생활편의","e쿠폰서비스",108408,85532,"증가","winter",0,101.1,5.1,109,16.7
"544","2018","2","1Q","모바일","여가_생활편의","문화 및 레저서비스",90396,118365,"감소","winter",0,101.1,5.1,109,16.7
"545","2018","2","1Q","모바일","여가_생활편의","여행 및 교통서비스",698011,805804,"감소","winter",0,101.1,5.1,109,16.7
"546","2018","2","1Q","인터넷","여가_생활편의","e쿠폰서비스",20823,20062,"증가","winter",0,101.1,5.1,109,16.7
"547","2018","2","1Q","인터넷","여가_생활편의","문화 및 레저서비스",61442,64022,"감소","winter",0,101.1,5.1,109,16.7
"548","2018","2","1Q","인터넷","여가_생활편의","여행 및 교통서비스",548038,685630,"감소","winter",0,101.1,5.1,109,16.7
"549","2018","2","1Q","모바일","출산_육아","아동·유아용품",197372,219323,"감소","winter",0,101.1,5.1,109,16.7
"550","2018","2","1Q","인터넷","출산_육아","아동·유아용품",71246,75872,"감소","winter",0,101.1,5.1,109,16.7
"551","2018","2","1Q","모바일","패션잡화","가방",129877,135151,"감소","winter",0,101.1,5.1,109,16.7
"552","2018","2","1Q","모바일","패션잡화","신발",83720,85859,"감소","winter",0,101.1,5.1,109,16.7
"553","2018","2","1Q","모바일","패션잡화","의복",489051,571852,"감소","winter",0,101.1,5.1,109,16.7
"554","2018","2","1Q","모바일","패션잡화","패션용품 및 액세서리",117814,128067,"감소","winter",0,101.1,5.1,109,16.7
"555","2018","2","1Q","인터넷","패션잡화","가방",48277,51391,"감소","winter",0,101.1,5.1,109,16.7
"556","2018","2","1Q","인터넷","패션잡화","신발",40727,45709,"감소","winter",0,101.1,5.1,109,16.7
"557","2018","2","1Q","인터넷","패션잡화","의복",336102,392385,"감소","winter",0,101.1,5.1,109,16.7
"558","2018","2","1Q","인터넷","패션잡화","패션용품 및 액세서리",60565,67231,"감소","winter",0,101.1,5.1,109,16.7
"559","2018","2","1Q","모바일","화장품_미용","화장품",429497,434948,"감소","winter",0,101.1,5.1,109,16.7
"560","2018","2","1Q","인터넷","화장품_미용","화장품",316879,335960,"감소","winter",0,101.1,5.1,109,16.7
"561","2018","3","1Q","모바일","가구_인테리어","가구",174549,152372,"증가","spring",0,98.1,2,108.9,16.6
"562","2018","3","1Q","인터넷","가구_인테리어","가구",102507,89192,"증가","spring",0,98.1,2,108.9,16.6
"563","2018","3","1Q","모바일","디지털_가전","가전·전자·통신기기",510861,418685,"증가","spring",0,98.1,2,108.9,16.6
"564","2018","3","1Q","모바일","디지털_가전","자동차 및 자동차용품",47231,39074,"증가","spring",0,98.1,2,108.9,16.6
"565","2018","3","1Q","모바일","디지털_가전","컴퓨터 및 주변기기",193113,177621,"증가","spring",0,98.1,2,108.9,16.6
"566","2018","3","1Q","인터넷","디지털_가전","가전·전자·통신기기",435766,351716,"증가","spring",0,98.1,2,108.9,16.6
"567","2018","3","1Q","인터넷","디지털_가전","자동차 및 자동차용품",36667,26428,"증가","spring",0,98.1,2,108.9,16.6
"568","2018","3","1Q","인터넷","디지털_가전","컴퓨터 및 주변기기",310948,275786,"증가","spring",0,98.1,2,108.9,16.6
"569","2018","3","1Q","모바일","생활_건강","사무·문구",30649,25271,"증가","spring",0,98.1,2,108.9,16.6
"570","2018","3","1Q","모바일","생활_건강","생활용품",468022,401715,"증가","spring",0,98.1,2,108.9,16.6
"571","2018","3","1Q","모바일","생활_건강","서적",70476,54689,"증가","spring",0,98.1,2,108.9,16.6
"572","2018","3","1Q","모바일","생활_건강","애완용품",45674,40717,"증가","spring",0,98.1,2,108.9,16.6
"573","2018","3","1Q","인터넷","생활_건강","사무·문구",51251,46450,"증가","spring",0,98.1,2,108.9,16.6
"574","2018","3","1Q","인터넷","생활_건강","생활용품",271316,234324,"증가","spring",0,98.1,2,108.9,16.6
"575","2018","3","1Q","인터넷","생활_건강","서적",121120,93094,"증가","spring",0,98.1,2,108.9,16.6
"576","2018","3","1Q","인터넷","생활_건강","애완용품",22960,20227,"증가","spring",0,98.1,2,108.9,16.6
"577","2018","3","1Q","모바일","스포츠_레져","스포츠·레저용품",160529,109501,"증가","spring",0,98.1,2,108.9,16.6
"578","2018","3","1Q","인터넷","스포츠_레져","스포츠·레저용품",123291,91209,"증가","spring",0,98.1,2,108.9,16.6
"579","2018","3","1Q","모바일","식품","농축수산물",152387,172972,"감소","spring",0,98.1,2,108.9,16.6
"580","2018","3","1Q","모바일","식품","음·식료품",534601,518213,"증가","spring",0,98.1,2,108.9,16.6
"581","2018","3","1Q","인터넷","식품","농축수산물",76413,116806,"감소","spring",0,98.1,2,108.9,16.6
"582","2018","3","1Q","인터넷","식품","음·식료품",292272,296445,"감소","spring",0,98.1,2,108.9,16.6
"583","2018","3","1Q","모바일","여가_생활편의","e쿠폰서비스",115826,108408,"증가","spring",0,98.1,2,108.9,16.6
"584","2018","3","1Q","모바일","여가_생활편의","문화 및 레저서비스",75329,90396,"감소","spring",0,98.1,2,108.9,16.6
"585","2018","3","1Q","모바일","여가_생활편의","여행 및 교통서비스",694525,698011,"감소","spring",0,98.1,2,108.9,16.6
"586","2018","3","1Q","인터넷","여가_생활편의","e쿠폰서비스",23768,20823,"증가","spring",0,98.1,2,108.9,16.6
"587","2018","3","1Q","인터넷","여가_생활편의","문화 및 레저서비스",96087,61442,"증가","spring",0,98.1,2,108.9,16.6
"588","2018","3","1Q","인터넷","여가_생활편의","여행 및 교통서비스",569662,548038,"증가","spring",0,98.1,2,108.9,16.6
"589","2018","3","1Q","모바일","출산_육아","아동·유아용품",214584,197372,"증가","spring",0,98.1,2,108.9,16.6
"590","2018","3","1Q","인터넷","출산_육아","아동·유아용품",84298,71246,"증가","spring",0,98.1,2,108.9,16.6
"591","2018","3","1Q","모바일","패션잡화","가방",143810,129877,"증가","spring",0,98.1,2,108.9,16.6
"592","2018","3","1Q","모바일","패션잡화","신발",113113,83720,"증가","spring",0,98.1,2,108.9,16.6
"593","2018","3","1Q","모바일","패션잡화","의복",680287,489051,"증가","spring",0,98.1,2,108.9,16.6
"594","2018","3","1Q","모바일","패션잡화","패션용품 및 액세서리",138381,117814,"증가","spring",0,98.1,2,108.9,16.6
"595","2018","3","1Q","인터넷","패션잡화","가방",50380,48277,"증가","spring",0,98.1,2,108.9,16.6
"596","2018","3","1Q","인터넷","패션잡화","신발",56004,40727,"증가","spring",0,98.1,2,108.9,16.6
"597","2018","3","1Q","인터넷","패션잡화","의복",482845,336102,"증가","spring",0,98.1,2,108.9,16.6
"598","2018","3","1Q","인터넷","패션잡화","패션용품 및 액세서리",71766,60565,"증가","spring",0,98.1,2,108.9,16.6
"599","2018","3","1Q","모바일","화장품_미용","화장품",439877,429497,"증가","spring",0,98.1,2,108.9,16.6
"600","2018","3","1Q","인터넷","화장품_미용","화장품",391775,316879,"증가","spring",0,98.1,2,108.9,16.6
"601","2018","4","2Q","모바일","가구_인테리어","가구",165191,174549,"감소","spring",0,99.8,3.7,107.9,15.5
"602","2018","4","2Q","인터넷","가구_인테리어","가구",95591,102507,"감소","spring",0,99.8,3.7,107.9,15.5
"603","2018","4","2Q","모바일","디지털_가전","가전·전자·통신기기",524596,510861,"증가","spring",0,99.8,3.7,107.9,15.5
"604","2018","4","2Q","모바일","디지털_가전","자동차 및 자동차용품",49851,47231,"증가","spring",0,99.8,3.7,107.9,15.5
"605","2018","4","2Q","모바일","디지털_가전","컴퓨터 및 주변기기",165240,193113,"감소","spring",0,99.8,3.7,107.9,15.5
"606","2018","4","2Q","인터넷","디지털_가전","가전·전자·통신기기",420663,435766,"감소","spring",0,99.8,3.7,107.9,15.5
"607","2018","4","2Q","인터넷","디지털_가전","자동차 및 자동차용품",32750,36667,"감소","spring",0,99.8,3.7,107.9,15.5
"608","2018","4","2Q","인터넷","디지털_가전","컴퓨터 및 주변기기",243815,310948,"감소","spring",0,99.8,3.7,107.9,15.5
"609","2018","4","2Q","모바일","생활_건강","사무·문구",26145,30649,"감소","spring",0,99.8,3.7,107.9,15.5
"610","2018","4","2Q","모바일","생활_건강","생활용품",437644,468022,"감소","spring",0,99.8,3.7,107.9,15.5
"611","2018","4","2Q","모바일","생활_건강","서적",52865,70476,"감소","spring",0,99.8,3.7,107.9,15.5
"612","2018","4","2Q","모바일","생활_건강","애완용품",47974,45674,"증가","spring",0,99.8,3.7,107.9,15.5
"613","2018","4","2Q","인터넷","생활_건강","사무·문구",41862,51251,"감소","spring",0,99.8,3.7,107.9,15.5
"614","2018","4","2Q","인터넷","생활_건강","생활용품",272221,271316,"증가","spring",0,99.8,3.7,107.9,15.5
"615","2018","4","2Q","인터넷","생활_건강","서적",91304,121120,"감소","spring",0,99.8,3.7,107.9,15.5
"616","2018","4","2Q","인터넷","생활_건강","애완용품",22363,22960,"감소","spring",0,99.8,3.7,107.9,15.5
